ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1992,1992-10-04,5,22.222,TAM,,IND,L 14-24,0,0,,0,
2,1992,1992-10-25,7,22.243,TAM,,DET,L 7-38,0,0,,0,
3,1992,1992-11-01,8,22.250,TAM,@,NOR,L 21-23,0,0,,0,
4,1992,1992-11-08,9,22.257,TAM,,MIN,L 7-35,2,22,11.00,0,0.0
5,1992,1992-11-15,10,22.264,TAM,,CHI,W 20-17,0,0,,0,
6,1992,1992-11-22,11,22.271,TAM,@,SDG,L 14-29,0,0,,0,
7,1992,1992-11-29,12,22.278,TAM,@,GNB,L 14-19,0,0,,0,
8,1992,1992-12-06,13,22.285,TAM,,RAM,L 27-31,0,0,,0,
9,1992,1992-12-13,14,22.292,TAM,,ATL,L 7-35,0,0,,0,
10,1992,1992-12-19,15,22.298,TAM,@,SFO,L 14-21,0,0,,0,
11,1992,1992-12-27,16,22.306,TAM,@,PHO,W 7-3,0,0,,0,
12,1995,1995-09-03,1,25.190,JAX,,HOU,L 3-10,,,,,
13,1995,1995-09-10,2,25.197,JAX,@,CIN,L 17-24,0,0,,0,0.5
14,1995,1995-09-17,3,25.204,JAX,@,NYJ,L 10-27,,,,,
15,1995,1995-09-24,4,25.211,JAX,,GNB,L 14-24,,,,,
16,1995,1995-10-01,5,25.218,JAX,@,HOU,W 17-16,,,,,
17,1995,1995-10-08,6,25.225,JAX,,PIT,W 20-16,,,,,
18,1995,1995-10-15,7,25.232,JAX,,CHI,L 27-30,,,,,
19,1995,1995-10-22,8,25.239,JAX,@,CLE,W 23-15,,,,,
20,1995,1995-10-29,9,25.246,JAX,@,PIT,L 7-24,,,,,
21,1995,1995-11-12,10,25.260,JAX,,SEA,L 30-47,,,,,
22,1995,1995-11-19,11,25.267,JAX,@,TAM,L 16-17,,,,,
23,1995,1995-11-26,12,25.274,JAX,,CIN,L 13-17,,,,,
24,1995,1995-12-03,13,25.281,JAX,@,DEN,L 23-31,,,,,
25,1995,1995-12-10,14,25.288,JAX,,IND,L 31-41,,,,,
26,1995,1995-12-17,15,25.295,JAX,@,DET,L 0-44,0,0,,0,1.0
27,1995,1995-12-24,16,25.302,JAX,,CLE,W 24-21,,,,,
