ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1976,1976-09-12,1,22.340,KAN,,SDG,L 16-30,,,,,,,,
2,1976,1976-09-20,2,22.348,KAN,,OAK,L 21-24,,,,,,,,
3,1976,1976-09-26,3,22.354,KAN,,NOR,L 17-27,,,,,,,,
4,1976,1976-10-03,4,22.361,KAN,@,BUF,L 17-50,,,,,,,,
5,1976,1976-10-10,5,23.002,KAN,@,WAS,W 33-30,,,,,,,,
6,1976,1976-10-17,6,23.009,KAN,@,MIA,W 20-17,,,,,,,,
7,1976,1976-10-24,7,23.016,KAN,,DEN,L 26-35,,,,,,,,
8,1976,1976-10-31,8,23.023,KAN,@,TAM,W 28-19,,,,,,,,
9,1976,1976-11-07,9,23.030,KAN,,PIT,L 0-45,,,,,,,,
10,1976,1976-11-14,10,23.037,KAN,@,OAK,L 10-21,,,,,,,,
11,1976,1976-11-21,11,23.044,KAN,,CIN,L 24-27,,,,,,,,
12,1976,1976-11-28,12,23.051,KAN,@,SDG,W 23-20,,,,,,,,
13,1976,1976-12-05,13,23.058,KAN,@,DEN,L 16-17,,,,,,,,
14,1976,1976-12-12,14,23.065,KAN,,CLE,W 39-14,,,,,,,,
15,1977,1977-09-18,1,23.345,KAN,@,NWE,L 17-21,,,,,,,,
16,1977,1977-09-25,2,23.352,KAN,,SDG,L 7-23,,,,,,,,
17,1977,1977-10-03,3,23.360,KAN,,OAK,L 28-37,,,,,,,,
18,1977,1977-10-09,4,24.001,KAN,@,DEN,L 7-23,,,,,,,,
19,1977,1977-10-16,5,24.008,KAN,,BAL,L 6-17,,,,,,,,
20,1977,1977-10-23,6,24.015,KAN,@,SDG,W 21-16,,,,,,,,
21,1977,1977-10-30,7,24.022,KAN,@,CLE,L 7-44,,,,,,,,
22,1977,1977-11-06,8,24.029,KAN,,GNB,W 20-10,,,,,,,,
23,1977,1977-11-13,9,24.036,KAN,@,CHI,L 27-28,,,,,,,,
24,1977,1977-11-20,10,24.043,KAN,,DEN,L 7-14,0,0,,0,0.0,1,6,0
25,1977,1977-11-27,11,24.050,KAN,@,HOU,L 20-34,,,,,,,,
26,1977,1977-12-04,12,24.057,KAN,,CIN,L 7-27,,,,,,,,
27,1977,1977-12-11,13,24.064,KAN,,SEA,L 31-34,,,,,,,,
28,1977,1977-12-18,14,24.071,KAN,@,OAK,L 20-21,,,,,,,,
29,1978,1978-09-03,1,24.330,KAN,@,CIN,W 24-23,,,,,,,,
30,1978,1978-09-10,2,24.337,KAN,,HOU,L 17-20,,,,,,,,
31,1978,1978-09-17,3,24.344,KAN,@,NYG,L 10-26,,,,,,,,
32,1978,1978-09-24,4,24.351,KAN,,DEN,L 17-23,,,,,,,,
33,1978,1978-10-01,5,24.358,KAN,@,BUF,L 13-28,,,,,,,,
34,1978,1978-10-08,6,25.000,KAN,,TAM,L 13-30,,,,,,,,
35,1978,1978-10-15,7,25.007,KAN,@,OAK,L 6-28,,,,,,,,
36,1978,1978-10-22,8,25.014,KAN,,CLE,W 17-3,,,,,,,,
37,1978,1978-10-29,9,25.021,KAN,@,PIT,L 24-27,,,,,,,,
38,1978,1978-11-05,10,25.028,KAN,,OAK,L 10-20,0,0,,0,0.0,1,6,0
39,1978,1978-11-12,11,25.035,KAN,@,SDG,L 23-29,,,,,,,,
40,1978,1978-11-19,12,25.042,KAN,,SEA,L 10-13,,,,,,,,
41,1978,1978-11-26,13,25.049,KAN,,SDG,W 23-0,0,0,,0,0.0,1,5,0
42,1978,1978-12-03,14,25.056,KAN,,BUF,W 14-10,0,0,,0,0.0,1,10,0
43,1978,1978-12-10,15,25.063,KAN,@,DEN,L 3-24,,,,,,,,
44,1978,1978-12-17,16,25.070,KAN,@,SEA,L 19-23,1,0,0.00,0,0.0,0,0,0
45,1979,1979-09-02,1,25.329,KAN,,BAL,W 14-0,,,,,,,,
46,1979,1979-09-09,2,25.336,KAN,,CLE,L 24-27,,,,,,,,
47,1979,1979-09-16,3,25.343,KAN,@,HOU,L 6-20,,,,,,,,
48,1979,1979-09-23,4,25.350,KAN,,OAK,W 35-7,0,0,,0,0.0,1,28,0
49,1979,1979-09-30,5,25.357,KAN,@,SEA,W 24-6,,,,,,,,
50,1979,1979-10-07,6,25.364,KAN,@,CIN,W 10-7,,,,,,,,
51,1979,1979-10-14,7,26.006,KAN,,DEN,L 10-24,,,,,,,,
52,1979,1979-10-21,8,26.013,KAN,,NYG,L 17-21,,,,,,,,
53,1979,1979-10-28,9,26.020,KAN,@,DEN,L 3-20,,,,,,,,
54,1979,1979-11-04,10,26.027,KAN,,SDG,L 14-20,,,,,,,,
55,1979,1979-11-11,11,26.034,KAN,,PIT,L 3-30,,,,,,,,
56,1979,1979-11-18,12,26.041,KAN,@,OAK,W 24-21,,,,,,,,
57,1979,1979-11-25,13,26.048,KAN,@,SDG,L 7-28,,,,,,,,
58,1979,1979-12-02,14,26.055,KAN,,SEA,W 37-21,,,,,,,,
59,1979,1979-12-09,15,26.062,KAN,@,BAL,W 10-7,,,,,,,,
60,1980,1980-09-07,1,26.335,KAN,,OAK,L 14-27,,,,,,,,
61,1980,1980-09-14,2,26.342,KAN,,SEA,L 16-17,,,,,,,,
62,1980,1980-09-21,3,26.349,KAN,@,CLE,L 13-20,,,,,,,,
63,1980,1980-09-28,4,26.356,KAN,,SDG,L 7-24,,,,,,,,
64,1980,1980-10-05,5,26.363,KAN,@,OAK,W 31-17,0,0,,0,0.0,1,0,0
65,1980,1980-10-12,6,27.004,KAN,,HOU,W 21-20,,,,,,,,
66,1980,1980-10-19,7,27.011,KAN,@,DEN,W 23-17,,,,,,,,
67,1980,1980-10-26,8,27.018,KAN,,DET,W 20-17,,,,,,,,
68,1980,1980-11-02,9,27.025,KAN,,BAL,L 24-31,,,,,,,,
69,1980,1980-11-16,11,27.039,KAN,@,SDG,L 7-20,,,,,,,,
70,1980,1980-11-30,13,27.053,KAN,,CIN,L 6-20,,,,,,,,
71,1980,1980-12-14,15,27.067,KAN,@,PIT,L 16-21,,,,,,,,
72,1981,1981-09-06,1,27.333,KAN,@,PIT,W 37-33,,,,,,,,
73,1981,1981-09-13,2,27.340,KAN,,TAM,W 19-10,,,,,,,,
74,1981,1981-09-20,3,27.347,KAN,,SDG,L 31-42,,,,,,,,
75,1981,1981-09-27,4,27.354,KAN,@,SEA,W 20-14,,,,,,,,
76,1981,1981-10-04,5,27.361,KAN,@,NWE,L 17-33,,,,,,,,
77,1981,1981-10-11,6,28.003,KAN,,OAK,W 27-0,0,0,,0,0.0,1,25,0
