ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2003,2003-09-07,1,24.185,DET,,ARI,W 42-24,,3,4,1.33,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0
2,2003,2003-09-14,2,24.192,DET,@,GNB,L 6-31,,0,0,,0,3,1,2,2.00,0,33.3%,0.67,0,0,,0
3,2003,2003-09-21,3,24.199,DET,,MIN,L 13-23,,0,0,,0,2,2,21,10.50,0,100.0%,10.50,0,0,,0
4,2003,2003-09-28,4,24.206,DET,@,DEN,L 16-20,,1,19,19.00,0,0,0,0,,0,0.0%,,3,57,19.00,0
5,2003,2003-10-05,5,24.213,DET,@,SFO,L 17-24,,0,0,,0,0,0,0,,0,0.0%,,4,66,16.50,0
6,2003,2003-11-02,8,24.241,DET,,OAK,W 23-13,,,,,,0,,,,,0.0%,,,,,
7,2003,2003-11-09,9,24.248,DET,,CHI,W 12-10,,6,4,0.67,0,2,0,0,,0,0.0%,0.00,0,0,,0
