ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1992,1992-09-06,1,23.215,RAM,@,BUF,L 7-40
2,1992,1992-09-13,2,23.222,RAM,,NWE,W 14-0
3,1992,1992-09-20,3,23.229,RAM,@,MIA,L 10-26
4,1992,1992-09-27,4,23.236,RAM,,NYJ,W 18-10
5,1992,1992-10-04,5,23.243,RAM,@,SFO,L 24-27
6,1992,1992-10-11,6,23.250,RAM,@,NOR,L 10-13
7,1992,1992-10-18,7,23.257,RAM,,NYG,W 38-17
8,1992,1992-11-01,8,23.271,RAM,@,ATL,L 28-30
9,1992,1992-11-08,9,23.278,RAM,,PHO,L 14-20
10,1992,1992-11-15,10,23.285,RAM,@,DAL,W 27-23
11,1992,1992-11-22,11,23.292,RAM,,SFO,L 10-27
12,1992,1992-11-29,12,23.299,RAM,,MIN,L 17-31
13,1992,1992-12-06,13,23.306,RAM,@,TAM,W 31-27
14,1992,1992-12-13,14,23.313,RAM,,NOR,L 14-37
15,1992,1992-12-20,15,23.320,RAM,@,GNB,L 13-28
16,1992,1992-12-27,16,23.327,RAM,,ATL,W 38-27
