ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2005,2005-09-11,1,23.143,TAM,@,MIN,W 24-13,*,27,148,5.48,1,0,0,0,,0,0.0%,,1,6,0.0,,
2,2005,2005-09-18,2,23.150,TAM,,BUF,W 19-3,*,24,128,5.33,1,0,0,0,,0,0.0%,,1,6,0.0,,
3,2005,2005-09-25,3,23.157,TAM,@,GNB,W 17-16,*,37,158,4.27,0,1,1,0,0.00,0,100.0%,0.00,0,0,0.0,,
4,2005,2005-10-02,4,23.164,TAM,,DET,W 17-13,*,11,13,1.18,0,3,2,6,3.00,0,66.7%,2.00,0,0,0.0,,
5,2005,2005-10-30,7,23.192,TAM,@,SFO,L 10-15,*,13,20,1.54,0,2,1,5,5.00,0,50.0%,2.50,0,0,0.0,,
6,2005,2005-11-06,8,23.199,TAM,,CAR,L 14-34,*,11,29,2.64,0,3,3,25,8.33,0,100.0%,8.33,0,0,0.0,,
7,2005,2005-11-13,9,23.206,TAM,,WAS,W 36-35,*,10,20,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
8,2005,2005-11-20,10,23.213,TAM,@,ATL,W 30-27,*,19,116,6.11,1,3,3,13,4.33,0,100.0%,4.33,1,6,0.0,,
9,2005,2005-11-27,11,23.220,TAM,,CHI,L 10-13,*,20,84,4.20,0,2,2,7,3.50,0,100.0%,3.50,0,0,0.0,,
10,2005,2005-12-04,12,23.227,TAM,@,NOR,W 10-3,*,22,96,4.36,0,3,2,7,3.50,0,66.7%,2.33,0,0,0.0,,
11,2005,2005-12-11,13,23.234,TAM,@,CAR,W 20-10,*,29,112,3.86,2,2,2,4,2.00,0,100.0%,2.00,2,12,0.0,,
12,2005,2005-12-17,14,23.240,TAM,@,NWE,L 0-28,*,14,23,1.64,0,3,3,4,1.33,0,100.0%,1.33,0,0,0.0,,
13,2005,2005-12-24,15,23.247,TAM,,ATL,W 27-24,*,31,150,4.84,1,3,1,10,10.00,0,33.3%,3.33,1,6,0.0,,
14,2005,2006-01-01,16,23.255,TAM,,NOR,W 27-13,*,22,81,3.68,0,0,0,0,,0,0.0%,,0,0,0.0,,
15,2006,2006-09-10,1,24.142,TAM,,BAL,L 0-27,*,8,22,2.75,0,6,5,25,5.00,0,83.3%,4.17,0,0,0.0,,
16,2006,2006-09-17,2,24.149,TAM,@,ATL,L 3-14,*,15,37,2.47,0,1,0,0,,0,0.0%,0.00,0,0,0.0,,
17,2006,2006-09-24,3,24.156,TAM,,CAR,L 24-26,*,19,48,2.53,1,3,2,16,8.00,0,66.7%,5.33,1,6,0.0,,
18,2006,2006-10-08,4,24.170,TAM,@,NOR,L 21-24,*,20,111,5.55,0,4,3,14,4.67,0,75.0%,3.50,0,0,0.0,,
19,2006,2006-10-15,5,24.177,TAM,,CIN,W 14-13,*,19,94,4.95,0,5,3,10,3.33,0,60.0%,2.00,0,0,0.0,,
20,2006,2006-10-22,6,24.184,TAM,,PHI,W 23-21,*,23,82,3.57,0,3,2,11,5.50,0,66.7%,3.67,0,0,0.0,,
21,2006,2006-10-29,7,24.191,TAM,@,NYG,L 3-17,*,8,20,2.50,0,8,5,34,6.80,0,62.5%,4.25,0,0,0.0,,
22,2006,2006-11-05,8,24.198,TAM,,NOR,L 14-31,*,12,39,3.25,0,3,1,5,5.00,0,33.3%,1.67,0,0,0.0,,
23,2006,2006-11-13,9,24.206,TAM,@,CAR,L 10-24,*,15,44,2.93,0,1,0,0,,0,0.0%,0.00,0,0,0.0,,
24,2006,2006-11-19,10,24.212,TAM,,WAS,W 20-17,*,27,122,4.52,0,2,2,34,17.00,0,100.0%,17.00,0,0,0.0,,
25,2006,2006-11-23,11,24.216,TAM,@,DAL,L 10-38,*,17,78,4.59,0,0,0,0,,0,0.0%,,0,0,0.0,,
26,2006,2006-12-03,12,24.226,TAM,@,PIT,L 3-20,*,11,27,2.45,0,5,4,30,7.50,0,80.0%,6.00,0,0,0.0,,
27,2006,2006-12-10,13,24.233,TAM,,ATL,L 6-17,*,20,48,2.40,0,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,,
28,2006,2006-12-17,14,24.240,TAM,@,CHI,L 31-34,*,11,26,2.36,0,2,2,12,6.00,0,100.0%,6.00,0,0,0.0,,
29,2007,2007-09-09,1,25.141,TAM,@,SEA,L 6-20,*,12,60,5.00,0,2,2,14,7.00,0,100.0%,7.00,0,0,0.0,,
30,2007,2007-09-16,2,25.148,TAM,,NOR,W 31-14,*,24,61,2.54,2,0,0,0,,0,0.0%,,2,12,0.0,,
31,2007,2007-09-23,3,25.155,TAM,,STL,W 24-3,*,12,46,3.83,1,1,1,3,3.00,0,100.0%,3.00,1,6,0.0,,
32,2007,2007-09-30,4,25.162,TAM,@,CAR,W 20-7,*,6,41,6.83,0,2,0,0,,0,0.0%,0.00,0,0,0.0,,
33,2008,2008-11-23,11,26.216,TAM,@,DET,W 38-20,,16,27,1.69,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
34,2008,2008-11-30,12,26.223,TAM,,NOR,W 23-20,,4,20,5.00,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
35,2008,2008-12-08,13,26.231,TAM,@,CAR,L 23-38,,9,22,2.44,1,1,1,6,6.00,0,100.0%,6.00,1,6,0.0,0,0
36,2008,2008-12-14,14,26.237,TAM,@,ATL,L 10-13,,14,59,4.21,0,1,1,0,0.00,0,100.0%,0.00,0,0,0.0,0,0
37,2008,2008-12-21,15,26.244,TAM,,SDG,L 24-41,,8,27,3.38,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
38,2008,2008-12-28,16,26.251,TAM,,OAK,L 24-31,*,12,78,6.50,2,5,5,37,7.40,0,100.0%,7.40,2,12,0.0,0,0
39,2009,2009-09-13,1,27.145,TAM,,DAL,L 21-34,*,13,97,7.46,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
40,2009,2009-09-20,2,27.152,TAM,@,BUF,L 20-33,*,7,9,1.29,0,9,7,56,8.00,1,77.8%,6.22,1,6,0.0,0,0
41,2009,2009-09-27,3,27.159,TAM,,NYG,L 0-24,,2,8,4.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,0.0,0,0
42,2009,2009-10-04,4,27.166,TAM,@,WAS,L 13-16,*,16,77,4.81,0,5,4,22,5.50,0,80.0%,4.40,0,0,0.0,0,0
43,2009,2009-10-11,5,27.173,TAM,@,PHI,L 14-33,*,10,8,0.80,0,3,3,8,2.67,0,100.0%,2.67,0,0,0.0,0,0
44,2009,2009-10-18,6,27.180,TAM,,CAR,L 21-28,*,16,77,4.81,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
45,2009,2009-10-25,7,27.187,TAM,,NWE,L 7-35,*,12,34,2.83,0,2,2,28,14.00,0,100.0%,14.00,0,0,0.0,0,0
46,2009,2009-11-08,8,27.201,TAM,,GNB,W 38-28,*,16,56,3.50,0,3,0,0,,0,0.0%,0.00,0,0,0.0,0,0
47,2009,2009-11-15,9,27.208,TAM,@,MIA,L 23-25,*,14,52,3.71,1,1,0,0,,0,0.0%,0.00,1,6,0.0,0,0
48,2009,2009-11-22,10,27.215,TAM,,NOR,L 7-38,*,11,32,2.91,0,1,1,4,4.00,0,100.0%,4.00,0,0,0.0,0,0
49,2009,2009-11-29,11,27.222,TAM,@,ATL,L 17-20,*,10,30,3.00,0,1,1,8,8.00,1,100.0%,8.00,1,6,0.0,1,0
50,2009,2009-12-06,12,27.229,TAM,@,CAR,L 6-16,*,17,92,5.41,0,3,2,14,7.00,0,66.7%,4.67,0,0,0.0,1,0
51,2009,2009-12-13,13,27.236,TAM,,NYJ,L 3-26,*,11,14,1.27,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
52,2009,2009-12-20,14,27.243,TAM,@,SEA,W 24-7,*,12,66,5.50,0,1,1,22,22.00,1,100.0%,22.00,1,6,0.0,0,0
53,2009,2009-12-27,15,27.250,TAM,@,NOR,W 20-17,*,24,129,5.38,1,3,3,19,6.33,0,100.0%,6.33,1,6,0.0,0,0
54,2009,2010-01-03,16,27.257,TAM,,ATL,L 10-20,*,20,42,2.10,0,6,3,33,11.00,0,50.0%,5.50,0,0,0.0,0,0
55,2010,2010-09-12,1,28.144,TAM,,CLE,W 17-14,*,22,75,3.41,0,2,2,23,11.50,0,100.0%,11.50,0,0,0.0,0,0
56,2010,2010-09-19,2,28.151,TAM,@,CAR,W 20-7,*,27,51,1.89,0,5,1,8,8.00,0,20.0%,1.60,0,0,0.0,0,0
57,2010,2010-09-26,3,28.158,TAM,,PIT,L 13-38,*,6,13,2.17,0,7,5,33,6.60,0,71.4%,4.71,0,0,0.0,0,0
58,2010,2010-10-10,4,28.172,TAM,@,CIN,W 24-21,*,11,33,3.00,0,3,0,0,,0,0.0%,0.00,0,0,0.0,0,0
59,2010,2010-10-17,5,28.179,TAM,,NOR,L 6-31,*,10,18,1.80,0,8,7,63,9.00,0,87.5%,7.88,0,0,0.0,1,0
60,2010,2010-10-24,6,28.186,TAM,,STL,W 18-17,*,4,12,3.00,0,8,8,34,4.25,1,100.0%,4.25,1,6,0.0,0,0
61,2010,2010-10-31,7,28.193,TAM,@,ARI,W 38-35,*,4,10,2.50,0,5,3,26,8.67,0,60.0%,5.20,0,0,0.0,0,0
62,2010,2010-11-07,8,28.200,TAM,@,ATL,L 21-27,*,8,13,1.63,0,2,1,9,9.00,0,50.0%,4.50,0,0,0.0,0,0
63,2010,2010-11-14,9,28.207,TAM,,CAR,W 31-16,*,5,62,12.40,1,2,2,23,11.50,0,100.0%,11.50,1,6,0.0,0,0
64,2010,2010-11-21,10,28.214,TAM,@,SFO,W 21-0,,7,51,7.29,1,1,1,7,7.00,0,100.0%,7.00,1,6,0.0,0,0
65,2010,2010-11-28,11,28.221,TAM,@,BAL,L 10-17,,4,19,4.75,0,8,5,41,8.20,0,62.5%,5.13,0,0,0.0,0,0
66,2010,2010-12-05,12,28.228,TAM,,ATL,L 24-28,,2,8,4.00,0,3,2,6,3.00,0,66.7%,2.00,0,0,0.0,0,0
67,2010,2010-12-12,13,28.235,TAM,@,WAS,W 17-16,,3,6,2.00,0,4,4,34,8.50,0,100.0%,8.50,0,0,0.0,0,0
68,2010,2010-12-19,14,28.242,TAM,,DET,L 20-23,,7,38,5.43,0,3,2,26,13.00,0,66.7%,8.67,0,0,0.0,0,0
69,2010,2010-12-26,15,28.249,TAM,,SEA,W 38-15,,4,21,5.25,0,3,3,22,7.33,0,100.0%,7.33,0,0,0.0,0,0
70,2010,2011-01-02,16,28.256,TAM,@,NOR,W 23-13,,1,7,7.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
71,2011,2011-09-11,1,29.143,STL,,PHI,L 13-31,,19,91,4.79,0,9,5,49,9.80,0,55.6%,5.44,0,0,0.0,0,0
72,2011,2011-09-19,2,29.151,STL,@,NYG,L 16-28,*,13,36,2.77,0,5,3,4,1.33,0,60.0%,0.80,0,0,0.0,0,0
73,2011,2011-09-25,3,29.157,STL,,BAL,L 7-37,,18,75,4.17,0,2,1,4,4.00,0,50.0%,2.00,0,0,0.0,0,0
74,2011,2011-10-16,5,29.178,STL,@,GNB,L 3-24,,3,17,5.67,0,4,3,17,5.67,0,75.0%,4.25,0,0,0.0,0,0
75,2011,2011-10-23,6,29.185,STL,@,DAL,L 7-34,,2,1,0.50,0,1,1,13,13.00,0,100.0%,13.00,0,0,0.0,0,0
76,2011,2011-10-30,7,29.192,STL,,NOR,W 31-21,,2,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
77,2011,2011-11-06,8,29.199,STL,@,ARI,L 13-19,,3,17,5.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
78,2011,2011-11-13,9,29.206,STL,@,CLE,W 13-12,,,,,,,,,,,0.0%,,,,,,
79,2011,2011-12-12,13,29.235,STL,@,SEA,L 13-30,,8,49,6.13,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
80,2011,2011-12-18,14,29.241,STL,,CIN,L 13-20,,3,16,5.33,0,1,1,6,6.00,0,100.0%,6.00,0,0,0.0,0,0
81,2011,2011-12-24,15,29.247,STL,@,PIT,L 0-27,,9,42,4.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
82,2011,2012-01-01,16,29.255,STL,,SFO,L 27-34,,7,17,2.43,1,1,0,0,,0,0.0%,0.00,1,6,0.0,0,0
