ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1985,1985-09-08,1,21.354,CLE,,STL,L 24-27,0,0,,0
2,1985,1985-09-16,2,21.362,CLE,,PIT,W 17-7,0,0,,0
3,1985,1985-09-22,3,22.003,CLE,@,DAL,L 7-20,0,0,,0
4,1985,1985-09-29,4,22.010,CLE,@,SDG,W 21-7,0,0,,0
5,1985,1985-10-06,5,22.017,CLE,,NWE,W 24-20,0,0,,0
6,1985,1985-10-13,6,22.024,CLE,@,HOU,W 21-6,0,0,,0
7,1985,1985-10-20,7,22.031,CLE,,RAI,L 20-21,0,0,,0
8,1985,1985-10-27,8,22.038,CLE,,WAS,L 7-14,0,0,,0
9,1985,1985-11-03,9,22.045,CLE,@,PIT,L 9-10,0,0,,0
10,1985,1985-11-10,10,22.052,CLE,@,CIN,L 10-27,0,0,,0
11,1985,1985-11-17,11,22.059,CLE,,BUF,W 17-7,0,0,,0
12,1985,1985-11-24,12,22.066,CLE,,CIN,W 24-6,0,0,,0
13,1985,1985-12-01,13,22.073,CLE,@,NYG,W 35-33,0,0,,0
14,1985,1985-12-08,14,22.080,CLE,@,SEA,L 13-31,1,10,10.00,0
15,1985,1985-12-15,15,22.087,CLE,,HOU,W 28-21,1,10,10.00,0
16,1985,1985-12-22,16,22.094,CLE,@,NYJ,L 10-37,0,0,,0
17,1986,1986-09-07,1,22.353,CLE,@,CHI,L 31-41,0,0,,0
18,1986,1986-09-14,2,22.360,CLE,@,HOU,W 23-20,0,0,,0
19,1986,1986-09-18,3,22.364,CLE,,CIN,L 13-30,2,29,14.50,0
20,1986,1986-09-28,4,23.009,CLE,,DET,W 24-21,0,0,,0
21,1986,1986-10-05,5,23.016,CLE,@,PIT,W 27-24,0,0,,0
22,1986,1986-10-12,6,23.023,CLE,,KAN,W 20-7,0,0,,0
23,1986,1986-10-19,7,23.030,CLE,,GNB,L 14-17,0,0,,0
24,1986,1986-10-26,8,23.037,CLE,@,MIN,W 23-20,0,0,,0
25,1986,1986-11-02,9,23.044,CLE,@,IND,W 24-9,0,0,,0
26,1986,1986-11-10,10,23.052,CLE,,MIA,W 26-16,0,0,,0
27,1986,1986-11-16,11,23.058,CLE,@,RAI,L 14-27,0,0,,0
28,1986,1986-11-23,12,23.065,CLE,,PIT,W 37-31,0,0,,0
29,1986,1986-11-30,13,23.072,CLE,,HOU,W 13-10,0,0,,0
30,1986,1986-12-07,14,23.079,CLE,@,BUF,W 21-17,0,0,,0
31,1986,1986-12-14,15,23.086,CLE,@,CIN,W 34-3,0,0,,0
32,1986,1986-12-21,16,23.093,CLE,,SDG,W 47-17,0,0,,0
33,1987,1987-09-13,1,23.359,CLE,@,NOR,L 21-28,,,,
34,1987,1987-09-20,2,24.001,CLE,,PIT,W 34-10,,,,
35,1987,1987-10-26,6,24.037,CLE,,RAM,W 30-17,,,,
36,1987,1987-11-01,7,24.043,CLE,@,SDG,L 24-27,,,,
