ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1973,1973-09-16,1,21.295,RAM,@,KAN,W 23-13,,,,,,,
2,1973,1973-09-23,2,21.302,RAM,,ATL,W 31-0,,,,,,,
3,1973,1973-09-30,3,21.309,RAM,@,SFO,W 40-20,0,0,,0,1,0,0
4,1973,1973-10-07,4,21.316,RAM,@,HOU,W 31-26,,,,,,,
5,1973,1973-10-14,5,21.323,RAM,,DAL,W 37-31,0,0,,0,1,5,0
6,1973,1973-10-21,6,21.330,RAM,,GNB,W 24-7,0,0,,0,1,15,0
7,1973,1973-10-28,7,21.337,RAM,@,MIN,L 9-10,,,,,,,
8,1973,1973-11-04,8,21.344,RAM,@,ATL,L 13-15,,,,,,,
9,1973,1973-11-11,9,21.351,RAM,,NOR,W 29-7,,,,,,,
10,1973,1973-11-18,10,21.358,RAM,,SFO,W 31-13,,,,,,,
11,1973,1973-11-25,11,22.000,RAM,@,NOR,W 24-13,,,,,,,
12,1973,1973-12-02,12,22.007,RAM,@,CHI,W 26-0,,,,,,,
13,1973,1973-12-10,13,22.015,RAM,,NYG,W 40-6,0,0,,0,1,0,0
14,1973,1973-12-16,14,22.021,RAM,,CLE,W 30-17,,,,,,,
15,1974,1974-09-15,1,22.294,RAM,@,DEN,W 17-10,,,,,,,
16,1974,1974-09-22,2,22.301,RAM,,NOR,W 24-0,,,,,,,
17,1974,1974-09-29,3,22.308,RAM,@,NWE,L 14-20,,,,,,,
18,1974,1974-10-06,4,22.315,RAM,,DET,W 16-13,,,,,,,
19,1974,1974-10-13,5,22.322,RAM,@,GNB,L 6-17,,,,,,,
20,1974,1974-10-20,6,22.329,RAM,,SFO,W 37-14,,,,,,,
21,1974,1974-10-27,7,22.336,RAM,@,NYJ,W 20-13,,,,,,,
22,1974,1974-11-04,8,22.344,RAM,@,SFO,W 15-13,,,,,,,
23,1974,1974-11-10,9,22.350,RAM,,ATL,W 21-0,,,,,,,
24,1974,1974-11-17,10,22.357,RAM,@,NOR,L 7-20,,,,,,,
25,1974,1974-11-24,11,22.364,RAM,,MIN,W 20-17,,,,,,,
26,1974,1974-12-01,12,23.006,RAM,@,ATL,W 30-7,,,,,,,
27,1974,1974-12-09,13,23.014,RAM,,WAS,L 17-23,,,,,,,
28,1974,1974-12-15,14,23.020,RAM,,BUF,W 19-14,,,,,,,
29,1975,1975-09-21,1,23.300,RAM,@,DAL,L 7-18,,,,,,,
30,1975,1975-09-28,2,23.307,RAM,@,SFO,W 23-14,,,,,,,
31,1975,1975-10-05,3,23.314,RAM,,BAL,W 24-13,,,,,,,
32,1975,1975-10-12,4,23.321,RAM,@,SDG,W 13-10,,,,,,,
33,1975,1975-10-19,5,23.328,RAM,,ATL,W 22-7,0,0,,0,2,39,0
34,1975,1975-10-26,6,23.335,RAM,,NOR,W 38-14,,,,,,,
35,1975,1975-11-03,7,23.343,RAM,@,PHI,W 42-3,,,,,,,
36,1975,1975-11-09,8,23.349,RAM,,SFO,L 23-24,,,,,,,
37,1975,1975-11-16,9,23.356,RAM,@,ATL,W 16-7,,,,,,,
38,1975,1975-11-23,10,23.363,RAM,,CHI,W 38-10,,,,,,,
39,1975,1975-11-27,11,24.002,RAM,@,DET,W 20-0,,,,,,,
40,1975,1975-12-07,12,24.012,RAM,@,NOR,W 14-7,,,,,,,
41,1975,1975-12-14,13,24.019,RAM,,GNB,W 22-5,,,,,,,
42,1975,1975-12-20,14,24.025,RAM,,PIT,W 10-3,0,0,,0,1,25,0
43,1976,1976-09-12,1,24.292,SEA,,STL,L 24-30,,,,,,,
44,1976,1976-09-19,2,24.299,SEA,@,WAS,L 7-31,,,,,,,
45,1976,1976-09-26,3,24.306,SEA,,SFO,L 21-37,,,,,,,
46,1976,1976-10-03,4,24.313,SEA,,DAL,L 13-28,,,,,,,
47,1976,1976-10-10,5,24.320,SEA,@,GNB,L 20-27,,,,,,,
48,1976,1976-10-17,6,24.327,SEA,@,TAM,W 13-10,,,,,,,
49,1976,1976-10-24,7,24.334,SEA,,DET,L 14-41,1,-1,-1.00,0,0,0,0
50,1976,1976-10-31,8,24.341,SEA,@,RAM,L 6-45,,,,,,,
51,1976,1976-11-07,9,24.348,SEA,,ATL,W 30-13,,,,,,,
52,1976,1976-11-14,10,24.355,SEA,@,MIN,L 21-27,,,,,,,
53,1976,1976-11-21,11,24.362,SEA,,NOR,L 27-51,0,0,,0,1,0,0
54,1976,1976-11-28,12,25.003,SEA,@,NYG,L 16-28,,,,,,,
55,1976,1976-12-05,13,25.010,SEA,,CHI,L 7-34,,,,,,,
56,1976,1976-12-12,14,25.017,SEA,@,PHI,L 10-27,,,,,,,
57,1977,1977-09-18,1,25.297,SEA,,BAL,L 14-29,,,,,,,
58,1977,1977-09-25,2,25.304,SEA,@,CIN,L 20-42,,,,,,,
59,1977,1977-10-02,3,25.311,SEA,,DEN,L 13-24,,,,,,,
60,1977,1977-10-09,4,25.318,SEA,@,NWE,L 0-31,,,,,,,
61,1977,1977-10-16,5,25.325,SEA,,TAM,W 30-23,0,0,,0,1,21,0
62,1977,1977-10-23,6,25.332,SEA,@,MIA,L 13-31,,,,,,,
63,1977,1977-10-30,7,25.339,SEA,,BUF,W 56-17,0,0,,0,1,26,0
64,1977,1977-11-06,8,25.346,SEA,@,OAK,L 7-44,,,,,,,
65,1977,1977-11-13,9,25.353,SEA,@,NYJ,W 17-0,,,,,,,
66,1977,1977-11-20,10,25.360,SEA,,HOU,L 10-22,0,0,,0,1,57,0
67,1977,1977-11-27,11,26.002,SEA,,SDG,L 28-30,,,,,,,
68,1977,1977-12-04,12,26.009,SEA,@,PIT,L 20-30,,,,,,,
69,1977,1977-12-11,13,26.016,SEA,@,KAN,W 34-31,,,,,,,
70,1977,1977-12-18,14,26.023,SEA,,CLE,W 20-19,0,0,,0,1,53,0
71,1978,1978-09-17,3,26.296,BUF,@,MIA,L 24-31,,,,,,,
72,1978,1978-09-24,4,26.303,BUF,,BAL,W 24-17,,,,,,,
73,1978,1978-10-01,5,26.310,BUF,,KAN,W 28-13,,,,,,,
74,1978,1978-10-08,6,26.317,BUF,@,NYJ,L 14-45,,,,,,,
75,1978,1978-10-15,7,26.324,BUF,@,HOU,L 10-17,,,,,,,
76,1978,1978-10-22,8,26.331,BUF,,CIN,W 5-0,,,,,,,
77,1978,1978-10-29,9,26.338,BUF,@,CLE,L 20-41,,,,,,,
78,1978,1978-11-05,10,26.345,BUF,,NWE,L 10-14,,,,,,,
79,1978,1978-11-12,11,26.352,BUF,,MIA,L 24-25,,,,,,,
80,1978,1978-11-19,12,26.359,BUF,@,TAM,L 10-31,,,,,,,
81,1978,1978-11-26,13,27.001,BUF,,NYG,W 41-17,,,,,,,
82,1978,1978-12-03,14,27.008,BUF,@,KAN,L 10-14,,,,,,,
83,1978,1978-12-10,15,27.015,BUF,@,NWE,L 24-26,,,,,,,
84,1978,1978-12-17,16,27.022,BUF,@,BAL,W 21-14,,,,,,,
