ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1979,1979-09-02,1,24.222,BAL,@,KAN,L 0-14
2,1979,1979-09-09,2,24.229,BAL,,TAM,L 26-29
3,1979,1979-09-16,3,24.236,BAL,@,CLE,L 10-13
4,1979,1979-09-23,4,24.243,BAL,@,PIT,L 13-17
5,1979,1979-09-30,5,24.250,BAL,,BUF,L 13-31
6,1979,1979-10-07,6,24.257,BAL,,NYJ,W 10-8
7,1979,1979-10-14,7,24.264,BAL,,HOU,L 16-28
8,1979,1979-10-21,8,24.271,BAL,@,BUF,W 14-13
9,1979,1979-10-28,9,24.278,BAL,,NWE,W 31-26
10,1979,1979-11-04,10,24.285,BAL,,CIN,W 38-28
11,1979,1979-11-11,11,24.292,BAL,@,MIA,L 0-19
12,1979,1979-11-18,12,24.299,BAL,@,NWE,L 21-50
13,1979,1979-11-25,13,24.306,BAL,,MIA,L 24-28
14,1979,1979-12-02,14,24.313,BAL,@,NYJ,L 17-30
15,1979,1979-12-09,15,24.320,BAL,,KAN,L 7-10
16,1979,1979-12-16,16,24.327,BAL,@,NYG,W 31-7
17,1980,1980-09-07,1,25.228,BAL,@,NYJ,W 17-14
18,1980,1980-09-14,2,25.235,BAL,,PIT,L 17-20
19,1980,1980-09-21,3,25.242,BAL,@,HOU,L 16-21
20,1980,1980-09-28,4,25.249,BAL,,NYJ,W 35-21
21,1980,1980-10-05,5,25.256,BAL,@,MIA,W 30-17
22,1980,1980-10-12,6,25.263,BAL,@,BUF,W 17-12
23,1980,1980-10-19,7,25.270,BAL,,NWE,L 21-37
24,1980,1980-10-26,8,25.277,BAL,,STL,L 10-17
25,1980,1980-11-02,9,25.284,BAL,@,KAN,W 31-24
26,1980,1980-11-09,10,25.291,BAL,,CLE,L 27-28
27,1980,1980-11-16,11,25.298,BAL,@,DET,W 10-9
28,1980,1980-11-23,12,25.305,BAL,@,NWE,L 21-47
29,1980,1980-11-30,13,25.312,BAL,,BUF,W 28-24
30,1980,1980-12-07,14,25.319,BAL,@,CIN,L 33-34
31,1980,1980-12-14,15,25.326,BAL,,MIA,L 14-24
32,1980,1980-12-21,16,25.333,BAL,,KAN,L 28-38
