ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1990,1990-09-09,1,23.131,BUF,,IND,W 26-10,,,,,,,,,,,
2,1990,1990-09-16,2,23.138,BUF,@,MIA,L 7-30,,,,,,,,,,,
3,1990,1990-09-24,3,23.146,BUF,@,NYJ,W 30-7,,,,,,,,,,,
4,1990,1990-09-30,4,23.152,BUF,,DEN,W 29-28,,,,,,,,,,,
5,1990,1990-10-07,5,23.159,BUF,,RAI,W 38-24,,,,,,,,,,,
6,1990,1990-10-21,6,23.173,BUF,,NYJ,W 30-27,,,,,,,,,,,
7,1990,1990-10-28,7,23.180,BUF,@,NWE,W 27-10,,,,,,,,,,,
8,1990,1990-11-04,8,23.187,BUF,@,CLE,W 42-0,,0,0,,0,0,0,0.5,0,0,0
9,1990,1990-11-11,9,23.194,BUF,,PHO,W 45-14,,,,,,,,,,,
10,1990,1990-11-18,10,23.201,BUF,,NWE,W 14-0,,,,,,,,,,,
11,1990,1990-11-26,11,23.209,BUF,@,HOU,L 24-27,,,,,,,,,,,
12,1990,1990-12-02,12,23.215,BUF,,PHI,W 30-23,,,,,,,,,,,
13,1990,1990-12-09,13,23.222,BUF,@,IND,W 31-7,,,,,,,,,,,
14,1990,1990-12-15,14,23.228,BUF,@,NYG,W 17-13,,,,,,,,,,,
15,1990,1990-12-23,15,23.236,BUF,,MIA,W 24-14,,,,,,,,,,,
16,1990,1990-12-30,16,23.243,BUF,@,WAS,L 14-29,,,,,,,,,,,
17,1991,1991-09-01,1,24.123,BUF,,MIA,W 35-31,,,,,,,,,,,
18,1991,1991-09-08,2,24.130,BUF,,PIT,W 52-34,,,,,,,,,,,
19,1991,1991-09-15,3,24.137,BUF,@,NYJ,W 23-20,,,,,,,,,,,
20,1991,1991-09-22,4,24.144,BUF,@,TAM,W 17-10,,,,,,,,,,,
21,1991,1991-09-29,5,24.151,BUF,,CHI,W 35-20,,,,,,,,,,,
22,1991,1991-10-07,6,24.159,BUF,@,KAN,L 6-33,,,,,,,,,,,
23,1991,1991-10-13,7,24.165,BUF,,IND,W 42-6,,,,,,,,,,,
24,1991,1991-10-21,8,24.173,BUF,,CIN,W 35-16,,,,,,,,,,,
25,1991,1991-11-03,9,24.186,BUF,,NWE,W 22-17,,,,,,,,,,,
26,1991,1991-11-10,10,24.193,BUF,@,GNB,W 34-24,,,,,,,,,,,
27,1991,1991-11-18,11,24.201,BUF,@,MIA,W 41-27,,,,,,,,,,,
28,1991,1991-11-24,12,24.207,BUF,@,NWE,L 13-16,,,,,,,,,,,
29,1991,1991-12-01,13,24.214,BUF,,NYJ,W 24-13,,,,,,,,,,,
30,1991,1991-12-08,14,24.221,BUF,@,RAI,W 30-27,,,,,,,,,,,
31,1991,1991-12-15,15,24.228,BUF,@,IND,W 35-7,,,,,,,,,,,
32,1991,1991-12-22,16,24.235,BUF,,DET,L 14-17,,,,,,,,,,,
33,1992,1992-09-06,1,25.128,BUF,,RAM,W 40-7,,,,,,,,,,,
34,1992,1992-09-13,2,25.135,BUF,@,SFO,W 34-31,,,,,,,,,,,
35,1992,1992-09-20,3,25.142,BUF,,IND,W 38-0,,0,0,,0,0,0,1.0,0,0,0
36,1992,1992-09-27,4,25.149,BUF,@,NWE,W 41-7,,,,,,,,,,,
37,1992,1992-10-04,5,25.156,BUF,,MIA,L 10-37,,,,,,,,,,,
38,1992,1992-10-11,6,25.163,BUF,@,RAI,L 3-20,,,,,,,,,,,
39,1992,1992-10-26,7,25.178,BUF,@,NYJ,W 24-20,,,,,,,,,,,
40,1992,1992-11-01,8,25.184,BUF,,NWE,W 16-7,,,,,,,,,,,
41,1992,1992-11-08,9,25.191,BUF,,PIT,W 28-20,,,,,,,,,,,
42,1992,1992-11-16,10,25.199,BUF,@,MIA,W 26-20,,0,0,,0,0,0,1.0,0,0,0
43,1992,1992-11-22,11,25.205,BUF,,ATL,W 41-14,,,,,,,,,,,
44,1992,1992-11-29,12,25.212,BUF,@,IND,L 13-16,,,,,,,,,,,
45,1992,1992-12-06,13,25.219,BUF,,NYJ,L 17-24,,,,,,,,,,,
46,1992,1992-12-12,14,25.225,BUF,,DEN,W 27-17,,,,,,,,,,,
47,1992,1992-12-20,15,25.233,BUF,@,NOR,W 20-16,,,,,,,,,,,
48,1992,1992-12-27,16,25.240,BUF,@,HOU,L 3-27,,,,,,,,,,,
49,1993,1993-09-05,1,26.127,BUF,,NWE,W 38-14,,,,,,,,,,,
50,1993,1993-09-12,2,26.134,BUF,@,DAL,W 13-10,,,,,,,,,,,
51,1993,1993-09-26,3,26.148,BUF,,MIA,L 13-22,,,,,,,,,,,
52,1993,1993-10-03,4,26.155,BUF,,NYG,W 17-14,,0,0,,0,0,0,0.0,1,0,0
53,1993,1993-10-11,5,26.163,BUF,,HOU,W 35-7,,0,0,,0,0,0,0.0,1,0,0
54,1993,1993-10-24,6,26.176,BUF,@,NYJ,W 19-10,,,,,,,,,,,
55,1993,1993-11-01,7,26.184,BUF,,WAS,W 24-10,,,,,,,,,,,
56,1993,1993-11-07,8,26.190,BUF,@,NWE,W 13-10,,,,,,,,,,,
57,1993,1993-11-15,9,26.198,BUF,@,PIT,L 0-23,,0,0,,0,0,0,1.0,0,0,0
58,1993,1993-11-21,10,26.204,BUF,,IND,W 23-9,,,,,,,,,,,
59,1993,1993-11-28,11,26.211,BUF,@,KAN,L 7-23,,,,,,,,,,,
60,1993,1993-12-05,12,26.218,BUF,,RAI,L 24-25,,,,,,,,,,,
61,1993,1993-12-12,13,26.225,BUF,@,PHI,W 10-7,,,,,,,,,,,
62,1993,1993-12-19,14,26.232,BUF,@,MIA,W 47-34,,,,,,,,,,,
63,1993,1993-12-26,15,26.239,BUF,,NYJ,W 16-14,,,,,,,,,,,
64,1993,1994-01-02,16,26.246,BUF,@,IND,W 30-10,,,,,,,,,,,
65,1994,1994-09-04,1,27.126,BUF,,NYJ,L 3-23,,,,,,,,,,,
66,1994,1994-09-11,2,27.133,BUF,@,NWE,W 38-35,,0,0,,0,0,0,0.0,1,0,0
67,1994,1994-09-18,3,27.140,BUF,@,HOU,W 15-7,,,,,,,,,,,
68,1994,1994-09-26,4,27.148,BUF,,DEN,W 27-20,,,,,,,,,,,
69,1994,1994-10-02,5,27.154,BUF,@,CHI,L 13-20,,,,,,,,,,,
70,1994,1994-10-09,6,27.161,BUF,,MIA,W 21-11,,,,,,,,,,,
71,1994,1994-10-16,7,27.168,BUF,,IND,L 17-27,,,,,,,,,,,
72,1994,1994-10-30,8,27.182,BUF,,KAN,W 44-10,,,,,,,,,,,
73,1994,1994-11-06,9,27.189,BUF,@,NYJ,L 17-22,,,,,,,,,,,
74,1994,1994-11-14,10,27.197,BUF,@,PIT,L 10-23,,,,,,,,,,,
75,1994,1994-11-20,11,27.203,BUF,,GNB,W 29-20,,,,,,,,,,,
76,1994,1994-11-24,12,27.207,BUF,@,DET,L 21-35,,,,,,,,,,,
77,1994,1994-12-04,13,27.217,BUF,@,MIA,W 42-31,,0,0,,0,0,0,0.0,1,8,0
78,1994,1994-12-11,14,27.224,BUF,,MIN,L 17-21,,,,,,,,,,,
79,1994,1994-12-18,15,27.231,BUF,,NWE,L 17-41,,,,,,,,,,,
80,1994,1994-12-24,16,27.237,BUF,@,IND,L 9-10,,,,,,,,,,,
81,1995,1995-09-03,1,28.125,WAS,,ARI,W 27-7,,0,0,,0,0,0,0.0,1,1,0
82,1995,1995-09-10,2,28.132,WAS,,OAK,L 8-20,,,,,,,,,,,
83,1995,1995-09-17,3,28.139,WAS,@,DEN,L 31-38,,,,,,,,,,,
84,1995,1995-09-24,4,28.146,WAS,@,TAM,L 6-14,,,,,,,,,,,
85,1995,1995-10-01,5,28.153,WAS,,DAL,W 27-23,,,,,,,,,,,
86,1995,1995-10-08,6,28.160,WAS,@,PHI,L 34-37,,,,,,,,,,,
87,1995,1995-10-15,7,28.167,WAS,@,ARI,L 20-24,,,,,,,,,,,
88,1995,1995-10-22,8,28.174,WAS,,DET,W 36-30,,,,,,,,,,,
89,1995,1995-10-29,9,28.181,WAS,,NYG,L 15-24,,,,,,,,,,,
90,1995,1995-11-05,10,28.188,WAS,@,KAN,L 3-24,,,,,,,,,,,
91,1995,1995-11-19,11,28.202,WAS,,SEA,L 20-27,,0,0,,0,0,0,0.0,1,6,0
92,1995,1995-11-26,12,28.209,WAS,,PHI,L 7-14,,,,,,,,,,,
93,1995,1995-12-03,13,28.216,WAS,@,DAL,W 24-17,,,,,,,,,,,
94,1995,1995-12-10,14,28.223,WAS,@,NYG,L 13-20,,0,0,,0,0,0,1.0,0,0,0
95,1995,1995-12-17,15,28.230,WAS,@,STL,W 35-23,,,,,,,,,,,
96,1995,1995-12-24,16,28.237,WAS,,CAR,W 20-17,,0,0,,0,0,0,1.0,0,0,0
97,1996,1996-09-01,1,29.123,WAS,,PHI,L 14-17,,,,,,,,,,,
98,1996,1996-09-08,2,29.130,WAS,,CHI,W 10-3,,,,,,,,,,,
99,1996,1996-09-15,3,29.137,WAS,@,NYG,W 31-10,,0,0,,0,0,0,0.0,1,23,0
100,1996,1996-09-22,4,29.144,WAS,@,STL,W 17-10,,0,0,,0,0,0,0.0,1,3,0
101,1996,1996-09-29,5,29.151,WAS,,NYJ,W 31-16,,,,,,,,,,,
102,1996,1996-10-13,6,29.165,WAS,@,NWE,W 27-22,,,,,,,,,,,
103,1996,1996-10-20,7,29.172,WAS,,NYG,W 31-21,,,,,,,,,,,
104,1996,1996-10-27,8,29.179,WAS,,IND,W 31-16,,,,,,,,,,,
105,1996,1996-11-03,9,29.186,WAS,@,BUF,L 13-38,,,,,,,,,,,
106,1996,1996-11-10,10,29.193,WAS,,ARI,L 34-37,,,,,,,,,,,
107,1996,1996-11-17,11,29.200,WAS,@,PHI,W 26-21,,,,,,,,,,,
108,1996,1996-11-24,12,29.207,WAS,,SFO,L 16-19,,,,,,,,,,,
109,1996,1996-11-28,13,29.211,WAS,@,DAL,L 10-21,,,,,,,,,,,
110,1996,1996-12-08,14,29.221,WAS,@,TAM,L 10-24,,,,,,,,,,,
111,1996,1996-12-15,15,29.228,WAS,@,ARI,L 26-27,,0,0,,0,0,0,1.0,0,0,0
112,1996,1996-12-22,16,29.235,WAS,,DAL,W 37-10,,0,0,,0,0,0,1.0,0,0,0
113,1997,1997-08-31,1,30.122,WAS,@,CAR,W 24-10,,0,0,,0,,,,,,
114,1997,1997-09-07,2,30.129,WAS,@,PIT,L 13-14,,0,0,,0,0,0,0.0,1,5,0
115,1997,1997-09-14,3,30.136,WAS,,ARI,W 19-13,,0,0,,0,,,,,,
116,1997,1997-09-28,4,30.150,WAS,,JAX,W 24-12,,0,0,,0,,,,,,
117,1997,1997-10-05,5,30.157,WAS,@,PHI,L 10-24,,0,0,,0,,,,,,
118,1997,1997-10-13,6,30.165,WAS,,DAL,W 21-16,,0,0,,0,0,0,1.0,0,0,0
119,1997,1997-10-19,7,30.171,WAS,@,TEN,L 14-28,,0,0,,0,0,0,0.5,0,0,0
120,1997,1997-10-26,8,30.178,WAS,,BAL,L 17-20,,0,0,,0,,,,,,
121,1997,1997-11-02,9,30.185,WAS,@,CHI,W 31-8,,1,10,10.00,0,0,0,0.0,0,0,0
122,1997,1997-11-09,10,30.192,WAS,,DET,W 30-7,,0,0,,0,,,,,,
123,1997,1997-11-16,11,30.199,WAS,@,DAL,L 14-17,,0,0,,0,0,0,1.0,0,0,0
124,1997,1997-11-23,12,30.206,WAS,,NYG,T 7-7,,0,0,,0,0,0,0.0,1,0,0
125,1997,1997-11-30,13,30.213,WAS,,STL,L 20-23,,0,0,,0,0,0,1.0,0,0,0
126,1997,1997-12-07,14,30.220,WAS,@,ARI,W 38-28,,0,0,,0,0,0,1.0,0,0,0
127,1997,1997-12-13,15,30.226,WAS,@,NYG,L 10-30,,0,0,,0,,,,,,
128,1997,1997-12-21,16,30.234,WAS,,PHI,W 35-32,,0,0,,0,,,,,,
129,1998,1998-09-06,1,31.128,WAS,@,NYG,L 24-31,,,,,,,,,,,
130,1998,1998-09-14,2,31.136,WAS,,SFO,L 10-45,,,,,,,,,,,
131,1998,1998-09-20,3,31.142,WAS,@,SEA,L 14-24,,,,,,,,,,,
132,1998,1998-09-27,4,31.149,WAS,,DEN,L 16-38,,,,,,,,,,,
133,1998,1998-10-04,5,31.156,WAS,,DAL,L 10-31,,,,,,,,,,,
134,1998,1998-10-11,6,31.163,WAS,@,PHI,L 12-17,,0,0,,0,0,0,1.0,0,0,0
135,1998,1998-10-18,7,31.170,WAS,@,MIN,L 7-41,,,,,,,,,,,
136,1998,1998-11-01,8,31.184,WAS,,NYG,W 21-14,,0,0,,0,0,0,1.0,0,0,0
137,1998,1998-11-08,9,31.191,WAS,@,ARI,L 27-29,,0,0,,0,0,0,1.0,0,0,0
138,1998,1998-11-15,10,31.198,WAS,,PHI,W 28-3,,,,,,,,,,,
139,1998,1998-11-22,11,31.205,WAS,,ARI,L 42-45,,,,,,,,,,,
140,1998,1998-11-29,12,31.212,WAS,@,OAK,W 29-19,,,,,,,,,,,
141,1998,1998-12-06,13,31.219,WAS,,SDG,W 24-20,,,,,,,,,,,
142,1998,1998-12-13,14,31.226,WAS,@,CAR,W 28-25,,,,,,,,,,,
143,1998,1998-12-19,15,31.232,WAS,,TAM,W 20-16,,,,,,,,,,,
144,1998,1998-12-27,16,31.240,WAS,@,DAL,L 7-23,,,,,,,,,,,
145,1999,1999-09-12,1,32.134,KAN,@,CHI,L 17-20,*,,,,,,,,,,
146,1999,1999-09-19,2,32.141,KAN,,DEN,W 26-10,*,,,,,,,,,,
