ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,2005,2005-10-24,7,22.220,ATL,,NYJ,W 27-14,,1.0
2,2005,2005-11-06,8,22.233,ATL,@,MIA,W 17-10,,
3,2005,2005-11-13,9,22.240,ATL,,GNB,L 25-33,,
4,2005,2005-11-20,10,22.247,ATL,,TAM,L 27-30,,
5,2005,2005-11-24,11,22.251,ATL,@,DET,W 27-7,,
6,2005,2005-12-04,12,22.261,ATL,@,CAR,L 6-24,,
7,2005,2005-12-12,13,22.269,ATL,,NOR,W 36-17,,1.0
8,2005,2005-12-18,14,22.275,ATL,@,CHI,L 3-16,,
9,2005,2005-12-24,15,22.281,ATL,@,TAM,L 24-27,,
10,2005,2006-01-01,16,22.289,ATL,,CAR,L 11-44,,
11,2006,2006-09-10,1,23.176,ATL,@,CAR,W 20-6,,1.0
12,2006,2006-09-17,2,23.183,ATL,,TAM,W 14-3,,
13,2006,2006-09-25,3,23.191,ATL,@,NOR,L 3-23,,
14,2006,2006-10-01,4,23.197,ATL,,ARI,W 32-10,,
15,2006,2006-10-15,5,23.211,ATL,,NYG,L 14-27,,
16,2006,2006-10-22,6,23.218,ATL,,PIT,W 41-38,,
17,2006,2006-10-29,7,23.225,ATL,@,CIN,W 29-27,,
18,2006,2006-11-05,8,23.232,ATL,@,DET,L 14-30,,
19,2006,2006-11-19,10,23.246,ATL,@,BAL,L 10-24,,
20,2006,2006-12-10,13,23.267,ATL,@,TAM,W 17-6,,
21,2006,2006-12-16,14,23.273,ATL,,DAL,L 28-38,,
22,2006,2006-12-24,15,23.281,ATL,,CAR,L 3-10,,
23,2006,2006-12-31,16,23.288,ATL,@,PHI,L 17-24,*,
