ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2002,2002-09-22,3,23.026,WAS,@,SFO,L 10-20,,1,2,2.00,0,2,2,19,9.50,0,100.0%,9.50,1,27,27.00,0,0,0,0.0,,
2,2002,2002-10-13,5,23.047,WAS,,NOR,L 27-43,,2,2,1.00,0,1,1,40,40.00,0,100.0%,40.00,7,160,22.86,0,0,0,0.0,,
3,2002,2002-10-20,6,23.054,WAS,@,GNB,L 9-30,,1,-2,-2.00,0,1,0,0,,0,0.0%,0.00,4,78,19.50,0,0,0,0.0,,
4,2002,2002-10-27,7,23.061,WAS,,IND,W 26-21,,2,5,2.50,0,2,0,0,,0,0.0%,0.00,3,101,33.67,0,0,0,0.0,,
5,2002,2002-11-03,8,23.068,WAS,@,SEA,W 14-3,,5,37,7.40,0,1,0,0,,0,0.0%,0.00,1,32,32.00,0,0,0,0.0,,
6,2002,2002-11-10,9,23.075,WAS,@,JAX,L 7-26,,0,0,,0,3,3,35,11.67,0,100.0%,11.67,4,93,23.25,0,0,0,0.0,,
7,2002,2002-11-17,10,23.082,WAS,@,NYG,L 17-19,,0,0,,0,0,0,0,,0,0.0%,,2,50,25.00,0,0,0,0.0,,
8,2002,2002-12-08,13,23.103,WAS,,NYG,L 21-27,,1,0,0.00,0,4,4,53,13.25,0,100.0%,13.25,3,83,27.67,0,0,0,0.0,,
9,2002,2002-12-15,14,23.110,WAS,@,PHI,L 21-34,,16,49,3.06,0,3,2,7,3.50,0,66.7%,2.33,1,19,19.00,0,0,0,0.0,,
10,2002,2002-12-22,15,23.117,WAS,,HOU,W 26-10,,20,116,5.80,1,0,0,0,,0,0.0%,,2,47,23.50,0,1,6,0.0,,
11,2002,2002-12-29,16,23.124,WAS,,DAL,W 20-14,,17,98,5.76,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
12,2003,2003-09-04,1,24.008,WAS,,NYJ,W 16-13,,18,77,4.28,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,0.0,,
13,2003,2003-09-14,2,24.018,WAS,@,ATL,W 33-31,,11,34,3.09,1,3,2,18,9.00,0,66.7%,6.00,1,16,16.00,0,1,6,0.0,,
14,2003,2003-09-21,3,24.025,WAS,,NYG,L 21-24,,8,39,4.88,0,4,3,57,19.00,0,75.0%,14.25,1,17,17.00,0,0,0,0.0,,
15,2003,2003-09-28,4,24.032,WAS,,NWE,W 20-17,,11,35,3.18,1,2,0,0,,0,0.0%,0.00,0,0,,0,1,6,0.0,,
16,2003,2003-10-05,5,24.039,WAS,@,PHI,L 25-27,,5,11,2.20,0,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,0,0.0,,
17,2003,2003-10-12,6,24.046,WAS,,TAM,L 13-35,,13,37,2.85,0,2,2,15,7.50,0,100.0%,7.50,1,26,26.00,0,0,0,0.0,,
18,2003,2003-10-19,7,24.053,WAS,@,BUF,L 7-24,*,8,11,1.38,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
19,2003,2003-11-30,12,24.095,WAS,,NOR,L 20-24,,2,8,4.00,0,6,4,46,11.50,0,66.7%,7.67,0,0,,0,0,0,0.0,,
20,2003,2003-12-07,13,24.102,WAS,@,NYG,W 20-7,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
21,2004,2004-09-12,1,25.016,WAS,,TAM,W 16-10,,5,17,3.40,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,,
22,2004,2004-09-19,2,25.023,WAS,@,NYG,L 14-20,,3,11,3.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
23,2004,2004-09-27,3,25.031,WAS,,DAL,L 18-21,,,,,,0,,,,,0.0%,,,,,,,,,,
24,2004,2004-10-03,4,25.037,WAS,@,CLE,L 13-17,,2,6,3.00,0,1,0,0,,0,0.0%,0.00,1,24,24.00,0,0,0,0.0,,
25,2004,2004-10-10,5,25.044,WAS,,BAL,L 10-17,,1,-1,-1.00,0,3,1,3,3.00,0,33.3%,1.00,0,0,,0,0,0,0.0,,
26,2004,2004-10-17,6,25.051,WAS,@,CHI,W 13-10,,6,30,5.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
27,2004,2004-10-31,7,25.065,WAS,,GNB,L 14-28,,0,0,,0,0,0,0,,0,0.0%,,2,57,28.50,0,0,0,0.0,,
28,2004,2004-11-07,8,25.072,WAS,@,DET,W 17-10,,5,19,3.80,0,3,1,3,3.00,0,33.3%,1.00,0,0,,0,0,0,0.0,,
29,2004,2004-11-14,9,25.079,WAS,,CIN,L 10-17,,0,0,,0,0,0,0,,0,0.0%,,1,18,18.00,0,0,0,0.0,,
30,2004,2004-11-21,10,25.086,WAS,@,PHI,L 6-28,,5,14,2.80,0,8,6,39,6.50,0,75.0%,4.88,4,98,24.50,0,0,0,0.0,,
31,2004,2004-11-28,11,25.093,WAS,@,PIT,L 7-16,,8,34,4.25,0,3,3,35,11.67,0,100.0%,11.67,5,74,14.80,0,0,0,0.0,,
