ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2001,2002-01-06,16,24.110,TAM,,PHI,L 13-17,,0,,,,,0.0%,,,
2,2002,2002-10-06,4,25.018,IND,,CIN,W 28-21,,1,,,,,0.0%,,,
3,2002,2002-10-13,5,25.025,IND,,BAL,W 22-20,,,,,,,0.0%,,,
4,2002,2002-10-21,6,25.033,IND,@,PIT,L 10-28,,1,1,15,15.00,0,100.0%,15.00,0,0
5,2002,2002-10-27,7,25.039,IND,@,WAS,L 21-26,,,,,,,0.0%,,,
6,2002,2002-11-03,8,25.046,IND,,TEN,L 15-23,,2,1,2,2.00,1,50.0%,1.00,1,6
7,2002,2002-11-10,9,25.053,IND,@,PHI,W 35-13,,,,,,,0.0%,,,
8,2002,2002-11-17,10,25.060,IND,,DAL,W 20-3,*,0,,,,,0.0%,,,
9,2002,2002-11-24,11,25.067,IND,@,DEN,W 23-20,,,,,,,0.0%,,,
10,2002,2002-12-01,12,25.074,IND,,HOU,W 19-3,,,,,,,0.0%,,,
11,2002,2002-12-15,14,25.088,IND,@,CLE,W 28-23,,,,,,,0.0%,,,
12,2002,2002-12-22,15,25.095,IND,,NYG,L 27-44,,,,,,,0.0%,,,
13,2002,2002-12-29,16,25.102,IND,,JAX,W 20-13,,,,,,,0.0%,,,
