ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1989,1989-10-01,4,25.261,CLE,,DEN,W 16-13,
2,1989,1989-10-08,5,25.268,CLE,@,MIA,L 10-13,
3,1989,1989-10-15,6,25.275,CLE,,PIT,L 7-17,
4,1989,1989-10-23,7,25.283,CLE,,CHI,W 27-7,
5,1989,1989-11-05,9,25.296,CLE,@,TAM,W 42-31,1.0
6,1989,1989-11-12,10,25.303,CLE,@,SEA,W 17-7,
7,1989,1989-11-19,11,25.310,CLE,,KAN,T 10-10,
8,1989,1989-11-23,12,25.314,CLE,@,DET,L 10-13,
9,1989,1989-12-03,13,25.324,CLE,,CIN,L 0-21,
10,1989,1989-12-10,14,25.331,CLE,@,IND,L 17-23,
11,1989,1989-12-17,15,25.338,CLE,,MIN,W 23-17,
12,1989,1989-12-23,16,25.344,CLE,@,HOU,W 24-20,
13,1990,1990-09-09,1,26.239,CLE,,PIT,W 13-3,
14,1990,1990-09-16,2,26.246,CLE,@,NYJ,L 21-24,
15,1990,1990-09-23,3,26.253,CLE,,SDG,L 14-24,
16,1990,1990-09-30,4,26.260,CLE,@,KAN,L 0-34,
17,1990,1990-10-08,5,26.268,CLE,@,DEN,W 30-29,
18,1990,1990-10-14,6,26.274,CLE,@,NOR,L 20-25,
19,1990,1990-10-22,7,26.282,CLE,,CIN,L 13-34,
20,1990,1990-10-28,8,26.288,CLE,@,SFO,L 17-20,
21,1990,1990-11-04,9,26.295,CLE,,BUF,L 0-42,
22,1990,1990-11-18,10,26.309,CLE,,HOU,L 23-35,
23,1990,1990-11-25,11,26.316,CLE,,MIA,L 13-30,
24,1990,1990-12-02,12,26.323,CLE,,RAM,L 23-38,
25,1991,1991-09-15,3,27.245,RAM,@,NOR,L 7-24,
26,1991,1991-09-22,4,27.252,RAM,@,SFO,L 10-27,
27,1991,1991-09-29,5,27.259,RAM,,GNB,W 23-21,
28,1991,1991-10-13,6,27.273,RAM,,SDG,W 30-24,
29,1991,1991-10-20,7,27.280,RAM,@,RAI,L 17-20,
30,1991,1991-10-27,8,27.287,RAM,@,ATL,L 14-31,
31,1991,1991-11-03,9,27.294,RAM,,NOR,L 17-24,
32,1991,1991-11-10,10,27.301,RAM,,KAN,L 20-27,
