ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2008,2008-09-28,4,24.221,GNB,@,TAM,L 21-30,,,,,,,,,,,
2,2008,2008-10-05,5,24.228,GNB,,ATL,L 24-27,,0,0,,0,0.0,1,0,0,0,0
3,2008,2008-10-12,6,24.235,GNB,@,SEA,W 27-17,,,,,,,,,,,
4,2008,2008-10-19,7,24.242,GNB,,IND,W 34-14,,,,,,,,,,,
5,2008,2008-11-24,11,24.278,GNB,@,NOR,L 29-51,,,,,,,,,,,
6,2010,2010-09-12,1,26.204,GNB,@,PHI,W 27-20,,,,,,,,,,,
7,2010,2010-09-19,2,26.211,GNB,,BUF,W 34-7,,,,,,,,,,,
8,2010,2010-10-03,4,26.225,GNB,,DET,W 28-26,,,,,,,,,,,
9,2010,2010-10-10,5,26.232,GNB,@,WAS,L 13-16,*,2,33,16.50,0,0.0,3,1,0,0,0
10,2010,2010-10-17,6,26.239,GNB,,MIA,L 20-23,,4,81,20.25,0,0.0,0,0,0,0,0
11,2010,2010-10-24,7,26.246,GNB,,MIN,W 28-24,,5,104,20.80,0,0.0,0,0,0,0,0
12,2010,2010-10-31,8,26.253,GNB,@,NYJ,W 9-0,,0,0,,0,0.0,0,0,0,0,0
13,2010,2010-11-21,10,26.274,GNB,@,MIN,W 31-3,,0,0,,0,0.0,0,0,0,0,0
14,2010,2010-11-28,11,26.281,GNB,@,ATL,L 17-20,,0,0,,0,0.0,0,1,0,0,0
15,2010,2010-12-26,15,26.309,GNB,,NYG,W 45-17,,,,,,,,,,,
16,2010,2011-01-02,16,26.316,GNB,,CHI,W 10-3,,2,47,23.50,0,0.0,0,0,0,0,0
17,2011,2011-09-08,1,27.200,GNB,,NOR,W 42-34,,,,,,,,,,,
18,2011,2011-09-18,2,27.210,GNB,@,CAR,W 30-23,,0,0,,0,0.0,0,1,0,0,0
19,2011,2011-09-25,3,27.217,GNB,@,CHI,W 27-17,,,,,,,,,,,
20,2011,2011-10-02,4,27.224,GNB,,DEN,W 49-23,,0,0,,0,0.0,0,0,0,0,0
21,2011,2011-10-09,5,27.231,GNB,@,ATL,W 25-14,,,,,,,,,,,
22,2011,2011-10-16,6,27.238,GNB,,STL,W 24-3,,,,,,,,,,,
23,2011,2011-10-23,7,27.245,GNB,@,MIN,W 33-27,,0,0,,0,0.0,0,0,0,0,0
24,2011,2011-11-06,8,27.259,GNB,@,SDG,W 45-38,,,,,,,,,,,
25,2011,2011-11-14,9,27.267,GNB,,MIN,W 45-7,,0,0,,0,0.0,0,0,0,0,0
26,2011,2011-11-20,10,27.273,GNB,,TAM,W 35-26,,0,0,,0,0.0,0,1,0,0,0
27,2011,2011-11-24,11,27.277,GNB,@,DET,W 27-15,,,,,,,,,,,
28,2011,2011-12-04,12,27.287,GNB,@,NYG,W 38-35,,,,,,,,,,,
29,2011,2011-12-11,13,27.294,GNB,,OAK,W 46-16,,,,,,,,,,,
30,2011,2011-12-18,14,27.301,GNB,@,KAN,L 14-19,,0,0,,0,0.0,0,0,0,0,0
31,2011,2011-12-25,15,27.308,GNB,,CHI,W 35-21,,0,0,,0,0.0,0,0,0,0,0
32,2011,2012-01-01,16,27.315,GNB,,DET,W 45-41,,1,-1,-1.00,0,0.0,1,0,0,0,0
33,2012,2012-09-10,1,28.203,OAK,,SDG,L 14-22,,0,0,,0,0.0,1,1,0,0,0
34,2012,2012-09-16,2,28.209,OAK,@,MIA,L 13-35,*,0,0,,0,0.0,2,0,0,0,0
35,2012,2012-09-23,3,28.216,OAK,,PIT,W 34-31,*,0,0,,0,0.0,3,1,0,0,0
36,2012,2012-09-30,4,28.223,OAK,@,DEN,L 6-37,*,0,0,,0,0.0,5,0,0,0,0
37,2012,2012-10-14,5,28.237,OAK,@,ATL,L 20-23,*,0,0,,0,0.0,2,0,0,0,0
38,2012,2012-10-21,6,28.244,OAK,,JAX,W 26-23,*,0,0,,0,0.0,3,1,0,0,0
39,2012,2012-10-28,7,28.251,OAK,@,KAN,W 26-16,*,0,0,,0,0.0,4,0,1,4,0
40,2012,2012-11-04,8,28.258,OAK,,TAM,L 32-42,*,0,0,,0,0.0,4,0,0,0,0
41,2012,2012-11-18,10,28.272,DET,,GNB,L 20-24,,,,,,,,,,,
42,2012,2012-11-22,11,28.276,DET,,HOU,L 31-34,,,,,,,,,,,
43,2012,2012-12-02,12,28.286,DET,,IND,L 33-35,,,,,,,,,,,
44,2012,2012-12-09,13,28.293,DET,@,GNB,L 20-27,,0,0,,0,0.0,1,0,0,0,0
45,2012,2012-12-16,14,28.300,DET,@,ARI,L 10-38,,0,0,,0,0.0,0,0,0,0,0
46,2012,2012-12-22,15,28.306,DET,,ATL,L 18-31,,,,,,,,,,,
47,2012,2012-12-30,16,28.314,DET,,CHI,L 24-26,,0,0,,0,0.0,1,2,0,0,0
