ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
62,1990,1990-10-28,7,27.280,IND,,MIA,L 7-27,,1,15,15.00,0,,,0,0,,0,0,0
63,1990,1990-11-05,8,27.288,IND,,NYG,L 7-24,,5,27,5.40,0,,,0,0,,0,0,0
64,1990,1990-11-11,9,27.294,IND,@,NWE,W 13-10,,2,47,23.50,0,,,1,6,6.00,0,0,0
65,1990,1990-11-18,10,27.301,IND,,NYJ,W 17-14,,2,63,31.50,1,,,0,0,,0,1,6
66,1990,1990-11-25,11,27.308,IND,@,CIN,W 34-20,,4,75,18.75,1,,,2,5,2.50,0,1,6
67,1990,1990-12-02,12,27.315,IND,@,PHO,L 17-20,,4,89,22.25,1,,,0,0,,0,1,6
68,1990,1990-12-09,13,27.322,IND,,BUF,L 7-31,,3,28,9.33,0,,,0,0,,0,0,0
69,1990,1990-12-16,14,27.329,IND,@,NYJ,W 29-21,,4,33,8.25,0,,,0,0,,0,0,0
70,1990,1990-12-22,15,27.335,IND,,WAS,W 35-28,,3,43,14.33,0,,,0,0,,0,0,0
71,1990,1990-12-30,16,27.343,IND,@,MIA,L 17-23,,3,97,32.33,1,,,0,0,,0,1,6
72,1991,1991-09-01,1,28.223,IND,,NWE,L 7-16,,2,23,11.50,0,,,0,0,,0,0,0
73,1991,1991-09-08,2,28.230,IND,@,MIA,L 6-17,,2,12,6.00,0,,,0,0,,0,0,0
74,1991,1991-09-15,3,28.237,IND,@,RAI,L 0-16,,2,26,13.00,0,,,0,0,,0,0,0
75,1991,1991-09-22,4,28.244,IND,,DET,L 24-33,,3,37,12.33,1,,,0,0,,0,1,6
76,1991,1991-09-29,5,28.251,IND,@,SEA,L 3-31,,3,30,10.00,0,,,0,0,,0,0,0
77,1991,1991-10-06,6,28.258,IND,,PIT,L 3-21,,4,45,11.25,0,,,0,0,,0,0,0
78,1991,1991-10-13,7,28.265,IND,@,BUF,L 6-42,,5,59,11.80,0,,,0,0,,0,0,0
79,1991,1991-10-20,8,28.272,IND,,NYJ,L 6-17,,2,17,8.50,0,,,0,0,,0,0,0
80,1991,1991-11-03,9,28.286,IND,,MIA,L 6-10,,7,90,12.86,0,,,0,0,,0,0,0
81,1991,1991-11-10,10,28.293,IND,@,NYJ,W 28-27,,5,100,20.00,2,,,0,0,,0,2,12
82,1991,1991-11-17,11,28.300,IND,,CHI,L 17-31,,4,32,8.00,1,,,0,0,,0,1,6
83,1991,1991-11-24,12,28.307,IND,@,GNB,L 10-14,,5,66,13.20,0,,,0,0,,0,0,0
84,1991,1991-12-01,13,28.314,IND,,CLE,L 0-31,,4,66,16.50,0,,,0,0,,0,0,0
85,1991,1991-12-08,14,28.321,IND,@,NWE,L 17-23,,4,31,7.75,1,,,0,0,,0,1,6
86,1991,1991-12-15,15,28.328,IND,,BUF,L 7-35,,5,77,15.40,0,,,0,0,,0,0,0
87,1991,1991-12-22,16,28.335,IND,@,TAM,L 3-17,,3,42,14.00,0,,,0,0,,0,0,0
88,1992,1992-09-06,1,29.229,IND,,CLE,W 14-3,7,4,55,13.75,0,57.1%,7.86,0,0,,0,0,0
89,1992,1992-09-13,2,29.236,IND,,HOU,L 10-20,4,2,16,8.00,0,50.0%,4.00,0,0,,0,0,0
90,1992,1992-09-20,3,29.243,IND,@,BUF,L 0-38,9,3,42,14.00,0,33.3%,4.67,0,0,,0,0,0
91,1992,1992-10-04,4,29.257,IND,@,TAM,W 24-14,8,3,82,27.33,1,37.5%,10.25,0,0,,0,1,6
92,1992,1992-10-11,5,29.264,IND,,NYJ,W 6-3,13,3,36,12.00,0,23.1%,2.77,0,0,,0,0,0
93,1992,1992-10-18,6,29.271,IND,,SDG,L 14-34,9,8,105,13.13,0,88.9%,11.67,0,0,,0,0,0
94,1992,1992-10-25,7,29.278,IND,@,MIA,W 31-20,7,3,37,12.33,0,42.9%,5.29,0,0,,0,0,0
95,1992,1992-11-01,8,29.285,IND,@,SDG,L 0-26,6,3,34,11.33,0,50.0%,5.67,0,0,,0,0,0
96,1992,1992-11-08,9,29.292,IND,,MIA,L 0-28,7,1,12,12.00,0,14.3%,1.71,0,0,,0,0,0
97,1992,1992-11-15,10,29.299,IND,,NWE,L 34-37,5,1,11,11.00,0,20.0%,2.20,0,0,,0,0,0
98,1992,1992-11-22,11,29.306,IND,@,PIT,L 14-30,6,2,88,44.00,0,33.3%,14.67,0,0,,0,0,0
99,1992,1992-11-29,12,29.313,IND,,BUF,W 16-13,11,6,80,13.33,0,54.5%,7.27,0,0,,0,0,0
100,1992,1992-12-06,13,29.320,IND,@,NWE,W 6-0,5,1,13,13.00,0,20.0%,2.60,0,0,,0,0,0
101,1992,1992-12-13,14,29.327,IND,@,NYJ,W 10-6,6,2,27,13.50,0,33.3%,4.50,0,0,,0,0,0
102,1992,1992-12-20,15,29.334,IND,,PHO,W 16-13,15,8,97,12.13,0,53.3%,6.47,0,0,,0,0,0
103,1992,1992-12-27,16,29.341,IND,@,CIN,W 21-17,4,2,57,28.50,0,50.0%,14.25,0,0,,0,0,0
104,1993,1993-09-05,1,30.227,IND,,MIA,L 20-24,5,2,22,11.00,0,40.0%,4.40,0,0,,0,0,0
105,1993,1993-09-12,2,30.234,IND,@,CIN,W 9-6,9,4,59,14.75,0,44.4%,6.56,0,0,,0,0,0
106,1993,1993-09-26,3,30.248,IND,,CLE,W 23-10,12,7,110,15.71,0,58.3%,9.17,0,0,,0,0,0
107,1993,1993-10-03,4,30.255,IND,@,DEN,L 13-35,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0
108,1993,1993-10-10,5,30.262,IND,,DAL,L 3-27,8,5,34,6.80,0,62.5%,4.25,0,0,,0,0,0
109,1993,1993-10-24,6,30.276,IND,@,MIA,L 27-41,6,3,28,9.33,0,50.0%,4.67,0,0,,0,0,0
110,1993,1993-10-31,7,30.283,IND,,NWE,W 9-6,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0
111,1993,1993-11-07,8,30.290,IND,@,WAS,L 24-30,11,6,53,8.83,0,54.5%,4.82,0,0,,0,0,0
112,1993,1993-11-14,9,30.297,IND,,NYJ,L 17-31,5,1,11,11.00,0,20.0%,2.20,0,0,,0,0,0
113,1993,1993-11-21,10,30.304,IND,@,BUF,L 9-23,14,7,97,13.86,0,50.0%,6.93,0,0,,0,0,0
114,1993,1993-11-29,11,30.312,IND,,SDG,L 0-31,15,8,95,11.88,0,53.3%,6.33,0,0,,0,0,0
115,1993,1993-12-05,12,30.318,IND,@,NYJ,W 9-6,5,3,36,12.00,0,60.0%,7.20,0,0,,0,0,0
116,1993,1993-12-12,13,30.325,IND,@,NYG,L 6-20,9,2,75,37.50,0,22.2%,8.33,0,0,,0,0,0
117,1993,1993-12-19,14,30.332,IND,,PHI,L 10-20,8,4,66,16.50,0,50.0%,8.25,0,0,,0,0,0
118,1993,1993-12-26,15,30.339,IND,@,NWE,L 0-38,9,4,44,11.00,0,44.4%,4.89,0,0,,0,0,0
119,1993,1994-01-02,16,30.346,IND,,BUF,L 10-30,8,5,81,16.20,1,62.5%,10.13,0,0,,0,1,6
120,1994,1994-09-04,1,31.226,RAM,,ARI,W 14-12,3,2,27,13.50,0,66.7%,9.00,0,0,,0,0,0
121,1994,1994-09-11,2,31.233,RAM,@,ATL,L 13-31,5,1,6,6.00,0,20.0%,1.20,0,0,,0,0,0
122,1994,1994-09-18,3,31.240,RAM,,SFO,L 19-34,5,4,58,14.50,0,80.0%,11.60,0,0,,0,0,0
123,1994,1994-09-25,4,31.247,RAM,@,KAN,W 16-0,5,3,52,17.33,0,60.0%,10.40,0,0,,0,0,0
124,1994,1994-10-02,5,31.254,RAM,,ATL,L 5-8,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0
125,1994,1994-10-09,6,31.261,RAM,@,GNB,L 17-24,3,3,22,7.33,0,100.0%,7.33,0,0,,0,0,0
126,1994,1994-10-16,7,31.268,RAM,,NYG,W 17-10,2,1,12,12.00,0,50.0%,6.00,1,4,4.00,0,0,0
127,1994,1994-10-23,8,31.275,RAM,@,NOR,L 34-37,6,1,11,11.00,0,16.7%,1.83,0,0,,0,0,0
128,1994,1994-11-06,9,31.289,RAM,,DEN,W 27-21,3,2,20,10.00,0,66.7%,6.67,1,24,24.00,0,0,0
129,1994,1994-11-13,10,31.296,RAM,,RAI,L 17-20,4,3,54,18.00,0,75.0%,13.50,0,0,,0,0,0
130,1994,1994-11-20,11,31.303,RAM,@,SFO,L 27-31,9,3,50,16.67,1,33.3%,5.56,0,0,,0,1,6
131,1994,1994-11-27,12,31.310,RAM,@,SDG,L 17-31,11,4,85,21.25,1,36.4%,7.73,0,0,,0,1,6
132,1994,1994-12-04,13,31.317,RAM,,NOR,L 15-31,2,2,25,12.50,0,100.0%,12.50,0,0,,0,0,0
133,1994,1994-12-11,14,31.324,RAM,@,TAM,L 14-24,8,6,82,13.67,1,75.0%,10.25,0,0,,0,1,6
134,1994,1994-12-18,15,31.331,RAM,@,CHI,L 13-27,6,3,58,19.33,0,50.0%,9.67,0,0,,0,0,0
135,1994,1994-12-24,16,31.337,RAM,,WAS,L 21-24,7,5,66,13.20,0,71.4%,9.43,0,0,,0,0,0
136,1995,1995-09-03,1,32.225,STL,@,GNB,W 17-14,3,3,26,8.67,0,100.0%,8.67,0,0,,0,0,0
137,1995,1995-09-10,2,32.232,STL,,NOR,W 17-13,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0
138,1995,1995-09-17,3,32.239,STL,@,CAR,W 31-10,4,3,54,18.00,1,75.0%,13.50,0,0,,0,1,6
139,1995,1995-09-24,4,32.246,STL,,CHI,W 34-28,3,1,16,16.00,0,33.3%,5.33,0,0,,0,0,0
140,1995,1995-10-01,5,32.253,STL,@,IND,L 18-21,6,1,20,20.00,0,16.7%,3.33,0,0,,0,0,0
141,1995,1995-10-12,6,32.264,STL,,ATL,W 21-19,5,3,39,13.00,0,60.0%,7.80,0,0,,0,0,0
142,1995,1995-10-22,7,32.274,STL,,SFO,L 10-44,10,3,59,19.67,1,30.0%,5.90,0,0,,0,1,6
143,1995,1995-10-29,8,32.281,STL,@,PHI,L 9-20,7,7,69,9.86,0,100.0%,9.86,0,0,,0,0,0
144,1995,1995-11-05,9,32.288,STL,@,NOR,L 10-19,1,0,0,,0,0.0%,0.00,,,,,,
145,1995,1995-11-12,10,32.295,STL,,CAR,W 28-17,3,0,0,,0,0.0%,0.00,,,,,,
146,1995,1995-11-19,11,32.302,STL,@,ATL,L 6-31,7,5,70,14.00,0,71.4%,10.00,0,0,,0,0,0
147,1995,1995-12-10,14,32.323,STL,,BUF,L 27-45,4,3,31,10.33,1,75.0%,7.75,0,0,,0,1,6
