ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2002,2002-11-10,9,24.313,CIN,@,BAL,L 27-38,
2,2002,2002-11-17,10,24.320,CIN,,CLE,L 20-27,
3,2002,2002-11-24,11,24.327,CIN,@,PIT,L 21-29,
4,2002,2002-12-01,12,24.334,CIN,,BAL,L 23-27,
5,2002,2002-12-08,13,24.341,CIN,@,CAR,L 31-52,
6,2002,2002-12-15,14,24.348,CIN,,JAX,L 15-29,
7,2002,2002-12-22,15,24.355,CIN,,NOR,W 20-13,
8,2002,2002-12-29,16,24.362,CIN,@,BUF,L 9-27,
9,2003,2003-09-07,1,25.249,CIN,,DEN,L 10-30,
10,2003,2003-09-14,2,25.256,CIN,@,OAK,L 20-23,
11,2003,2003-09-21,3,25.263,CIN,,PIT,L 10-17,
12,2003,2003-09-28,4,25.270,CIN,@,CLE,W 21-14,
