ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1987,1987-09-13,1,22.237,TAM,,ATL,W 48-10,,,,,,
2,1987,1987-09-20,2,22.244,TAM,@,CHI,L 3-20,,,,,,
3,1987,1987-10-25,6,22.279,TAM,,CHI,L 26-27,,,,,,
4,1987,1987-11-01,7,22.286,TAM,@,GNB,W 23-17,,,,,,
5,1987,1987-11-08,8,22.293,TAM,@,STL,L 28-31,,,,,,
6,1987,1987-11-15,9,22.300,TAM,@,MIN,L 17-23,,,,,,
7,1987,1987-11-22,10,22.307,TAM,,SFO,L 10-24,,,,,,
8,1987,1987-11-29,11,22.314,TAM,@,RAM,L 3-35,,,,,,
9,1987,1987-12-06,12,22.321,TAM,@,NOR,L 34-44,,,,,,
10,1987,1987-12-13,13,22.328,TAM,,DET,L 10-20,,,,,,
11,1987,1987-12-20,14,22.335,TAM,,STL,L 14-31,,,,,,
12,1987,1987-12-27,15,22.342,TAM,@,IND,L 6-24,,,,,,
13,1988,1988-09-04,1,23.229,TAM,,PHI,L 14-41,,,,,,
14,1988,1988-09-11,2,23.236,TAM,@,GNB,W 13-10,,,,,,
15,1988,1988-09-18,3,23.243,TAM,,PHO,L 24-30,,,,,,
16,1988,1988-09-25,4,23.250,TAM,@,NOR,L 9-13,0,0,0.0,1,7,0
17,1988,1988-10-02,5,23.257,TAM,,GNB,W 27-24,,,,,,
18,1988,1988-10-09,6,23.264,TAM,@,MIN,L 13-14,,,,,,
19,1988,1988-10-16,7,23.271,TAM,@,IND,L 31-35,0,0,0.0,1,0,0
20,1988,1988-10-23,8,23.278,TAM,,MIN,L 20-49,,,,,,
21,1988,1988-10-30,9,23.285,TAM,,MIA,L 14-17,,,,,,
22,1988,1988-11-06,10,23.292,TAM,@,CHI,L 10-28,,,,,,
23,1988,1988-11-13,11,23.299,TAM,@,DET,W 23-20,,,,,,
24,1988,1988-11-20,12,23.306,TAM,,CHI,L 15-27,,,,,,
25,1988,1988-11-27,13,23.313,TAM,@,ATL,L 10-17,,,,,,
26,1988,1988-12-04,14,23.320,TAM,,BUF,W 10-5,0,0,0.0,1,0,0
27,1988,1988-12-11,15,23.327,TAM,@,NWE,L 7-10,0,0,0.0,1,0,0
28,1988,1988-12-18,16,23.334,TAM,,DET,W 21-10,,,,,,
29,1989,1989-09-10,1,24.234,TAM,@,GNB,W 23-21,,,,,,
30,1989,1989-09-17,2,24.241,TAM,,SFO,L 16-20,0,0,0.0,2,6,0
31,1989,1989-09-24,3,24.248,TAM,,NOR,W 20-10,,,,,,
32,1989,1989-10-01,4,24.255,TAM,@,MIN,L 3-17,,,,,,
33,1989,1989-10-08,5,24.262,TAM,,CHI,W 42-35,,,,,,
34,1989,1989-10-15,6,24.269,TAM,,DET,L 16-17,1,6,0.0,1,68,1
35,1989,1989-10-22,7,24.276,TAM,@,WAS,L 28-32,,,,,,
36,1989,1989-10-29,8,24.283,TAM,@,CIN,L 23-56,,,,,,
37,1989,1989-11-05,9,24.290,TAM,,CLE,L 31-42,,,,,,
38,1989,1989-11-12,10,24.297,TAM,,MIN,L 10-24,,,,,,
39,1989,1989-11-19,11,24.304,TAM,@,CHI,W 32-31,,,,,,
40,1989,1989-11-26,12,24.311,TAM,@,PHO,W 14-13,,,,,,
41,1989,1989-12-03,13,24.318,TAM,,GNB,L 16-17,0,0,0.0,1,8,0
42,1989,1989-12-10,14,24.325,TAM,@,HOU,L 17-20,,,,,,
43,1989,1989-12-17,15,24.332,TAM,@,DET,L 7-33,,,,,,
44,1989,1989-12-24,16,24.339,TAM,,PIT,L 22-31,0,0,0.0,1,5,0
45,1990,1990-09-16,2,25.240,TAM,,RAM,L 14-35,,,,,,
46,1990,1990-09-23,3,25.247,TAM,,DET,W 23-20,,,,,,
47,1990,1990-09-30,4,25.254,TAM,@,MIN,W 23-20,,,,,,
48,1990,1990-10-07,5,25.261,TAM,@,DAL,L 10-14,,,,,,
49,1990,1990-10-14,6,25.268,TAM,,GNB,W 26-14,,,,,,
50,1990,1990-10-21,7,25.275,TAM,,DAL,L 13-17,0,0,0.0,1,0,0
51,1990,1990-10-28,8,25.282,TAM,@,SDG,L 10-41,,,,,,
52,1990,1990-11-04,9,25.289,TAM,,CHI,L 6-26,,,,,,
53,1990,1990-11-11,10,25.296,TAM,@,NOR,L 7-35,,,,,,
54,1990,1990-11-18,11,25.303,TAM,@,SFO,L 7-31,,,,,,
55,1990,1990-11-25,12,25.310,TAM,@,GNB,L 10-20,,,,,,
56,1990,1990-12-02,13,25.317,TAM,,ATL,W 23-17,0,0,0.0,1,24,0
57,1990,1990-12-16,14,25.331,TAM,,MIN,W 26-13,,,,,,
58,1990,1990-12-23,15,25.338,TAM,@,CHI,L 14-27,0,0,0.0,1,46,0
59,1990,1990-12-30,16,25.345,TAM,,NYJ,L 14-16,,,,,,
60,1991,1991-09-01,1,26.225,TAM,@,NYJ,L 13-16,,,,,,
61,1991,1991-09-08,2,26.232,TAM,,CHI,L 20-21,,,,,,
62,1991,1991-09-15,3,26.239,TAM,@,GNB,L 13-15,,,,,,
63,1991,1991-09-22,4,26.246,TAM,,BUF,L 10-17,,,,,,
64,1991,1991-09-29,5,26.253,TAM,@,DET,L 3-31,0,0,0.0,1,7,0
65,1991,1991-10-06,6,26.260,TAM,,PHI,W 14-13,,,,,,
66,1991,1991-10-20,7,26.274,TAM,@,NOR,L 7-23,,,,,,
67,1991,1991-10-27,8,26.281,TAM,,GNB,L 0-27,0,0,0.0,1,0,0
68,1991,1991-11-03,9,26.288,TAM,@,MIN,L 13-28,0,0,1.0,0,0,0
69,1991,1991-11-10,10,26.295,TAM,,DET,W 30-21,,,,,,
70,1991,1991-11-17,11,26.302,TAM,@,ATL,L 7-43,,,,,,
71,1991,1991-11-24,12,26.309,TAM,,NYG,L 14-21,,,,,,
72,1991,1991-12-01,13,26.316,TAM,@,MIA,L 14-33,,,,,,
73,1991,1991-12-08,14,26.323,TAM,,MIN,L 24-26,,,,,,
74,1991,1991-12-14,15,26.329,TAM,@,CHI,L 0-27,,,,,,
75,1991,1991-12-22,16,26.337,TAM,,IND,W 17-3,,,,,,
76,1992,1992-09-06,1,27.231,TAM,,PHO,W 23-7,,,,,,
77,1992,1992-09-13,2,27.238,TAM,,GNB,W 31-3,0,0,0.0,1,0,0
78,1992,1992-09-20,3,27.245,TAM,@,MIN,L 20-26,,,,,,
