ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1962,1962-12-16,14,22.163,PIT,@,WAS,W 27-24,0,0,,0,3,7,2.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
2,1963,1963-09-15,1,23.071,PIT,@,PHI,T 21-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,22,22.00,0,0,0
3,1963,1963-10-05,4,23.091,PIT,@,CLE,L 23-35,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,22,22.00,0,0,0
4,1963,1963-10-13,5,23.099,PIT,@,STL,L 23-24,1,33,33.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,0,0.00,0,0,0
5,1963,1963-10-20,6,23.106,PIT,,WAS,W 38-27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,4,95,23.75,0,0,0
6,1963,1963-10-27,7,23.113,PIT,,DAL,W 27-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,19,19.00,0,0,0
7,1963,1963-11-03,8,23.120,PIT,@,GNB,L 14-33,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,130,65.00,0,0,0
8,1963,1963-11-10,9,23.127,PIT,,CLE,W 9-7,2,20,10.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,24,24.00,0,1,6
9,1963,1963-11-17,10,23.134,PIT,@,WAS,W 34-28,8,161,20.13,1,0,0,,0,0,0,,0,0,0,,0,0,,,4,159,39.75,1,2,12
10,1963,1963-11-24,11,23.141,PIT,,CHI,T 17-17,1,14,14.00,0,4,17,4.25,0,0,0,,0,0,0,,0,0,,,1,24,24.00,0,0,0
11,1963,1963-12-01,12,23.148,PIT,,PHI,T 20-20,7,128,18.29,2,0,0,,0,0,0,,0,0,0,,0,0,,,3,104,34.67,0,2,12
12,1963,1963-12-08,13,23.155,PIT,@,DAL,W 24-19,1,32,32.00,0,2,24,12.00,0,0,0,,0,0,0,,0,0,,,1,28,28.00,0,0,0
13,1963,1963-12-15,14,23.162,PIT,@,NYG,L 17-33,6,104,17.33,1,2,18,9.00,0,0,0,,0,0,0,,0,0,,,2,71,35.50,0,1,6
14,1964,1964-09-13,1,24.069,PIT,,RAM,L 14-26,3,72,24.00,1,0,0,,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,3,67,22.33,0,1,6
15,1964,1964-09-20,2,24.076,PIT,,NYG,W 27-24,1,40,40.00,0,3,13,4.33,0,0,0,,0,0,0,,0,0,,,3,89,29.67,0,0,0
16,1964,1964-09-27,3,24.083,PIT,,DAL,W 23-17,5,135,27.00,1,5,26,5.20,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
17,1964,1964-10-04,4,24.090,PIT,@,PHI,L 7-21,6,78,13.00,0,1,0,0.00,0,0,0,,0,0,0,,0,0,,,1,13,13.00,0,0,0
18,1964,1964-10-10,5,24.096,PIT,@,CLE,W 23-7,4,48,12.00,0,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,2,35,17.50,0,0,0
19,1964,1964-10-25,7,24.111,PIT,,PHI,L 10-34,4,73,18.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
20,1964,1964-11-01,8,24.118,PIT,,CLE,L 17-30,2,31,15.50,0,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
21,1964,1964-11-08,9,24.125,PIT,@,STL,L 30-34,6,125,20.83,2,0,0,,0,0,0,,0,0,0,,0,0,,,2,107,53.50,0,2,12
22,1964,1964-11-15,10,24.132,PIT,,WAS,L 0-30,4,63,15.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,49,24.50,0,0,0
23,1964,1964-11-22,11,24.139,PIT,@,NYG,W 44-17,5,117,23.40,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
24,1964,1964-11-29,12,24.146,PIT,,STL,L 20-21,4,38,9.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
25,1964,1964-12-06,13,24.153,PIT,@,WAS,W 14-7,1,47,47.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
26,1964,1964-12-13,14,24.160,PIT,@,DAL,L 14-17,2,68,34.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,26,26.00,0,1,6
27,1965,1965-09-19,1,25.075,PIT,,GNB,L 9-41,1,32,32.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
28,1965,1965-09-26,2,25.082,PIT,@,SFO,L 17-27,3,55,18.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,4,69,17.25,0,0,0
29,1965,1965-10-03,3,25.089,PIT,,NYG,L 13-23,3,74,24.67,0,5,28,5.60,0,0,0,,0,0,0,,0,0,,,1,23,23.00,0,0,0
30,1965,1965-10-09,4,25.095,PIT,@,CLE,L 19-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,58,19.33,0,0,0
31,1965,1965-10-17,5,25.103,PIT,,STL,L 7-20,2,33,16.50,0,2,9,4.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
32,1965,1965-10-24,6,25.110,PIT,@,PHI,W 20-14,2,27,13.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
33,1965,1965-10-31,7,25.117,PIT,,DAL,W 22-13,3,120,40.00,2,2,3,1.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
34,1965,1965-11-07,8,25.124,PIT,@,STL,L 17-21,0,0,,0,3,4,1.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
35,1965,1965-11-14,9,25.131,PIT,@,DAL,L 17-24,2,34,17.00,0,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
36,1965,1965-11-21,10,25.138,PIT,,WAS,L 3-31,3,52,17.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
37,1965,1965-11-28,11,25.145,PIT,,CLE,L 21-42,3,118,39.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
38,1965,1965-12-05,12,25.152,PIT,@,NYG,L 10-35,4,68,17.00,0,1,1,1.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
39,1965,1965-12-12,13,25.159,PIT,,PHI,L 13-47,9,163,18.11,1,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
40,1965,1965-12-19,14,25.166,PIT,@,WAS,L 14-35,5,83,16.60,1,2,1,0.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
41,1966,1966-09-11,1,26.067,PIT,,NYG,T 34-34,5,114,22.80,1,0,0,,0,0,0,,0,0,0,,0,0,,,3,54,18.00,0,1,6
42,1966,1966-09-18,2,26.074,PIT,,DET,W 17-3,2,8,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,19,19.00,0,0,0
43,1966,1966-09-25,3,26.081,PIT,,WAS,L 27-33,2,128,64.00,2,0,0,,0,0,0,,0,0,0,,0,0,,,5,152,30.40,0,2,12
44,1966,1966-10-08,5,26.094,PIT,@,CLE,L 10-41,1,26,26.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
45,1966,1966-10-30,7,26.116,PIT,@,DAL,L 21-52,2,13,6.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
46,1966,1966-11-06,8,26.123,PIT,,CLE,W 16-6,6,77,12.83,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,31,31.00,0,1,6
47,1966,1966-11-13,9,26.130,PIT,,STL,W 30-9,2,15,7.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,27,27.00,0,0,0
48,1966,1966-11-20,10,26.137,PIT,,DAL,L 7-20,3,36,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,29,14.50,0,0,0
