ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1963,1963-09-15,1,22.230,CLE,,WAS,W 37-14,0,0,,0,1,38,0
2,1963,1963-09-22,2,22.237,CLE,@,DAL,W 41-24,0,0,,0,2,34,0
3,1963,1963-10-13,5,22.258,CLE,@,NYG,W 35-24,1,0,0.00,0,0,0,0
4,1963,1963-10-27,7,22.272,CLE,,NYG,L 6-33,0,0,,0,1,15,0
5,1963,1963-11-03,8,22.279,CLE,@,PHI,W 23-17,0,0,,0,1,3,0
6,1963,1963-11-17,10,22.293,CLE,,STL,L 14-20,0,0,,0,1,10,0
7,1963,1963-11-24,11,22.300,CLE,,DAL,W 27-17,0,0,,0,1,14,0
8,1964,1964-11-01,8,23.278,CLE,@,PIT,W 30-17,0,0,,0,2,16,0
9,1964,1964-11-08,9,23.285,CLE,,WAS,W 34-24,0,0,,0,1,45,0
10,1964,1964-11-29,12,23.306,CLE,,PHI,W 38-24,0,0,,0,1,6,0
11,1965,1965-09-26,2,24.241,CLE,,STL,L 13-49,0,0,,0,1,31,0
12,1965,1965-10-03,3,24.248,CLE,@,PHI,W 35-17,0,0,,0,1,22,0
13,1965,1965-10-17,5,24.262,CLE,,DAL,W 23-17,0,0,,0,1,8,0
14,1965,1965-11-14,9,24.290,CLE,,NYG,W 34-21,0,0,,0,1,17,0
15,1965,1965-12-19,14,24.325,CLE,@,STL,W 27-24,0,0,,0,1,0,0
