ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1969,1969-09-14,1,22.189,BUF,,NYJ,L 19-33,3,35,11.67,0,4,95,23.75,0
2,1969,1969-09-21,2,22.196,BUF,,HOU,L 3-17,3,17,5.67,0,2,44,22.00,0
3,1969,1969-09-28,3,22.203,BUF,,DEN,W 41-28,3,29,9.67,0,1,21,21.00,0
4,1969,1969-10-05,4,22.210,BUF,@,HOU,L 14-28,3,19,6.33,0,2,79,39.50,0
5,1969,1969-10-11,5,22.216,BUF,,BOS,W 23-16,1,21,21.00,0,3,62,20.67,0
6,1969,1969-10-19,6,22.224,BUF,@,OAK,L 21-50,0,0,,0,4,107,26.75,0
7,1969,1969-10-26,7,22.231,BUF,@,MIA,L 6-24,0,0,,0,2,75,37.50,0
8,1969,1969-11-02,8,22.238,BUF,,KAN,L 7-29,0,0,,0,3,86,28.67,0
9,1969,1969-11-09,9,22.245,BUF,@,NYJ,L 6-16,0,0,,0,4,71,17.75,0
10,1969,1969-11-16,10,22.252,BUF,,MIA,W 28-3,0,0,,0,1,14,14.00,0
11,1969,1969-11-23,11,22.259,BUF,@,BOS,L 21-35,0,0,,0,1,12,12.00,0
12,1969,1969-12-14,14,22.280,BUF,@,SDG,L 6-45,1,13,13.00,0,3,83,27.67,0
