ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1987,1987-09-13,1,22.118,CLE,@,NOR,L 21-28,,,,
2,1987,1987-09-20,2,22.125,CLE,,PIT,W 34-10,,,,
3,1987,1987-10-26,6,22.161,CLE,,RAM,W 30-17,,,,
4,1987,1987-11-01,7,22.167,CLE,@,SDG,L 24-27,,,,
5,1987,1987-11-08,8,22.174,CLE,,ATL,W 38-3,,,,
6,1987,1987-11-15,9,22.181,CLE,,BUF,W 27-21,,,,
7,1987,1987-11-22,10,22.188,CLE,@,HOU,W 40-7,,,,
8,1987,1987-11-29,11,22.195,CLE,@,SFO,L 24-38,,,,
9,1987,1987-12-06,12,22.202,CLE,,IND,L 7-9,,,,
10,1987,1987-12-13,13,22.209,CLE,,CIN,W 38-24,,,,
11,1987,1987-12-20,14,22.216,CLE,@,RAI,W 24-17,,,,
12,1987,1987-12-26,15,22.222,CLE,@,PIT,W 19-13,,,,
13,1988,1988-09-04,1,23.109,CLE,@,KAN,W 6-3,,,,
14,1988,1988-09-11,2,23.116,CLE,,NYJ,L 3-23,,,,
15,1988,1988-09-19,3,23.124,CLE,,IND,W 23-17,,,,
16,1988,1988-09-25,4,23.130,CLE,@,CIN,L 17-24,,,,
17,1988,1988-10-02,5,23.137,CLE,@,PIT,W 23-9,,,,
18,1988,1988-10-09,6,23.144,CLE,,SEA,L 10-16,,,,
19,1988,1988-10-16,7,23.151,CLE,,PHI,W 19-3,,,,
20,1988,1988-10-23,8,23.158,CLE,@,PHO,W 29-21,,,,
21,1988,1988-10-30,9,23.165,CLE,,CIN,W 23-16,,,,
22,1988,1988-11-07,10,23.173,CLE,@,HOU,L 17-24,,,,
23,1988,1988-11-13,11,23.179,CLE,@,DEN,L 7-30,,,,
24,1988,1988-11-20,12,23.186,CLE,,PIT,W 27-7,,,,
25,1988,1988-11-27,13,23.193,CLE,@,WAS,W 17-13,,,,
26,1988,1988-12-04,14,23.200,CLE,,DAL,W 24-21,,,,
27,1988,1988-12-12,15,23.208,CLE,@,MIA,L 31-38,,,,
28,1988,1988-12-18,16,23.214,CLE,,HOU,W 28-23,,,,
29,1989,1989-09-10,1,24.115,CLE,@,PIT,W 51-0,,,,
30,1989,1989-09-17,2,24.122,CLE,,NYJ,W 38-24,,,,
31,1989,1989-09-25,3,24.130,CLE,@,CIN,L 14-21,,,,
32,1989,1989-10-01,4,24.136,CLE,,DEN,W 16-13,,,,
33,1989,1989-10-08,5,24.143,CLE,@,MIA,L 10-13,,,,
34,1989,1989-10-15,6,24.150,CLE,,PIT,L 7-17,,,,
35,1989,1989-10-23,7,24.158,CLE,,CHI,W 27-7,,,,
36,1989,1989-10-29,8,24.164,CLE,,HOU,W 28-17,,,,
37,1989,1989-11-05,9,24.171,CLE,@,TAM,W 42-31,,,,
38,1989,1989-11-12,10,24.178,CLE,@,SEA,W 17-7,,,,
39,1989,1989-11-19,11,24.185,CLE,,KAN,T 10-10,,,,
40,1989,1989-11-23,12,24.189,CLE,@,DET,L 10-13,,,,
41,1989,1989-12-03,13,24.199,CLE,,CIN,L 0-21,,,,
42,1989,1989-12-10,14,24.206,CLE,@,IND,L 17-23,,,,
43,1989,1989-12-17,15,24.213,CLE,,MIN,W 23-17,,,,
44,1989,1989-12-23,16,24.219,CLE,@,HOU,W 24-20,,,,
45,1990,1990-09-09,1,25.114,CLE,,PIT,W 13-3,,,,
46,1990,1990-09-16,2,25.121,CLE,@,NYJ,L 21-24,,,,
47,1990,1990-09-23,3,25.128,CLE,,SDG,L 14-24,,,,
48,1990,1990-09-30,4,25.135,CLE,@,KAN,L 0-34,,,,
49,1990,1990-10-08,5,25.143,CLE,@,DEN,W 30-29,,,,
50,1990,1990-10-14,6,25.149,CLE,@,NOR,L 20-25,,,,
51,1990,1990-10-22,7,25.157,CLE,,CIN,L 13-34,,,,
52,1990,1990-10-28,8,25.163,CLE,@,SFO,L 17-20,,,,
53,1990,1990-11-04,9,25.170,CLE,,BUF,L 0-42,,,,
54,1990,1990-11-18,10,25.184,CLE,,HOU,L 23-35,,,,
55,1990,1990-11-25,11,25.191,CLE,,MIA,L 13-30,,,,
56,1990,1990-12-02,12,25.198,CLE,,RAM,L 23-38,,,,
57,1990,1990-12-09,13,25.205,CLE,@,HOU,L 14-58,,,,
58,1990,1990-12-16,14,25.212,CLE,,ATL,W 13-10,,,,
59,1990,1990-12-23,15,25.219,CLE,@,PIT,L 0-35,,,,
60,1990,1990-12-30,16,25.226,CLE,@,CIN,L 14-21,,,,
61,1991,1991-09-15,3,26.120,NWE,@,PIT,L 6-20,0,0,,0
62,1991,1991-09-29,5,26.134,NWE,@,PHO,L 10-24,0,0,,0
63,1991,1991-10-06,6,26.141,NWE,,MIA,L 10-20,0,0,,0
64,1991,1991-10-20,7,26.155,NWE,,MIN,W 26-23,1,9,9.00,0
65,1991,1991-10-27,8,26.162,NWE,,DEN,L 6-9,0,0,,0
66,1992,1992-09-13,1,27.118,NWE,@,RAM,L 0-14,,,,
67,1992,1992-09-20,2,27.125,NWE,,SEA,L 6-10,,,,
68,1992,1992-09-27,3,27.132,NWE,,BUF,L 7-41,,,,
69,1992,1992-10-04,4,27.139,NWE,@,NYJ,L 21-30,,,,
70,1992,1992-10-11,5,27.146,NWE,,SFO,L 12-24,,,,
71,1992,1992-10-18,6,27.153,NWE,@,MIA,L 17-38,,,,
72,1992,1992-10-25,7,27.160,NWE,,CLE,L 17-19,,,,
73,1992,1992-11-01,8,27.167,NWE,@,BUF,L 7-16,,,,
74,1992,1992-11-08,9,27.174,NWE,,NOR,L 14-31,,,,
75,1992,1992-11-15,10,27.181,NWE,@,IND,W 37-34,,,,
76,1992,1992-11-22,11,27.188,NWE,,NYJ,W 24-3,,,,
77,1992,1992-11-29,12,27.195,NWE,@,ATL,L 0-34,,,,
78,1992,1992-12-06,13,27.202,NWE,,IND,L 0-6,,,,
79,1992,1992-12-13,14,27.209,NWE,@,KAN,L 20-27,,,,
80,1992,1992-12-20,15,27.216,NWE,@,CIN,L 10-20,,,,
81,1992,1992-12-27,16,27.223,NWE,,MIA,L 13-16,,,,
