ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
85,1986,1986-12-14,15,28.030,MIA,@,RAM,W 37-31,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,,,,
86,1986,1986-12-22,16,28.038,MIA,,NWE,L 27-34,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,,,,
87,1987,1987-09-13,1,28.303,MIA,@,NWE,L 21-28,,4,24,6.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
88,1987,1987-09-20,2,28.310,MIA,@,IND,W 23-10,,3,21,7.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,1,6
89,1987,1987-10-25,6,28.345,MIA,,BUF,L 31-34,,3,36,12.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
90,1987,1987-11-01,7,28.352,MIA,,PIT,W 35-24,,1,2,2.00,0,,,2,8,4.00,0,0,0,,0,0,0,,,,,,0,0
91,1987,1987-11-08,8,28.359,MIA,@,CIN,W 20-14,,2,16,8.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
92,1987,1987-11-15,9,29.001,MIA,,IND,L 21-40,,0,0,,0,,,0,0,,0,,,,,,,,,,,,0,
93,1987,1987-11-22,10,29.008,MIA,@,DAL,W 20-14,,1,11,11.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
94,1987,1987-11-29,11,29.015,MIA,@,BUF,L 0-27,,6,34,5.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
95,1987,1987-12-07,12,29.023,MIA,,NYJ,W 37-28,,0,0,,0,,,1,1,1.00,0,0,0,,0,0,0,,,,,,0,0
96,1987,1987-12-13,13,29.029,MIA,@,PHI,W 28-10,,2,34,17.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
97,1987,1987-12-20,14,29.036,MIA,,WAS,W 23-21,,2,20,10.00,0,,,1,9,9.00,0,0,0,,0,0,0,,,,,,0,0
98,1987,1987-12-28,15,29.044,MIA,,NWE,L 10-24,,2,23,11.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
99,1988,1988-09-04,1,29.295,MIA,@,CHI,L 7-34,,1,4,4.00,0,,,1,23,23.00,0,0,0,,0,0,0,,,,,,0,0
100,1988,1988-09-11,2,29.302,MIA,@,BUF,L 6-9,,2,21,10.50,0,,,2,21,10.50,0,0,0,,0,0,0,,,,,,0,0
101,1988,1988-09-18,3,29.309,MIA,,GNB,W 24-17,,4,40,10.00,0,,,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0
102,1988,1988-09-25,4,29.316,MIA,@,IND,L 13-15,,3,33,11.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
103,1988,1988-10-02,5,29.323,MIA,,MIN,W 24-7,,1,3,3.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,1,6
104,1988,1988-10-09,6,29.330,MIA,@,RAI,W 24-14,,4,56,14.00,1,,,1,5,5.00,0,0,0,,0,0,0,,,,,,1,6
105,1988,1988-10-16,7,29.337,MIA,,SDG,W 31-28,,2,30,15.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
106,1988,1988-10-23,8,29.344,MIA,,NYJ,L 30-44,,6,96,16.00,1,,,1,4,4.00,0,0,0,,0,0,0,,,,,,1,6
107,1988,1988-10-30,9,29.351,MIA,@,TAM,W 17-14,,2,25,12.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
108,1988,1988-11-06,10,29.358,MIA,@,NWE,L 10-21,,12,110,9.17,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
109,1988,1988-11-14,11,30.000,MIA,,BUF,L 6-31,,4,46,11.50,0,,,1,2,2.00,0,0,0,,0,0,0,,,,,,0,0
110,1988,1988-11-20,12,30.006,MIA,,NWE,L 3-6,,3,32,10.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
111,1988,1988-11-27,13,30.013,MIA,@,NYJ,L 34-38,,0,0,,0,,,1,1,1.00,0,0,0,,0,0,0,,,,,,0,0
112,1988,1988-12-04,14,30.020,MIA,,IND,L 28-31,,3,15,5.00,1,,,1,3,3.00,0,0,0,,0,0,0,,,,,,1,6
113,1988,1988-12-12,15,30.028,MIA,,CLE,W 38-31,,6,76,12.67,1,,,1,6,6.00,0,0,0,,0,0,0,,,,,,1,6
114,1988,1988-12-18,16,30.034,MIA,@,PIT,L 24-40,,5,65,13.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
115,1989,1989-09-10,1,30.300,MIA,,BUF,L 24-27,,2,27,13.50,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
116,1989,1989-09-17,2,30.307,MIA,@,NWE,W 24-10,,3,34,11.33,2,,,0,0,,0,0,0,,0,0,0,,0,,,,2,12
117,1989,1989-09-24,3,30.314,MIA,,NYJ,L 33-40,,7,66,9.43,0,,,0,0,,0,1,1,100.00,19,1,0,158.3,0,0,19.00,39.00,0,0
118,1989,1989-10-01,4,30.321,MIA,@,HOU,L 7-39,,4,40,10.00,0,,,1,11,11.00,0,0,0,,0,0,0,,0,,,,0,0
119,1989,1989-10-08,5,30.328,MIA,,CLE,W 13-10,,5,46,9.20,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
120,1989,1989-10-15,6,30.335,MIA,@,CIN,W 20-13,,0,0,,0,,,1,4,4.00,0,0,0,,0,0,0,,0,,,,0,0
121,1989,1989-10-22,7,30.342,MIA,,GNB,W 23-20,,4,30,7.50,1,,,1,5,5.00,0,0,0,,0,0,0,,0,,,,1,6
122,1989,1989-10-29,8,30.349,MIA,@,BUF,L 17-31,,3,19,6.33,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
123,1989,1989-11-05,9,30.356,MIA,,IND,W 19-13,,3,39,13.00,0,,,3,13,4.33,0,0,0,,0,0,0,,0,,,,0,0
124,1989,1989-11-12,10,30.363,MIA,@,NYJ,W 31-23,,3,21,7.00,0,,,1,14,14.00,0,0,0,,0,0,0,,0,,,,0,0
125,1989,1989-11-19,11,31.005,MIA,@,DAL,W 17-14,,5,46,9.20,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
126,1989,1989-11-26,12,31.012,MIA,,PIT,L 14-34,,0,0,,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,
127,1989,1989-12-03,13,31.019,MIA,@,KAN,L 21-26,,2,17,8.50,2,,,0,0,,0,0,0,,0,0,0,,0,,,,2,12
128,1989,1989-12-10,14,31.026,MIA,,NWE,W 31-10,,6,45,7.50,0,,,1,3,3.00,0,0,0,,0,0,0,,0,,,,0,0
129,1989,1989-12-17,15,31.033,MIA,@,IND,L 13-42,,7,62,8.86,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
130,1989,1989-12-24,16,31.040,MIA,,KAN,L 24-27,,7,65,9.29,1,,,0,0,,0,0,0,,0,0,0,,0,,,,1,6
131,1990,1990-09-16,2,31.306,MIA,,BUF,W 30-7,,2,9,4.50,0,,,1,2,2.00,0,0,0,,0,0,0,,0,,,,0,0
132,1990,1990-09-23,3,31.313,MIA,@,NYG,L 3-20,,2,16,8.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
133,1990,1990-09-30,4,31.320,MIA,@,PIT,W 28-6,,2,22,11.00,0,,,1,1,1.00,0,1,1,100.00,31,0,0,118.7,0,0,31.00,31.00,0,0
134,1990,1990-10-07,5,31.327,MIA,,NYJ,W 20-16,,2,15,7.50,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
135,1990,1990-10-18,6,31.338,MIA,,NWE,W 17-10,,1,2,2.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
136,1990,1990-10-28,7,31.348,MIA,@,IND,W 27-7,,4,20,5.00,1,,,0,0,,0,0,0,,0,0,0,,0,,,,1,6
137,1990,1990-11-04,8,31.355,MIA,,PHO,W 23-3,,4,25,6.25,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
138,1990,1990-11-11,9,31.362,MIA,@,NYJ,W 17-3,,3,23,7.67,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
139,1990,1990-11-19,10,32.005,MIA,,RAI,L 10-13,,7,79,11.29,0,,,2,3,1.50,0,0,0,,0,0,0,,0,,,,0,0
140,1990,1990-11-25,11,32.011,MIA,@,CLE,W 30-13,,4,37,9.25,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
141,1990,1990-12-02,12,32.018,MIA,@,WAS,L 20-42,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
142,1990,1990-12-09,13,32.025,MIA,,PHI,W 23-20,,4,45,11.25,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
143,1990,1990-12-16,14,32.032,MIA,,SEA,W 24-17,,2,24,12.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
144,1990,1990-12-23,15,32.039,MIA,@,BUF,L 14-24,,6,42,7.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
145,1990,1990-12-30,16,32.046,MIA,,IND,W 23-17,,0,0,,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,
146,1991,1991-09-01,1,32.291,MIA,@,BUF,L 31-35,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,,,,
147,1991,1991-09-08,2,32.298,MIA,,IND,W 17-6,,2,14,7.00,1,,,0,0,,0,0,0,,0,0,0,,0,,,,1,6
148,1991,1991-09-15,3,32.305,MIA,@,DET,L 13-17,,1,11,11.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
149,1991,1991-09-22,4,32.312,MIA,,GNB,W 16-13,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,,,,
150,1991,1991-09-29,5,32.319,MIA,@,NYJ,L 23-41,,1,9,9.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
151,1991,1991-10-06,6,32.326,MIA,@,NWE,W 20-10,,1,5,5.00,1,,,0,0,,0,0,0,,0,0,0,,0,,,,1,6
152,1991,1991-10-13,7,32.333,MIA,@,KAN,L 7-42,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
153,1991,1991-10-20,8,32.340,MIA,,HOU,L 13-17,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
154,1991,1991-11-03,9,32.354,MIA,@,IND,W 10-6,,1,12,12.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
155,1991,1991-11-10,10,32.361,MIA,,NWE,W 30-20,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,,,,
156,1991,1991-11-18,11,33.004,MIA,,BUF,L 27-41,,2,27,13.50,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
157,1991,1991-11-24,12,33.010,MIA,@,CHI,W 16-13,,2,15,7.50,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
158,1991,1991-12-01,13,33.017,MIA,,TAM,W 33-14,,4,42,10.50,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
159,1991,1991-12-09,14,33.025,MIA,,CIN,W 37-13,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,,,,
160,1991,1991-12-15,15,33.031,MIA,@,SDG,L 30-38,,2,19,9.50,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
161,1991,1991-12-22,16,33.038,MIA,,NYJ,L 20-23,,3,17,5.67,0,,,0,0,,0,1,1,100.00,17,0,0,118.7,0,0,17.00,17.00,0,0
162,1992,1992-09-14,1,33.305,MIA,@,CLE,W 27-23,,,,,,0.0%,,,,,,,,,,,,,,,,,,
163,1992,1992-09-20,2,33.311,MIA,,RAM,W 26-10,,,,,,0.0%,,,,,,,,,,,,,,,,,,
164,1992,1992-09-27,3,33.318,MIA,@,SEA,W 19-17,,,,,,0.0%,,,,,,,,,,,,,,,,,,
