ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2013,2013-09-08,1,24.311,ATL,@,NOR,L 17-23,,0,0,,0,0,0,0.0,0,1,1,0,0
2,2013,2013-09-15,2,24.318,ATL,,STL,W 31-24,,0,0,,0,0,0,0.0,2,0,0,0,0
3,2013,2013-09-22,3,24.325,ATL,@,MIA,L 23-27,,,,,,,,,,,,,
4,2013,2013-09-29,4,24.332,ATL,,NWE,L 23-30,,0,0,,0,0,0,0.0,2,2,0,0,0
5,2013,2013-10-07,5,24.340,ATL,,NYJ,L 28-30,,0,0,,0,0,0,0.0,1,0,0,0,0
6,2013,2013-10-20,6,24.353,ATL,,TAM,W 31-23,,1,0,0.00,0,0,0,0.0,1,1,0,0,0
7,2013,2013-10-27,7,24.360,ATL,@,ARI,L 13-27,,0,0,,0,0,0,0.0,2,0,0,0,0
8,2013,2013-11-03,8,25.002,ATL,@,CAR,L 10-34,,0,0,,0,0,0,0.0,1,1,1,0,0
9,2013,2013-11-10,9,25.009,ATL,,SEA,L 10-33,,0,0,,0,0,0,0.0,1,1,0,0,0
10,2013,2013-11-17,10,25.016,ATL,@,TAM,L 28-41,,0,0,,0,0,0,0.0,1,0,0,0,0
11,2013,2013-11-21,11,25.020,ATL,,NOR,L 13-17,,0,0,,0,0,0,0.0,1,0,0,0,0
12,2013,2013-12-01,12,25.030,ATL,@,BUF,W 34-31,,0,0,,0,0,0,0.0,1,1,0,0,0
13,2013,2013-12-08,13,25.037,ATL,@,GNB,L 21-22,*,0,0,,0,0,0,0.0,4,1,0,0,0
14,2013,2013-12-15,14,25.044,ATL,,WAS,W 27-26,*,0,0,,0,0,0,0.0,5,4,0,0,0
15,2013,2013-12-23,15,25.052,ATL,@,SFO,L 24-34,*,0,0,,0,0,0,0.0,3,0,0,0,0
16,2013,2013-12-29,16,25.058,ATL,,CAR,L 20-21,*,0,0,,0,0,0,0.0,3,0,0,0,0
17,2014,2014-09-07,1,25.310,ATL,,NOR,W 37-34,*,0,0,,0,0,0,0.0,2,1,0,0,0
18,2014,2014-09-14,2,25.317,ATL,@,CIN,L 10-24,*,0,0,,0,0,0,0.0,2,3,0,0,0
19,2014,2014-09-18,3,25.321,ATL,,TAM,W 56-14,*,0,0,,0,0,0,0.0,2,1,0,0,0
20,2014,2014-09-28,4,25.331,ATL,@,MIN,L 28-41,*,0,0,,0,0,0,0.0,4,0,0,0,0
21,2014,2014-10-05,5,25.338,ATL,@,NYG,L 20-30,*,0,0,,0,0,0,0.0,1,0,0,0,0
22,2014,2014-10-12,6,25.345,ATL,,CHI,L 13-27,*,0,0,,0,0,0,0.0,3,0,0,0,0
23,2014,2014-10-19,7,25.352,ATL,@,BAL,L 7-29,*,0,0,,0,0,0,0.0,2,0,2,21,0
24,2014,2014-10-26,8,25.359,ATL,,DET,L 21-22,*,0,0,,0,0,0,0.0,0,0,1,0,0
25,2014,2014-11-09,9,26.008,ATL,@,TAM,W 27-17,*,0,0,,0,0,0,0.0,8,1,0,0,0
26,2014,2014-11-16,10,26.015,ATL,@,CAR,W 19-17,*,0,0,,0,0,0,0.0,0,1,0,0,0
27,2015,2015-09-14,1,26.317,ATL,,PHI,W 26-24,*,0,0,,0,0,0,0.0,0,1,0,0,0
28,2015,2015-09-20,2,26.323,ATL,@,NYG,W 24-20,*,0,0,,0,0,0,0.0,4,0,0,0,0
29,2015,2015-09-27,3,26.330,ATL,@,DAL,W 39-28,*,0,0,,0,0,0,0.0,1,0,0,0,0
30,2015,2015-10-04,4,26.337,ATL,,HOU,W 48-21,*,0,0,,0,0,0,0.0,1,0,0,0,0
31,2015,2015-10-11,5,26.344,ATL,,WAS,W 25-19,*,0,0,,0,1,6,0.0,1,0,2,76,1
32,2015,2015-10-15,6,26.348,ATL,@,NOR,L 21-31,*,0,0,,0,0,0,0.0,5,0,0,0,0
33,2015,2015-10-25,7,26.358,ATL,@,TEN,W 10-7,*,0,0,,0,0,0,0.0,5,1,0,0,0
34,2015,2015-11-01,8,27.000,ATL,,TAM,L 20-23,*,0,0,,0,0,0,0.0,3,1,0,0,0
35,2015,2015-11-22,10,27.021,ATL,,IND,L 21-24,*,0,0,,0,0,0,0.0,2,1,0,0,0
36,2015,2015-11-29,11,27.028,ATL,,MIN,L 10-20,*,0,0,,0,0,0,0.0,1,1,0,0,0
37,2015,2015-12-06,12,27.035,ATL,@,TAM,L 19-23,*,0,0,,0,0,0,0.0,0,2,0,0,0
38,2015,2015-12-13,13,27.042,ATL,@,CAR,L 0-38,*,0,0,,0,0,0,0.0,5,0,0,0,0
39,2015,2015-12-20,14,27.049,ATL,@,JAX,W 23-17,*,0,0,,0,0,0,0.0,1,0,0,0,0
40,2015,2015-12-27,15,27.056,ATL,,CAR,W 20-13,*,0,0,,0,0,0,0.0,6,1,0,0,0
