ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2012,2012-09-09,1,22.195,NWE,@,TEN,W 34-13,*,0,0,,0,0,0,1.0,3,2,0,0,0
2,2012,2012-09-16,2,22.202,NWE,,ARI,L 18-20,*,0,0,,0,0,0,1.0,3,2,0,0,0
3,2012,2012-09-23,3,22.209,NWE,@,BAL,L 30-31,*,0,0,,0,0,0,0.0,0,2,0,0,0
4,2012,2012-09-30,4,22.216,NWE,@,BUF,W 52-28,*,0,0,,0,0,0,1.0,3,2,0,0,0
5,2012,2012-10-07,5,22.223,NWE,,DEN,W 31-21,*,0,0,,0,0,0,0.0,0,1,0,0,0
6,2012,2012-10-14,6,22.230,NWE,@,SEA,L 23-24,*,0,0,,0,0,0,2.0,4,5,0,0,0
7,2012,2012-10-21,7,22.237,NWE,,NYJ,W 29-26,*,0,0,,0,0,0,0.0,3,1,0,0,0
8,2012,2012-10-28,8,22.244,NWE,@,STL,W 45-7,*,0,0,,0,0,0,1.0,2,0,0,0,0
9,2012,2012-11-11,9,22.258,NWE,,BUF,W 37-31,*,0,0,,0,0,0,0.0,0,1,0,0,0
10,2012,2012-11-18,10,22.265,NWE,,IND,W 59-24,*,,,,,,,,,,,,
11,2012,2012-12-10,13,22.287,NWE,,HOU,W 42-14,,0,0,,0,0,0,0.0,1,1,0,0,0
12,2012,2012-12-16,14,22.293,NWE,,SFO,L 34-41,*,0,0,,0,0,0,0.0,2,0,0,0,0
13,2012,2012-12-23,15,22.300,NWE,@,JAX,W 23-16,*,0,0,,0,0,0,0.0,0,0,0,0,0
14,2012,2012-12-30,16,22.307,NWE,,MIA,W 28-0,*,0,0,,0,0,0,0.0,3,4,0,0,0
15,2013,2013-09-08,1,23.193,NWE,@,BUF,W 23-21,*,0,0,,0,0,0,0.0,4,2,0,0,0
16,2013,2013-09-12,2,23.197,NWE,,NYJ,W 13-10,*,0,0,,0,0,0,2.0,3,2,0,0,0
17,2013,2013-09-22,3,23.207,NWE,,TAM,W 23-3,*,0,0,,0,0,0,1.0,0,3,0,0,0
18,2013,2013-09-29,4,23.214,NWE,@,ATL,W 30-23,*,0,0,,0,0,0,0.0,1,1,0,0,0
19,2013,2013-10-06,5,23.221,NWE,@,CIN,L 6-13,*,0,0,,0,0,0,0.5,1,3,0,0,0
20,2013,2013-10-13,6,23.228,NWE,,NOR,W 30-27,*,0,0,,0,0,0,1.0,2,5,0,0,0
21,2013,2013-10-20,7,23.235,NWE,@,NYJ,L 27-30,*,0,0,,0,0,0,2.0,8,3,0,0,0
22,2013,2013-10-27,8,23.242,NWE,,MIA,W 27-17,*,0,0,,0,0,0,0.0,4,2,0,0,0
23,2013,2013-11-03,9,23.249,NWE,,PIT,W 55-31,*,0,0,,0,0,0,2.0,3,3,0,0,0
24,2013,2013-11-18,10,23.264,NWE,@,CAR,L 20-24,*,0,0,,0,0,0,1.0,4,1,0,0,0
25,2013,2013-11-24,11,23.270,NWE,,DEN,W 34-31,*,0,0,,0,0,0,1.0,2,4,0,0,0
26,2013,2013-12-01,12,23.277,NWE,@,HOU,W 34-31,*,0,0,,0,0,0,0.0,1,3,0,0,0
27,2013,2013-12-08,13,23.284,NWE,,CLE,W 27-26,*,0,0,,0,0,0,0.0,2,3,0,0,0
28,2013,2013-12-15,14,23.291,NWE,@,MIA,L 20-24,*,0,0,,0,0,0,1.0,3,0,0,0,0
29,2013,2013-12-22,15,23.298,NWE,@,BAL,W 41-7,*,0,0,,0,0,6,0.0,0,2,0,0,0
30,2013,2013-12-29,16,23.305,NWE,,BUF,W 34-20,*,0,0,,0,0,0,0.0,2,2,0,0,0
31,2014,2014-09-07,1,24.192,NWE,@,MIA,L 20-33,*,0,0,,0,0,0,0.0,4,0,0,0,0
