ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1985,1985-09-15,2,25.031,IND,@,MIA,L 13-30,3,15,5.00,0,,1,6,6.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
2,1985,1985-09-22,3,25.038,IND,,DET,W 14-6,4,23,5.75,0,,1,9,9.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
3,1985,1985-09-29,4,25.045,IND,@,NYJ,L 20-25,8,15,1.88,0,,1,-1,-1.00,0,,,0,0,,0,0,0,,0,,,,1,11,11.00,0,0,0
4,1985,1985-10-06,5,25.052,IND,,BUF,W 49-17,17,100,5.88,0,,3,19,6.33,0,,,0,0,,0,0,0,,0,,,,1,20,20.00,0,0,0
5,1985,1985-10-13,6,25.059,IND,,DEN,L 10-15,6,15,2.50,0,,1,6,6.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
6,1985,1985-10-20,7,25.066,IND,@,BUF,L 9-21,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,
7,1985,1985-10-27,8,25.073,IND,,GNB,W 37-10,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,1,41,41.00,0,0,0
8,1985,1985-11-03,9,25.080,IND,,NYJ,L 17-35,0,0,,0,,1,8,8.00,0,,,0,0,,0,0,0,,0,,,,1,16,16.00,0,0,0
9,1985,1985-11-10,10,25.087,IND,@,NWE,L 15-34,0,0,,0,,1,14,14.00,0,,,0,0,,0,0,0,,0,,,,4,115,28.75,0,0,0
10,1985,1985-11-17,11,25.094,IND,,MIA,L 20-34,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,4,104,26.00,0,0,0
11,1985,1985-11-24,12,25.101,IND,@,KAN,L 7-20,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,4,121,30.25,0,0,0
12,1985,1985-12-01,13,25.108,IND,,NWE,L 31-38,3,16,5.33,0,,0,0,,0,,,1,1,100.00,6,0,0,91.7,0,0,6.00,6.00,5,96,19.20,0,0,0
13,1985,1985-12-08,14,25.115,IND,@,CHI,L 10-17,0,0,,0,,1,16,16.00,0,,,0,0,,0,0,0,,0,,,,2,74,37.00,0,0,0
14,1985,1985-12-15,15,25.122,IND,@,TAM,W 31-23,3,31,10.33,1,,0,0,,0,,,0,0,,0,0,0,,0,,,,3,55,18.33,0,1,6
15,1985,1985-12-22,16,25.129,IND,,HOU,W 34-16,10,73,7.30,1,,1,8,8.00,0,,,0,0,,0,0,0,,0,,,,1,21,21.00,0,1,6
16,1986,1986-09-07,1,26.023,IND,@,NWE,L 3-33,2,6,3.00,0,,1,16,16.00,0,,,0,0,,0,0,0,,0,,,,2,45,22.50,0,0,0
17,1986,1986-09-14,2,26.030,IND,@,MIA,L 10-30,9,19,2.11,1,,5,34,6.80,0,,,0,0,,0,0,0,,0,,,,2,27,13.50,0,1,6
18,1986,1986-09-21,3,26.037,IND,,RAM,L 7-24,1,2,2.00,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,3,60,20.00,0,0,0
19,1986,1986-09-28,4,26.044,IND,,NYJ,L 7-26,1,9,9.00,0,,1,9,9.00,0,,,0,0,,0,0,0,,0,,,,5,128,25.60,0,0,0
20,1986,1986-10-05,5,26.051,IND,@,SFO,L 14-35,3,15,5.00,0,,3,19,6.33,0,,,0,0,,0,0,0,,0,,,,5,121,24.20,0,0,0
21,1986,1986-10-12,6,26.058,IND,,NOR,L 14-17,10,44,4.40,0,,7,99,14.14,0,,,0,0,,0,0,0,,0,,,,1,14,14.00,0,0,0
22,1986,1986-10-19,7,26.065,IND,@,BUF,L 13-24,7,51,7.29,0,,1,-2,-2.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
23,1986,1986-11-23,12,26.100,IND,@,HOU,L 17-31,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,2,42,21.00,0,0,0
24,1986,1986-11-30,13,26.107,IND,,SDG,L 3-17,8,33,4.13,0,,4,20,5.00,0,,,0,0,,0,0,0,,0,,,,3,50,16.67,0,0,0
25,1986,1986-12-07,14,26.114,IND,@,ATL,W 28-23,4,7,1.75,1,,1,0,0.00,0,,,0,0,,0,0,0,,0,,,,4,105,26.25,0,1,6
26,1986,1986-12-14,15,26.121,IND,,BUF,W 24-14,3,3,1.00,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,3,60,20.00,0,0,0
27,1986,1986-12-21,16,26.128,IND,@,RAI,W 30-24,25,162,6.48,1,,2,35,17.50,0,,,0,0,,0,0,0,,0,,,,2,35,17.50,0,1,6
28,1987,1987-09-13,1,27.029,IND,,CIN,L 21-23,25,77,3.08,1,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
29,1987,1987-09-20,2,27.036,IND,,MIA,L 10-23,22,84,3.82,0,,9,69,7.67,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
30,1987,1987-10-25,6,27.071,IND,,NWE,W 30-16,16,65,4.06,1,,4,53,13.25,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
31,1987,1987-11-01,7,27.078,IND,@,NYJ,W 19-14,29,145,5.00,0,,3,32,10.67,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
32,1987,1987-11-08,8,27.085,IND,,SDG,L 13-16,10,53,5.30,1,,0,0,,0,,,0,0,,0,0,0,,,,,,3,77,25.67,0,1,6
33,1987,1987-11-15,9,27.092,IND,@,MIA,W 40-21,13,83,6.38,2,,4,38,9.50,0,,,0,0,,0,0,0,,,,,,4,105,26.25,0,2,12
34,1987,1987-11-22,10,27.099,IND,@,NWE,L 0-24,2,10,5.00,0,,1,7,7.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
35,1987,1987-11-29,11,27.106,IND,,HOU,W 51-27,8,64,8.00,0,,2,94,47.00,2,,,0,0,,0,0,0,,,,,,4,79,19.75,0,2,12
36,1987,1987-12-06,12,27.113,IND,@,CLE,W 9-7,3,16,5.33,0,,4,39,9.75,0,,,0,0,,0,0,0,,,,,,2,46,23.00,0,0,0
37,1987,1987-12-13,13,27.120,IND,,BUF,L 3-27,2,-1,-0.50,0,,2,17,8.50,0,,,0,0,,0,0,0,,,,,,4,82,20.50,0,0,0
38,1987,1987-12-20,14,27.127,IND,@,SDG,W 20-7,8,25,3.13,1,,3,29,9.67,0,,,0,0,,0,0,0,,,,,,2,41,20.50,0,1,6
39,1987,1987-12-27,15,27.134,IND,,TAM,W 24-6,4,10,2.50,1,,2,69,34.50,0,,,0,0,,0,0,0,,,,,,3,70,23.33,0,1,6
40,1988,1988-09-04,1,28.020,IND,,HOU,L 14-17,1,1,1.00,1,,3,30,10.00,0,,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,67,22.33,0,1,6
41,1988,1988-09-11,2,28.027,IND,,CHI,L 13-17,4,13,3.25,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,3,70,23.33,0,0,0
42,1988,1988-09-19,3,28.035,IND,@,CLE,L 17-23,2,7,3.50,0,,1,10,10.00,0,,,0,0,,0,0,0,,0,,,,4,87,21.75,0,0,0
43,1988,1988-09-25,4,28.041,IND,,MIA,W 15-13,5,22,4.40,0,,2,26,13.00,0,,,0,0,,0,0,0,,0,,,,2,44,22.00,0,0,0
