ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2002,2002-10-06,5,24.361,NWE,@,MIA,L 13-26,,,,,,,0.0%,,,
2,2003,2003-09-07,1,25.332,NWE,@,BUF,L 0-31,,,,,,,0.0%,,,
3,2003,2003-09-14,2,25.339,NWE,@,PHI,W 31-10,,,,,,,0.0%,,,
4,2003,2003-09-21,3,25.346,NWE,,NYJ,W 23-16,,,,,,,0.0%,,,
5,2003,2003-09-28,4,25.353,NWE,@,WAS,L 17-20,*,,,,,,0.0%,,,
6,2003,2003-10-05,5,25.360,NWE,,TEN,W 38-30,*,,,,,,0.0%,,,
7,2003,2003-10-12,6,26.002,NWE,,NYG,W 17-6,*,0,,,,,0.0%,,,
8,2003,2003-10-19,7,26.009,NWE,@,MIA,W 19-13,*,0,,,,,0.0%,,,
9,2003,2003-10-26,8,26.016,NWE,,CLE,W 9-3,*,0,,,,,0.0%,,,
10,2003,2003-11-03,9,26.024,NWE,@,DEN,W 30-26,*,,,,,,0.0%,,,
11,2003,2003-11-16,10,26.037,NWE,,DAL,W 12-0,*,,,,,,0.0%,,,
12,2003,2003-11-23,11,26.044,NWE,@,HOU,W 23-20,*,,,,,,0.0%,,,
13,2003,2003-11-30,12,26.051,NWE,@,IND,W 38-34,*,0,,,,,0.0%,,,
14,2003,2003-12-07,13,26.058,NWE,,MIA,W 12-0,*,,,,,,0.0%,,,
15,2003,2003-12-14,14,26.065,NWE,,JAX,W 27-13,*,,,,,,0.0%,,,
16,2003,2003-12-20,15,26.071,NWE,@,NYJ,W 21-16,*,,,,,,0.0%,,,
17,2003,2003-12-27,16,26.078,NWE,,BUF,W 31-0,*,,,,,,0.0%,,,
18,2004,2004-09-09,1,26.335,NWE,,IND,W 27-24,*,0,,,,,0.0%,,,
19,2004,2004-09-19,2,26.345,NWE,@,ARI,W 23-12,*,,,,,,0.0%,,,
20,2004,2004-10-03,3,26.359,NWE,@,BUF,W 31-17,*,0,,,,,0.0%,,,
21,2004,2004-10-10,4,27.000,NWE,,MIA,W 24-10,*,,,,,,0.0%,,,
22,2004,2004-10-17,5,27.007,NWE,,SEA,W 30-20,*,,,,,,0.0%,,,
23,2004,2004-10-24,6,27.014,NWE,,NYJ,W 13-7,*,,,,,,0.0%,,,
24,2005,2005-09-08,1,27.333,NWE,,OAK,W 30-20,*,,,,,,0.0%,,,
25,2005,2005-09-18,2,27.343,NWE,@,CAR,L 17-27,*,,,,,,0.0%,,,
26,2005,2005-09-25,3,27.350,NWE,@,PIT,W 23-20,*,,,,,,0.0%,,,
27,2005,2005-10-02,4,27.357,NWE,,SDG,L 17-41,*,,,,,,0.0%,,,
28,2005,2005-10-09,5,27.364,NWE,@,ATL,W 31-28,*,0,,,,,0.0%,,,
29,2005,2005-10-16,6,28.006,NWE,@,DEN,L 20-28,*,,,,,,0.0%,,,
30,2005,2005-10-30,7,28.020,NWE,,BUF,W 21-16,*,,,,,,0.0%,,,
31,2005,2005-11-07,8,28.028,NWE,,IND,L 21-40,*,,,,,,0.0%,,,
32,2005,2005-11-27,11,28.048,NWE,@,KAN,L 16-26,,,,,,,0.0%,,,
33,2005,2005-12-04,12,28.055,NWE,,NYJ,W 16-3,,,,,,,0.0%,,,
34,2005,2005-12-11,13,28.062,NWE,@,BUF,W 35-7,*,0,,,,,0.0%,,,
35,2005,2005-12-17,14,28.068,NWE,,TAM,W 28-0,*,1,1,1,1.00,1,100.0%,1.00,1,6
36,2005,2005-12-26,15,28.077,NWE,@,NYJ,W 31-21,*,,,,,,0.0%,,,
37,2005,2006-01-01,16,28.083,NWE,,MIA,L 26-28,,,,,,,0.0%,,,
38,2006,2006-09-10,1,28.335,SEA,@,DET,W 9-6,,,,,,,0.0%,,,
39,2006,2006-09-17,2,28.342,SEA,,ARI,W 21-10,,,,,,,0.0%,,,
40,2006,2006-09-24,3,28.349,SEA,,NYG,W 42-30,,,,,,,0.0%,,,
41,2006,2006-10-01,4,28.356,SEA,@,CHI,L 6-37,,,,,,,0.0%,,,
42,2006,2006-10-15,5,29.005,SEA,@,STL,W 30-28,,,,,,,0.0%,,,
43,2006,2006-10-22,6,29.012,SEA,,MIN,L 13-31,,,,,,,0.0%,,,
44,2006,2006-10-29,7,29.019,SEA,@,KAN,L 28-35,*,,,,,,0.0%,,,
45,2006,2006-11-06,8,29.027,SEA,,OAK,W 16-0,*,0,,,,,0.0%,,,
46,2006,2006-11-12,9,29.033,SEA,,STL,W 24-22,*,,,,,,0.0%,,,
47,2006,2006-11-19,10,29.040,SEA,@,SFO,L 14-20,*,0,,,,,0.0%,,,
48,2006,2006-11-27,11,29.048,SEA,,GNB,W 34-24,*,,,,,,0.0%,,,
49,2006,2006-12-03,12,29.054,SEA,@,DEN,W 23-20,*,,,,,,0.0%,,,
50,2006,2006-12-10,13,29.061,SEA,@,ARI,L 21-27,,,,,,,0.0%,,,
51,2006,2006-12-14,14,29.065,SEA,,SFO,L 14-24,,,,,,,0.0%,,,
52,2006,2006-12-24,15,29.075,SEA,,SDG,L 17-20,,,,,,,0.0%,,,
53,2006,2006-12-31,16,29.082,SEA,@,TAM,W 23-7,,,,,,,0.0%,,,
54,2007,2007-09-23,3,29.348,SEA,,CIN,W 24-21,,,,,,,0.0%,,,
55,2007,2007-10-07,5,29.362,SEA,@,PIT,L 0-21,,,,,,,0.0%,,,
56,2007,2007-10-14,6,30.004,SEA,,NOR,L 17-28,,,,,,,0.0%,,,
57,2007,2007-10-21,7,30.011,SEA,,STL,W 33-6,,,,,,,0.0%,,,
58,2007,2007-11-04,8,30.025,SEA,@,CLE,L 30-33,,,,,,,0.0%,,,
59,2007,2007-11-12,9,30.033,SEA,,SFO,W 24-0,,,,,,,0.0%,,,
60,2007,2007-11-18,10,30.039,SEA,,CHI,W 30-23,,,,,,,0.0%,,,
61,2007,2007-11-25,11,30.046,SEA,@,STL,W 24-19,,,,,,,0.0%,,,
62,2007,2007-12-02,12,30.053,SEA,@,PHI,W 28-24,,1,,,,,0.0%,,,
63,2007,2007-12-09,13,30.060,SEA,,ARI,W 42-21,,,,,,,0.0%,,,
64,2007,2007-12-16,14,30.067,SEA,@,CAR,L 10-13,,,,,,,0.0%,,,
