ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2017,2017-09-10,1,24.185,NYJ,@,BUF,L 12-21,*,0.0,4,3,0,0,0
2,2017,2017-09-17,2,24.192,NYJ,@,OAK,L 20-45,*,0.0,6,1,0,0,0
3,2017,2017-09-24,3,24.199,NYJ,,MIA,W 20-6,*,0.0,0,0,0,0,0
4,2017,2017-10-01,4,24.206,NYJ,,JAX,W 23-20,*,0.0,5,0,0,0,0
5,2017,2017-10-08,5,24.213,NYJ,@,CLE,W 17-14,*,0.0,3,1,1,12,0
6,2017,2017-10-15,6,24.220,NYJ,,NWE,L 17-24,*,0.0,3,3,0,0,0
7,2017,2017-10-22,7,24.227,NYJ,@,MIA,L 28-31,*,0.0,3,4,1,32,0
8,2017,2017-10-29,8,24.234,NYJ,,ATL,L 20-25,*,0.0,4,1,0,0,0
9,2017,2017-11-02,9,24.238,NYJ,,BUF,W 34-21,*,0.0,4,0,0,0,0
10,2017,2017-11-12,10,24.248,NYJ,@,TAM,L 10-15,*,0.0,4,0,0,0,0
11,2017,2017-11-26,11,24.262,NYJ,,CAR,L 27-35,*,0.0,4,3,0,0,0
12,2017,2017-12-03,12,24.269,NYJ,,KAN,W 38-31,*,0.0,4,1,0,0,0
13,2017,2017-12-10,13,24.276,NYJ,@,DEN,L 0-23,*,0.0,3,1,0,0,0
14,2017,2017-12-17,14,24.283,NYJ,@,NOR,L 19-31,*,0.0,4,2,0,0,0
15,2017,2017-12-24,15,24.290,NYJ,,LAC,L 7-14,*,0.0,5,1,0,0,0
16,2017,2017-12-31,16,24.297,NYJ,@,NWE,L 6-26,*,0.0,0,1,0,0,0
