ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2004,2004-11-21,10,25.030,BAL,,DAL,W 30-10,,5,200,40.00,0
2,2004,2004-11-28,11,25.037,BAL,@,NWE,L 3-24,,10,444,44.40,0
3,2004,2004-12-05,12,25.044,BAL,,CIN,L 26-27,,3,133,44.33,0
4,2004,2004-12-25,15,25.064,KAN,,OAK,W 31-30,,2,111,55.50,0
5,2004,2005-01-02,16,25.072,KAN,@,SDG,L 17-24,,2,78,39.00,0
6,2005,2005-11-27,11,26.036,PHI,,GNB,W 19-14,,7,275,39.29,0
