ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
1,2003,2003-09-07,1,23.049,CAR,,JAX,W 24-23,*,,,,,,0.0%,,,,
2,2003,2003-09-14,2,23.056,CAR,@,TAM,W 12-9,*,0,,,,,0.0%,,,,
3,2003,2003-09-28,3,23.070,CAR,,ATL,W 23-3,*,,,,,,0.0%,,,,
4,2003,2003-10-05,4,23.077,CAR,,NOR,W 19-13,*,,,,,,0.0%,,,,
5,2003,2003-10-12,5,23.084,CAR,@,IND,W 23-20,*,0,,,,,0.0%,,,,
6,2003,2003-10-19,6,23.091,CAR,,TEN,L 17-37,*,,,,,,0.0%,,,,
7,2003,2003-10-26,7,23.098,CAR,@,NOR,W 23-20,*,0,,,,,0.0%,,,,
8,2003,2003-11-02,8,23.105,CAR,@,HOU,L 10-14,*,,,,,,0.0%,,,,
9,2003,2003-11-09,9,23.112,CAR,,TAM,W 27-24,*,,,,,,0.0%,,,,
10,2003,2003-11-16,10,23.119,CAR,,WAS,W 20-17,*,,,,,,0.0%,,,,
11,2003,2003-11-23,11,23.126,CAR,@,DAL,L 20-24,*,,,,,,0.0%,,,,
12,2003,2003-11-30,12,23.133,CAR,,PHI,L 16-25,*,0,,,,,0.0%,,,,
13,2003,2003-12-07,13,23.140,CAR,@,ATL,L 14-20,*,,,,,,0.0%,,,,
14,2003,2003-12-14,14,23.147,CAR,@,ARI,W 20-17,*,,,,,,0.0%,,,,
15,2003,2003-12-21,15,23.154,CAR,,DET,W 20-14,*,0,,,,,0.0%,,,,
16,2003,2003-12-28,16,23.161,CAR,@,NYG,W 37-24,*,,,,,,0.0%,,,,
17,2004,2004-09-13,1,24.055,CAR,,GNB,L 14-24,*,0,,,,,0.0%,,,,
18,2004,2004-09-19,2,24.061,CAR,@,KAN,W 28-17,*,,,,,,0.0%,,,,
19,2004,2004-10-03,3,24.075,CAR,,ATL,L 10-27,*,,,,,,0.0%,,,,
20,2004,2004-10-10,4,24.082,CAR,@,DEN,L 17-20,*,0,,,,,0.0%,,,,
21,2004,2004-10-17,5,24.089,CAR,@,PHI,L 8-30,*,0,,,,,0.0%,,,,
22,2004,2004-10-24,6,24.096,CAR,,SDG,L 6-17,*,,,,,,0.0%,,,,
23,2004,2004-10-31,7,24.103,CAR,@,SEA,L 17-23,*,0,,,,,0.0%,,,,
24,2004,2004-11-07,8,24.110,CAR,,OAK,L 24-27,*,,,,,,0.0%,,,,
25,2004,2004-11-14,9,24.117,CAR,@,SFO,W 37-27,*,,,,,,0.0%,,,,
26,2004,2004-11-21,10,24.124,CAR,,ARI,W 35-10,*,0,,,,,0.0%,,,,
27,2004,2004-11-28,11,24.131,CAR,,TAM,W 21-14,*,0,,,,,0.0%,,,,
28,2004,2004-12-05,12,24.138,CAR,@,NOR,W 32-21,*,,,,,,0.0%,,,,
29,2004,2004-12-12,13,24.145,CAR,,STL,W 20-7,*,0,,,,,0.0%,,,,
30,2004,2004-12-18,14,24.151,CAR,@,ATL,L 31-34,*,0,,,,,0.0%,,,,
31,2004,2004-12-26,15,24.159,CAR,@,TAM,W 37-20,*,,,,,,0.0%,,,,
32,2004,2005-01-02,16,24.166,CAR,,NOR,L 18-21,*,,,,,,0.0%,,,,
33,2005,2005-09-11,1,25.053,CAR,,NOR,L 20-23,*,0,,,,,0.0%,,,,
34,2005,2005-09-18,2,25.060,CAR,,NWE,W 27-17,*,,,,,,0.0%,,,,
35,2005,2005-09-25,3,25.067,CAR,@,MIA,L 24-27,*,,,,,,0.0%,,,,
36,2005,2005-10-03,4,25.075,CAR,,GNB,W 32-29,*,,,,,,0.0%,,,,
37,2005,2005-10-09,5,25.081,CAR,@,ARI,W 24-20,*,,,,,,0.0%,,,,
38,2005,2005-10-16,6,25.088,CAR,@,DET,W 21-20,*,,,,,,0.0%,,,,
39,2005,2005-10-30,7,25.102,CAR,,MIN,W 38-13,*,,,,,,0.0%,,,,
40,2005,2005-11-06,8,25.109,CAR,@,TAM,W 34-14,*,0,,,,,0.0%,,,,
41,2005,2005-11-13,9,25.116,CAR,,NYJ,W 30-3,*,,,,,,0.0%,,,,
