ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
66,2014,2014-09-14,2,28.115,NWE,@,MIN,W 30-7,*,7,6,81,13.50,1,85.7%,11.57,1,9,9.00,0,0,0,,0,4,66,16.50,0,,1,6,0.0,0,0
67,2014,2014-09-21,3,28.122,NWE,,OAK,W 16-9,*,13,10,84,8.40,0,76.9%,6.46,1,5,5.00,0,0,0,,0,1,7,7.00,0,,0,0,0.0,0,0
68,2014,2014-09-29,4,28.130,NWE,@,KAN,L 14-41,*,8,4,23,5.75,0,50.0%,2.88,0,0,,0,0,0,,0,2,10,5.00,0,,0,0,0.0,2,0
69,2014,2014-10-05,5,28.136,NWE,,CIN,W 43-17,*,8,5,35,7.00,0,62.5%,4.38,0,0,,0,0,0,,0,3,12,4.00,0,,0,0,0.0,0,0
70,2014,2014-10-12,6,28.143,NWE,@,BUF,W 37-22,*,12,9,91,10.11,0,75.0%,7.58,1,10,10.00,0,0,0,,0,3,12,4.00,0,,0,0,0.0,0,0
71,2014,2014-10-16,7,28.147,NWE,,NYJ,W 27-25,*,9,4,44,11.00,0,44.4%,4.89,1,8,8.00,0,0,0,,0,1,3,3.00,0,,0,0,0.0,0,0
72,2014,2014-10-26,8,28.157,NWE,,CHI,W 51-23,*,4,1,14,14.00,0,25.0%,3.50,0,0,,0,0,0,,0,1,42,42.00,0,,0,0,0.0,0,0
73,2014,2014-11-02,9,28.164,NWE,,DEN,W 43-21,*,10,9,89,9.89,1,90.0%,8.90,0,0,,0,0,0,,0,1,84,84.00,1,,1,12,0.0,1,0
74,2014,2014-11-16,10,28.178,NWE,@,IND,W 42-20,*,8,5,50,10.00,0,62.5%,6.25,2,31,15.50,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
75,2014,2014-11-23,11,28.185,NWE,,DET,W 34-9,*,15,11,89,8.09,0,73.3%,5.93,0,0,,0,0,0,,0,2,11,5.50,0,,0,0,0.0,1,0
76,2014,2014-11-30,12,28.192,NWE,@,GNB,L 21-26,*,10,7,48,6.86,0,70.0%,4.80,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
77,2014,2014-12-07,13,28.199,NWE,@,SDG,W 23-14,,12,8,141,17.63,1,66.7%,11.75,1,4,4.00,0,0,0,,0,3,20,6.67,0,,1,6,0.0,0,0
78,2014,2014-12-14,14,28.206,NWE,,MIA,W 41-13,*,10,7,88,12.57,1,70.0%,8.80,1,6,6.00,0,0,0,,0,2,17,8.50,0,,1,6,0.0,0,0
79,2015,2015-09-10,1,29.111,NWE,,PIT,W 28-21,*,12,11,97,8.82,0,91.7%,8.08,1,9,9.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
80,2015,2015-09-20,2,29.121,NWE,@,BUF,W 40-32,*,19,11,97,8.82,2,57.9%,5.11,1,12,12.00,0,0,0,,0,1,2,2.00,0,,2,12,0.0,0,0
81,2015,2015-09-27,3,29.128,NWE,,JAX,W 51-17,*,11,8,85,10.63,0,72.7%,7.73,0,0,,0,0,0,,0,1,8,8.00,0,,0,0,0.0,0,0
82,2015,2015-10-11,4,29.142,NWE,@,DAL,W 30-6,*,5,4,120,30.00,1,80.0%,24.00,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
83,2015,2015-10-18,5,29.149,NWE,@,IND,W 34-27,*,10,6,50,8.33,1,60.0%,5.00,1,2,2.00,0,0,0,,0,2,8,4.00,0,,1,6,0.0,0,0
84,2015,2015-10-25,6,29.156,NWE,,NYJ,W 30-23,*,9,5,54,10.80,0,55.6%,6.00,0,0,,0,0,0,,0,2,27,13.50,0,,0,0,0.0,0,0
85,2015,2015-10-29,7,29.160,NWE,,MIA,W 36-7,*,9,7,81,11.57,2,77.8%,9.00,0,0,,0,0,0,,0,3,38,12.67,0,,2,12,0.0,0,0
86,2015,2015-11-08,8,29.170,NWE,,WAS,W 27-10,*,8,5,55,11.00,1,62.5%,6.88,0,0,,0,0,0,,0,1,-2,-2.00,0,,1,6,0.0,0,0
87,2015,2015-11-15,9,29.177,NWE,@,NYG,W 27-26,*,5,4,53,13.25,0,80.0%,10.60,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
88,2016,2016-09-11,1,30.112,NWE,@,ARI,W 23-21,*,7,7,66,9.43,0,100.0%,9.43,3,16,5.33,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
89,2016,2016-09-18,2,30.119,NWE,,MIA,W 31-24,*,10,7,76,10.86,0,70.0%,7.60,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
90,2016,2016-09-22,3,30.123,NWE,,HOU,W 27-0,*,6,4,38,9.50,0,66.7%,6.33,3,14,4.67,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
91,2016,2016-10-02,4,30.133,NWE,,BUF,L 0-16,*,4,1,16,16.00,0,25.0%,4.00,1,1,1.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
92,2016,2016-10-09,5,30.140,NWE,@,CLE,W 33-13,*,10,5,35,7.00,0,50.0%,3.50,0,0,,0,1,9,9.00,0,2,12,6.00,0,,0,0,0.0,0,0
93,2016,2016-10-16,6,30.147,NWE,,CIN,W 35-17,*,7,4,30,7.50,0,57.1%,4.29,1,8,8.00,0,1,16,16.00,0,3,49,16.33,0,,0,0,0.0,0,0
94,2016,2016-10-23,7,30.154,NWE,@,PIT,W 27-16,*,10,9,60,6.67,0,90.0%,6.00,0,0,,0,0,0,,0,2,22,11.00,0,,0,0,0.0,0,0
95,2016,2016-10-30,8,30.161,NWE,@,BUF,W 41-25,*,8,4,37,9.25,1,50.0%,4.63,1,0,0.00,0,0,0,,0,2,19,9.50,0,,1,6,0.0,0,0
96,2016,2016-11-13,9,30.175,NWE,,SEA,L 24-31,*,9,7,99,14.14,0,77.8%,11.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
97,2016,2016-11-20,10,30.182,NWE,@,SFO,W 30-17,*,17,8,77,9.63,1,47.1%,4.53,2,12,6.00,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
98,2016,2016-11-27,11,30.189,NWE,@,NYJ,W 22-17,*,11,8,83,10.38,0,72.7%,7.55,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
99,2016,2016-12-04,12,30.196,NWE,,LAR,W 26-10,*,12,8,101,12.63,0,66.7%,8.42,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
100,2016,2016-12-12,13,30.204,NWE,,BAL,W 30-23,,15,7,73,10.43,0,46.7%,4.87,0,0,,0,1,19,19.00,0,0,0,,0,,0,0,0.0,0,0
101,2016,2016-12-18,14,30.210,NWE,@,DEN,W 16-3,,12,6,75,12.50,0,50.0%,6.25,0,0,,0,0,0,,0,3,21,7.00,0,,0,0,0.0,0,0
102,2016,2016-12-24,15,30.216,NWE,,NYJ,W 41-3,,8,5,89,17.80,0,62.5%,11.13,0,0,,0,0,0,,0,2,12,6.00,0,,0,0,0.0,0,0
103,2016,2017-01-01,16,30.224,NWE,@,MIA,W 35-14,*,13,8,151,18.88,1,61.5%,11.62,1,6,6.00,0,0,0,,0,1,0,0.00,0,1,1,8,0.0,0,0
