ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2007,2007-09-09,1,22.353,KAN,@,HOU,L 3-20,,7,3,42,14.00,0,42.9%,6.00,0,0,,0,0,0,,0,0,0,0.0,,
2,2007,2007-09-16,2,22.360,KAN,@,CHI,L 10-20,*,3,2,22,11.00,1,66.7%,7.33,0,0,,0,0,0,,0,1,6,0.0,,
3,2007,2007-09-23,3,23.002,KAN,,MIN,W 13-10,*,6,5,71,14.20,1,83.3%,11.83,0,0,,0,0,0,,0,1,6,0.0,,
4,2007,2007-09-30,4,23.009,KAN,@,SDG,W 30-16,*,10,8,164,20.50,1,80.0%,16.40,0,0,,0,0,0,,0,1,6,0.0,,
5,2007,2007-10-07,5,23.016,KAN,,JAX,L 7-17,*,8,4,70,17.50,0,50.0%,8.75,0,0,,0,0,0,,0,0,0,0.0,,
6,2007,2007-10-14,6,23.023,KAN,,CIN,W 27-20,*,7,4,46,11.50,0,57.1%,6.57,0,0,,0,0,0,,0,0,0,0.0,,
7,2007,2007-10-21,7,23.030,KAN,@,OAK,W 12-10,*,4,3,84,28.00,0,75.0%,21.00,0,0,,0,0,0,,0,0,0,0.0,,
8,2007,2007-11-04,8,23.044,KAN,,GNB,L 22-33,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,,
9,2007,2007-11-11,9,23.051,KAN,,DEN,L 11-27,*,13,9,105,11.67,0,69.2%,8.08,0,0,,0,0,0,,0,0,0,0.0,,
10,2007,2007-11-18,10,23.058,KAN,@,IND,L 10-13,*,10,7,64,9.14,1,70.0%,6.40,0,0,,0,0,0,,0,1,6,0.0,,
11,2007,2007-11-25,11,23.065,KAN,,OAK,L 17-20,*,7,4,63,15.75,0,57.1%,9.00,0,0,,0,0,0,,0,0,0,0.0,,
12,2007,2007-12-02,12,23.072,KAN,,SDG,L 10-24,*,11,5,55,11.00,0,45.5%,5.00,0,0,,0,0,0,,0,0,0,0.0,,
13,2007,2007-12-09,13,23.079,KAN,@,DEN,L 7-41,*,6,2,35,17.50,0,33.3%,5.83,0,0,,0,0,0,,0,0,0,0.0,,
14,2007,2007-12-16,14,23.086,KAN,,TEN,L 17-26,*,9,5,64,12.80,0,55.6%,7.11,0,0,,0,0,0,,0,0,0,0.0,,
15,2007,2007-12-23,15,23.093,KAN,@,DET,L 20-25,*,11,8,97,12.13,1,72.7%,8.82,0,0,,0,0,0,,0,1,6,0.0,,
16,2007,2007-12-30,16,23.100,KAN,@,NYJ,L 10-13,*,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,0,0,0.0,,
17,2008,2008-09-07,1,23.352,KAN,@,NWE,L 10-17,*,13,5,49,9.80,1,38.5%,3.77,0,0,,0,0,0,,0,1,6,0.0,1,0
18,2008,2008-09-14,2,23.359,KAN,,OAK,L 8-23,*,9,6,90,15.00,0,66.7%,10.00,0,0,,0,0,0,,0,0,0,0.0,0,0
19,2008,2008-09-21,3,24.000,KAN,@,ATL,L 14-38,*,12,4,43,10.75,1,33.3%,3.58,0,0,,0,0,0,,0,1,6,0.0,0,0
20,2008,2008-09-28,4,24.007,KAN,,DEN,W 33-19,*,12,7,85,12.14,0,58.3%,7.08,0,0,,0,0,0,,0,0,0,0.0,0,0
21,2008,2008-10-05,5,24.014,KAN,@,CAR,L 0-34,*,10,5,57,11.40,0,50.0%,5.70,0,0,,0,0,0,,0,0,0,0.0,0,0
22,2008,2008-10-19,6,24.028,KAN,,TEN,L 10-34,*,8,7,86,12.29,0,87.5%,10.75,0,0,,0,0,0,,0,0,0,0.0,0,0
23,2008,2008-10-26,7,24.035,KAN,@,NYJ,L 24-28,*,10,6,102,17.00,0,60.0%,10.20,0,0,,0,0,0,,0,0,0,0.0,0,0
24,2008,2008-11-02,8,24.042,KAN,,TAM,L 27-30,*,6,2,29,14.50,1,33.3%,4.83,0,0,,0,0,0,,0,1,6,0.0,0,0
25,2008,2008-11-09,9,24.049,KAN,@,SDG,L 19-20,*,10,6,72,12.00,0,60.0%,7.20,0,0,,0,0,0,,0,0,0,0.0,0,0
26,2008,2008-11-16,10,24.056,KAN,,NOR,L 20-30,*,16,7,53,7.57,2,43.8%,3.31,0,0,,0,0,0,,0,2,12,0.0,1,0
27,2008,2008-11-23,11,24.063,KAN,,BUF,L 31-54,*,6,3,58,19.33,1,50.0%,9.67,0,0,,0,0,0,,0,1,6,0.0,0,0
28,2008,2008-11-30,12,24.070,KAN,@,OAK,W 20-13,*,4,2,27,13.50,0,50.0%,6.75,0,0,,0,0,0,,0,0,0,0.0,0,0
29,2008,2008-12-07,13,24.077,KAN,@,DEN,L 17-24,*,12,7,96,13.71,0,58.3%,8.00,0,0,,0,0,0,,0,0,0,0.0,0,0
30,2008,2008-12-14,14,24.084,KAN,,SDG,L 21-22,*,8,6,44,7.33,1,75.0%,5.50,0,0,,0,1,1,1.00,0,1,6,0.0,0,0
31,2008,2008-12-21,15,24.091,KAN,,MIA,L 31-38,*,7,3,28,9.33,0,42.9%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0
32,2008,2008-12-28,16,24.098,KAN,@,CIN,L 6-16,*,14,10,103,10.30,0,71.4%,7.36,0,0,,0,0,0,,0,0,0,0.0,0,0
33,2009,2009-09-13,1,24.357,KAN,@,BAL,L 24-38,*,5,4,40,10.00,1,80.0%,8.00,0,0,,0,0,0,,0,1,6,0.0,0,0
34,2009,2009-09-20,2,24.364,KAN,,OAK,L 10-13,,5,5,56,11.20,1,100.0%,11.20,0,0,,0,0,0,,0,1,6,0.0,0,0
35,2009,2009-10-04,4,25.013,KAN,,NYG,L 16-27,*,4,1,11,11.00,0,25.0%,2.75,0,0,,0,0,0,,0,0,0,0.0,0,0
36,2009,2009-10-11,5,25.020,KAN,,DAL,L 20-26,*,10,5,74,14.80,1,50.0%,7.40,0,0,,0,0,0,,0,1,6,0.0,0,0
37,2009,2009-10-18,6,25.027,KAN,@,WAS,W 14-6,*,14,6,109,18.17,0,42.9%,7.79,0,0,,0,0,0,,0,0,0,0.0,0,0
38,2009,2009-10-25,7,25.034,KAN,,SDG,L 7-37,*,5,2,11,5.50,1,40.0%,2.20,0,0,,0,0,0,,0,1,6,0.0,0,0
39,2009,2009-11-08,8,25.048,KAN,@,JAX,L 21-24,*,10,4,74,18.50,0,40.0%,7.40,0,0,,0,0,0,,0,0,0,0.0,0,0
40,2009,2009-11-15,9,25.055,KAN,@,OAK,W 16-10,*,11,6,91,15.17,0,54.5%,8.27,0,0,,0,0,0,,0,0,0,0.0,0,0
41,2009,2009-12-20,14,25.090,KAN,,CLE,L 34-41,*,10,4,56,14.00,0,40.0%,5.60,0,0,,0,0,0,,0,0,0,0.0,0,0
42,2009,2009-12-27,15,25.097,KAN,@,CIN,L 10-17,*,12,9,61,6.78,0,75.0%,5.08,0,0,,0,0,0,,0,0,0,0.0,0,0
43,2009,2010-01-03,16,25.104,KAN,@,DEN,W 44-24,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
44,2010,2010-09-13,1,25.357,KAN,,SDG,W 21-14,*,5,1,13,13.00,0,20.0%,2.60,0,0,,0,0,0,,0,0,0,0.0,0,0
45,2010,2010-09-19,2,25.363,KAN,@,CLE,W 16-14,*,5,4,45,11.25,0,80.0%,9.00,0,0,,0,0,0,,0,0,0,0.0,0,0
46,2010,2010-09-26,3,26.005,KAN,,SFO,W 31-10,*,5,2,61,30.50,1,40.0%,12.20,0,0,,0,0,0,,0,1,6,0.0,1,0
47,2010,2010-10-10,4,26.019,KAN,@,IND,L 9-19,*,8,2,33,16.50,0,25.0%,4.13,0,0,,0,0,0,,0,0,0,0.0,0,0
48,2010,2010-10-17,5,26.026,KAN,@,HOU,L 31-35,*,9,6,108,18.00,2,66.7%,12.00,0,0,,0,0,0,,0,2,12,0.0,0,0
49,2010,2010-10-24,6,26.033,KAN,,JAX,W 42-20,*,5,3,81,27.00,2,60.0%,16.20,0,0,,0,0,0,,0,2,12,0.0,0,0
50,2010,2010-10-31,7,26.040,KAN,,BUF,W 13-10,*,6,3,16,5.33,1,50.0%,2.67,1,4,4.00,0,0,0,,0,1,6,0.0,0,0
51,2010,2010-11-07,8,26.047,KAN,@,OAK,L 20-23,*,12,5,63,12.60,1,41.7%,5.25,0,0,,0,0,0,,0,1,6,0.0,0,0
52,2010,2010-11-14,9,26.054,KAN,@,DEN,L 29-49,*,18,13,186,14.31,2,72.2%,10.33,0,0,,0,0,0,,0,2,12,0.0,0,0
53,2010,2010-11-21,10,26.061,KAN,,ARI,W 31-13,*,8,6,109,18.17,2,75.0%,13.63,0,0,,0,0,0,,0,2,12,0.0,0,0
54,2010,2010-11-28,11,26.068,KAN,@,SEA,W 42-24,*,17,13,170,13.08,3,76.5%,10.00,0,0,,0,0,0,,0,3,18,0.0,0,0
55,2010,2010-12-05,12,26.075,KAN,,DEN,W 10-6,*,3,,,,,0.0%,,,,,,,,,,,,,,
56,2010,2010-12-12,13,26.082,KAN,@,SDG,L 0-31,*,7,1,3,3.00,0,14.3%,0.43,0,0,,0,0,0,,0,0,0,0.0,0,0
57,2010,2010-12-19,14,26.089,KAN,@,STL,W 27-13,*,6,2,53,26.50,0,33.3%,8.83,0,0,,0,0,0,,0,0,0,0.0,0,0
58,2010,2010-12-26,15,26.096,KAN,,TEN,W 34-14,*,9,6,153,25.50,1,66.7%,17.00,0,0,,0,0,0,,0,1,6,0.0,0,0
59,2010,2011-01-02,16,26.103,KAN,,OAK,L 10-31,*,10,5,68,13.60,0,50.0%,6.80,0,0,,0,0,0,,0,0,0,0.0,0,0
60,2011,2011-09-11,1,26.355,KAN,,BUF,L 7-41,*,8,2,17,8.50,0,25.0%,2.13,0,0,,0,0,0,,0,0,0,0.0,0,0
61,2011,2011-09-18,2,26.362,KAN,@,DET,L 3-48,*,8,5,101,20.20,0,62.5%,12.63,1,12,12.00,0,0,0,,0,0,0,0.0,0,0
62,2011,2011-09-25,3,27.004,KAN,@,SDG,L 17-20,*,6,4,67,16.75,1,66.7%,11.17,0,0,,0,0,0,,0,1,6,0.0,0,0
63,2011,2011-10-02,4,27.011,KAN,,MIN,W 22-17,*,9,5,107,21.40,1,55.6%,11.89,0,0,,0,0,0,,0,1,6,0.0,0,0
64,2011,2011-10-09,5,27.018,KAN,@,IND,W 28-24,*,11,7,128,18.29,2,63.6%,11.64,0,0,,0,0,0,,0,2,12,0.0,0,0
65,2011,2011-10-23,6,27.032,KAN,@,OAK,W 28-0,*,10,6,76,12.67,0,60.0%,7.60,0,0,,0,0,0,,0,0,0,0.0,1,0
66,2011,2011-10-31,7,27.040,KAN,,SDG,W 23-20,*,11,4,62,15.50,0,36.4%,5.64,0,0,,0,0,0,,0,0,0,0.0,0,0
67,2011,2011-11-06,8,27.046,KAN,,MIA,L 3-31,*,10,6,88,14.67,0,60.0%,8.80,0,0,,0,0,0,,0,0,0,0.0,0,0
68,2011,2011-11-13,9,27.053,KAN,,DEN,L 10-17,*,7,2,17,8.50,0,28.6%,2.43,0,0,,0,0,0,,0,0,0,0.0,0,0
69,2011,2011-11-21,10,27.061,KAN,@,NWE,L 3-34,*,9,7,87,12.43,0,77.8%,9.67,0,0,,0,0,0,,0,0,0,0.0,0,0
70,2011,2011-11-27,11,27.067,KAN,,PIT,L 9-13,*,11,7,69,9.86,0,63.6%,6.27,0,0,,0,0,0,,0,0,0,0.0,0,0
71,2011,2011-12-04,12,27.074,KAN,@,CHI,W 10-3,*,9,4,49,12.25,0,44.4%,5.44,0,0,,0,0,0,,0,0,0,0.0,0,0
72,2011,2011-12-11,13,27.081,KAN,@,NYJ,L 10-37,*,10,6,69,11.50,0,60.0%,6.90,0,0,,0,0,0,,0,0,0,0.0,0,0
73,2011,2011-12-18,14,27.088,KAN,,GNB,W 19-14,,5,4,49,12.25,0,80.0%,9.80,0,0,,0,0,0,,0,0,0,0.0,0,0
74,2011,2011-12-24,15,27.094,KAN,,OAK,L 13-16,,11,6,80,13.33,1,54.5%,7.27,0,0,,0,0,0,,0,1,6,0.0,0,0
75,2011,2012-01-01,16,27.102,KAN,@,DEN,W 7-3,*,7,6,93,15.50,0,85.7%,13.29,0,0,,0,0,0,,0,0,0,0.0,0,0
76,2012,2012-09-09,1,27.354,KAN,,ATL,L 24-40,,6,3,53,17.67,0,50.0%,8.83,0,0,,0,0,0,,0,0,0,0.0,0,0
77,2012,2012-09-16,2,27.361,KAN,@,BUF,L 17-35,*,15,8,102,12.75,2,53.3%,6.80,0,0,,0,0,0,,0,2,12,0.0,0,0
78,2012,2012-09-23,3,28.002,KAN,@,NOR,W 27-24,*,16,7,79,11.29,0,43.8%,4.94,0,0,,0,0,0,,0,0,0,0.0,0,0
79,2012,2012-09-30,4,28.009,KAN,,SDG,L 20-37,*,12,7,108,15.43,1,58.3%,9.00,0,0,,0,0,0,,0,1,6,0.0,0,0
80,2012,2012-10-07,5,28.016,KAN,,BAL,L 6-9,*,8,6,60,10.00,0,75.0%,7.50,0,0,,0,0,0,,0,0,0,0.0,0,0
81,2012,2012-10-14,6,28.023,KAN,@,TAM,L 10-38,*,9,3,25,8.33,0,33.3%,2.78,0,0,,0,0,0,,0,0,0,0.0,0,0
82,2012,2012-10-28,7,28.037,KAN,,OAK,L 16-26,*,6,3,65,21.67,0,50.0%,10.83,0,0,,0,0,0,,0,0,0,0.0,0,0
83,2012,2012-11-01,8,28.041,KAN,@,SDG,L 13-31,*,10,8,79,9.88,0,80.0%,7.90,0,0,,0,0,0,,0,0,0,0.0,0,0
84,2012,2012-11-12,9,28.052,KAN,@,PIT,L 13-16,*,9,4,55,13.75,0,44.4%,6.11,0,0,,0,0,0,,0,0,0,0.0,0,0
85,2012,2012-11-18,10,28.058,KAN,,CIN,L 6-28,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
86,2012,2012-11-25,11,28.065,KAN,,DEN,L 9-17,*,12,4,41,10.25,0,33.3%,3.42,0,0,,0,0,0,,0,0,0,0.0,0,0
87,2012,2012-12-02,12,28.072,KAN,,CAR,W 27-21,*,7,4,64,16.00,0,57.1%,9.14,0,0,,0,0,0,,0,0,0,0.0,0,0
88,2012,2012-12-09,13,28.079,KAN,@,CLE,L 7-30,*,2,2,70,35.00,0,100.0%,35.00,0,0,,0,0,0,,0,0,0,0.0,0,0
89,2013,2013-09-08,1,28.352,KAN,@,JAX,W 28-2,*,6,4,30,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,0,0,0.0,0,0
90,2013,2013-09-15,2,28.359,KAN,,DAL,W 17-16,*,8,4,56,14.00,1,50.0%,7.00,0,0,,0,0,0,,0,1,6,0.0,0,0
91,2013,2013-09-19,3,28.363,KAN,@,PHI,W 26-16,*,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,0,0,0,0.0,0,0
92,2013,2013-09-29,4,29.008,KAN,,NYG,W 31-7,*,7,4,58,14.50,1,57.1%,8.29,0,0,,0,0,0,,0,1,6,0.0,1,0
93,2013,2013-10-06,5,29.015,KAN,@,TEN,W 26-17,*,6,4,35,8.75,0,66.7%,5.83,0,0,,0,0,0,,0,0,0,0.0,0,0
94,2013,2013-10-13,6,29.022,KAN,,OAK,W 24-7,*,4,3,46,15.33,0,75.0%,11.50,0,0,,0,0,0,,0,0,0,0.0,0,0
95,2013,2013-10-20,7,29.029,KAN,,HOU,W 17-16,*,9,5,66,13.20,0,55.6%,7.33,0,0,,0,0,0,,0,0,0,0.0,0,0
96,2013,2013-10-27,8,29.036,KAN,,CLE,W 23-17,*,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,0.0,0,0
97,2013,2013-11-03,9,29.043,KAN,@,BUF,W 23-13,*,12,7,67,9.57,0,58.3%,5.58,0,0,,0,0,0,,0,0,0,0.0,0,0
98,2013,2013-11-17,10,29.057,KAN,@,DEN,L 17-27,*,14,4,57,14.25,1,28.6%,4.07,0,0,,0,0,0,,0,1,6,0.0,0,0
99,2013,2013-11-24,11,29.064,KAN,,SDG,L 38-41,*,6,5,51,10.20,1,83.3%,8.50,0,0,,0,0,0,,0,1,6,0.0,0,0
100,2013,2013-12-01,12,29.071,KAN,,DEN,L 28-35,*,7,3,56,18.67,0,42.9%,8.00,0,0,,0,0,0,,0,0,0,0.0,0,0
101,2013,2013-12-08,13,29.078,KAN,@,WAS,W 45-10,*,5,4,70,17.50,1,80.0%,14.00,0,0,,0,0,0,,0,1,6,0.0,0,0
102,2013,2013-12-15,14,29.085,KAN,@,OAK,W 56-31,*,4,3,24,8.00,0,75.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
103,2013,2013-12-22,15,29.092,KAN,,IND,L 7-23,*,10,5,46,9.20,0,50.0%,4.60,0,0,,0,0,0,,0,0,0,0.0,0,0
104,2014,2014-09-14,2,29.358,KAN,@,DEN,L 17-24,*,6,3,40,13.33,0,50.0%,6.67,0,0,,0,0,0,,0,0,0,0.0,0,0
105,2014,2014-09-21,3,30.000,KAN,@,MIA,W 34-15,*,5,3,32,10.67,0,60.0%,6.40,0,0,,0,0,0,,0,0,0,0.0,0,0
106,2014,2014-09-29,4,30.008,KAN,,NWE,W 41-14,*,6,5,81,16.20,0,83.3%,13.50,0,0,,0,0,0,,0,0,0,0.0,0,0
107,2014,2014-10-05,5,30.014,KAN,@,SFO,L 17-22,*,6,3,42,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0
108,2014,2014-10-19,6,30.028,KAN,@,SDG,W 23-20,*,7,5,84,16.80,0,71.4%,12.00,0,0,,0,0,0,,0,0,0,0.0,0,0
109,2014,2014-10-26,7,30.035,KAN,,STL,W 34-7,*,6,6,64,10.67,0,100.0%,10.67,0,0,,0,0,0,,0,0,0,0.0,0,0
110,2014,2014-11-02,8,30.042,KAN,,NYJ,W 24-10,*,10,6,55,9.17,0,60.0%,5.50,0,0,,0,0,0,,0,0,0,0.0,0,0
111,2014,2014-11-09,9,30.049,KAN,@,BUF,W 17-13,*,12,8,93,11.63,0,66.7%,7.75,0,0,,0,0,0,,0,0,0,0.0,0,0
112,2014,2014-11-16,10,30.056,KAN,,SEA,W 24-20,*,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,0.0,0,0
113,2014,2014-11-20,11,30.060,KAN,@,OAK,L 20-24,*,5,3,42,14.00,0,60.0%,8.40,0,0,,0,0,0,,0,0,0,0.0,0,0
114,2014,2014-11-30,12,30.070,KAN,,DEN,L 16-29,*,5,2,18,9.00,0,40.0%,3.60,0,0,,0,0,0,,0,0,0,0.0,0,0
115,2014,2014-12-07,13,30.077,KAN,@,ARI,L 14-17,*,3,2,29,14.50,0,66.7%,9.67,0,0,,0,0,0,,0,0,0,0.0,0,0
116,2014,2014-12-14,14,30.084,KAN,,OAK,W 31-13,*,7,3,69,23.00,0,42.9%,9.86,0,0,,0,0,0,,0,0,0,0.0,0,0
117,2014,2014-12-21,15,30.091,KAN,@,PIT,L 12-20,*,8,6,57,9.50,0,75.0%,7.13,0,0,,0,0,0,,0,0,0,0.0,0,0
118,2014,2014-12-28,16,30.098,KAN,,SDG,W 19-7,*,5,3,30,10.00,0,60.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
119,2015,2015-09-20,2,30.364,CLE,,TEN,W 28-14,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
120,2015,2015-10-04,4,31.013,CLE,@,SDG,L 27-30,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
121,2015,2015-11-01,8,31.041,CLE,,ARI,L 20-34,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
122,2015,2015-11-05,9,31.045,CLE,@,CIN,L 10-31,,5,3,31,10.33,0,60.0%,6.20,0,0,,0,0,0,,0,0,0,0.0,0,0
123,2015,2015-11-30,11,31.070,CLE,,BAL,L 27-33,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
124,2015,2015-12-20,14,31.090,CLE,@,SEA,L 13-30,,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,0,0,0.0,0,0
125,2015,2015-12-27,15,31.097,CLE,@,KAN,L 13-17,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
