ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2003,2003-12-07,13,23.203,TAM,@,NOR,W 14-7,,,,,,,0.0%,,,,,,,,,,,,,,,
2,2003,2003-12-28,16,23.224,TAM,@,TEN,L 13-33,,6,4,38,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,0,0,,0,0,0
3,2005,2005-09-11,1,25.116,TAM,@,MIN,W 24-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0
4,2005,2005-09-18,2,25.123,TAM,,BUF,W 19-3,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0
5,2005,2005-09-25,3,25.130,TAM,@,GNB,W 17-16,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0
6,2005,2005-10-02,4,25.137,TAM,,DET,W 17-13,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0
7,2005,2005-10-09,5,25.144,TAM,@,NYJ,L 12-14,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,0,0,0
8,2005,2005-10-16,6,25.151,TAM,,MIA,W 27-13,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0
9,2005,2005-10-30,7,25.165,TAM,@,SFO,L 10-15,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,0
10,2005,2005-11-06,8,25.172,TAM,,CAR,L 14-34,,,,,,,0.0%,,,,,,,,,,,,,,,
11,2005,2005-11-13,9,25.179,TAM,,WAS,W 36-35,,4,3,87,29.00,1,75.0%,21.75,0,0,,0,2,40,20.00,0,0,0,,0,1,6
12,2005,2005-11-20,10,25.186,TAM,@,ATL,W 30-27,,0,0,0,,0,0.0%,,0,0,,0,3,47,15.67,0,0,0,,0,0,0
13,2005,2005-11-27,11,25.193,TAM,,CHI,L 10-13,,0,0,0,,0,0.0%,,0,0,,0,4,94,23.50,0,0,0,,0,0,0
14,2005,2005-12-04,12,25.200,TAM,@,NOR,W 10-3,,0,0,0,,0,0.0%,,0,0,,0,2,53,26.50,0,0,0,,0,0,0
15,2005,2005-12-11,13,25.207,TAM,@,CAR,W 20-10,,0,0,0,,0,0.0%,,0,0,,0,2,30,15.00,0,0,0,,0,0,0
16,2005,2005-12-17,14,25.213,TAM,@,NWE,L 0-28,,0,0,0,,0,0.0%,,0,0,,0,2,40,20.00,0,0,0,,0,0,0
17,2005,2005-12-24,15,25.220,TAM,,ATL,W 27-24,,0,0,0,,0,0.0%,,0,0,,0,5,110,22.00,0,0,0,,0,0,0
18,2005,2006-01-01,16,25.228,TAM,,NOR,W 27-13,,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0,,0,0,0
19,2006,2006-09-17,2,26.122,HOU,@,IND,L 24-43,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,6,154,25.67,0,0,0,,0,0,0
20,2006,2006-09-24,3,26.129,HOU,,WAS,L 15-31,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0
21,2006,2006-10-01,4,26.136,HOU,,MIA,W 17-15,,1,1,7,7.00,0,100.0%,7.00,1,6,6.00,0,2,71,35.50,0,0,0,,0,0,0
22,2006,2006-10-15,5,26.150,HOU,@,DAL,L 6-34,,0,0,0,,0,0.0%,,0,0,,0,6,109,18.17,0,0,0,,0,0,0
23,2006,2006-10-22,6,26.157,HOU,,JAX,W 27-7,,0,0,0,,0,0.0%,,1,-1,-1.00,0,1,28,28.00,0,2,10,5.00,0,0,0
24,2006,2006-10-29,7,26.164,HOU,@,TEN,L 22-28,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,2,33,16.50,0,1,14,14.00,0,0,0
25,2006,2006-11-05,8,26.171,HOU,@,NYG,L 10-14,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0
