ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2006,2006-09-10,1,23.067,NWE,,BUF,W 19-17,,,0,0,,0,0.0%,,0,0,0.0,,
2,2006,2006-09-17,2,23.074,NWE,@,NYJ,W 24-17,,2,1,29,29.00,0,50.0%,14.50,0,0,0.0,,
3,2006,2006-09-24,3,23.081,NWE,,DEN,L 7-17,*,,0,0,,0,0.0%,,0,0,0.0,,
4,2006,2006-10-01,4,23.088,NWE,@,CIN,W 38-13,,1,0,0,,0,0.0%,0.00,0,0,0.0,,
5,2006,2006-10-08,5,23.095,NWE,,MIA,W 20-10,*,1,1,11,11.00,0,100.0%,11.00,0,0,0.0,,
6,2006,2006-10-22,6,23.109,NWE,@,BUF,W 28-6,,1,0,0,,0,0.0%,0.00,0,0,0.0,,
7,2006,2006-10-30,7,23.117,NWE,@,MIN,W 31-7,,1,1,12,12.00,0,100.0%,12.00,0,0,0.0,,
8,2006,2006-11-05,8,23.123,NWE,,IND,L 20-27,,2,0,0,,0,0.0%,0.00,0,0,0.0,,
9,2006,2006-11-12,9,23.130,NWE,,NYJ,L 14-17,,,0,0,,0,0.0%,,0,0,0.0,,
10,2006,2006-11-26,11,23.144,NWE,,CHI,W 17-13,,,0,0,,0,0.0%,,0,0,0.0,,
11,2006,2006-12-03,12,23.151,NWE,,DET,W 28-21,,,0,0,,0,0.0%,,0,0,0.0,,
12,2006,2006-12-10,13,23.158,NWE,@,MIA,L 0-21,,0,0,0,,0,0.0%,,0,0,0.0,,
13,2006,2006-12-17,14,23.165,NWE,,HOU,W 40-7,,3,3,24,8.00,0,100.0%,8.00,0,0,0.0,,
14,2006,2006-12-24,15,23.172,NWE,@,JAX,W 24-21,*,5,5,83,16.60,1,100.0%,16.60,1,6,0.0,,
15,2006,2006-12-31,16,23.179,NWE,@,TEN,W 40-23,,0,0,0,,0,0.0%,,0,0,0.0,,
16,2007,2007-09-23,3,24.080,NWE,,BUF,W 38-7,,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,,
17,2007,2007-10-01,4,24.088,NWE,@,CIN,W 34-13,,,0,0,,0,0.0%,,0,0,0.0,,
18,2008,2008-09-07,1,25.064,NWE,,KAN,W 17-10,*,3,2,24,12.00,0,66.7%,8.00,0,0,0.0,0,0
19,2008,2008-09-14,2,25.071,NWE,@,NYJ,W 19-10,*,3,1,14,14.00,0,33.3%,4.67,0,0,0.0,0,0
20,2008,2008-09-21,3,25.078,NWE,,MIA,L 13-38,*,3,1,4,4.00,0,33.3%,1.33,0,0,0.0,0,0
21,2008,2008-10-05,4,25.092,NWE,@,SFO,W 30-21,,,,,,,0.0%,,,,,,
22,2008,2008-10-12,5,25.099,NWE,@,SDG,L 10-30,*,2,1,13,13.00,0,50.0%,6.50,0,0,0.0,0,0
23,2008,2008-10-20,6,25.107,NWE,,DEN,W 41-7,*,,,,,,0.0%,,,,,,
24,2008,2008-10-26,7,25.113,NWE,,STL,W 23-16,*,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,0,0
25,2008,2008-11-02,8,25.120,NWE,@,IND,L 15-18,,3,3,29,9.67,0,100.0%,9.67,0,0,0.0,0,0
26,2008,2008-11-09,9,25.127,NWE,,BUF,W 20-10,,,,,,,0.0%,,,,,,
27,2008,2008-11-13,10,25.131,NWE,,NYJ,L 31-34,*,1,,,,,0.0%,,,,,,
