ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1973,1973-09-16,1,22.163,DAL,@,CHI,W 20-17,0,0,,0,2,50,25.00,0
2,1973,1973-09-24,2,22.171,DAL,,NOR,W 40-3,,,,,,,,
3,1973,1973-09-30,3,22.177,DAL,,STL,W 45-10,2,17,8.50,0,1,24,24.00,0
4,1973,1973-10-08,4,22.185,DAL,@,WAS,L 7-14,0,0,,0,1,12,12.00,0
