ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,2001,2001-10-07,3,22.135,TEN,@,BAL,L 7-26,,,,,,,
2,2001,2001-10-14,4,22.142,TEN,,TAM,W 31-28,,0,0,0.0,1,0,0
3,2001,2001-10-21,5,22.149,TEN,@,DET,W 27-24,*,,,,,,
4,2001,2001-10-29,6,22.157,TEN,@,PIT,L 7-34,*,,,,,,
5,2001,2001-11-04,7,22.163,TEN,,JAX,W 28-24,*,,,,,,
6,2001,2001-11-12,8,22.171,TEN,,BAL,L 10-16,*,,,,,,
7,2001,2001-11-18,9,22.177,TEN,@,CIN,W 20-7,*,,,,,,
8,2001,2001-11-25,10,22.184,TEN,,PIT,L 24-34,*,,,,,,
9,2001,2001-12-02,11,22.191,TEN,@,CLE,W 31-15,*,,,,,,
10,2001,2001-12-09,12,22.198,TEN,@,MIN,L 24-42,*,0,0,0.0,1,0,0
11,2001,2001-12-16,13,22.205,TEN,,GNB,W 26-20,*,,,,,,
12,2001,2001-12-22,14,22.211,TEN,@,OAK,W 13-10,*,,,,,,
13,2001,2001-12-30,15,22.219,TEN,,CLE,L 38-41,*,0,0,0.0,1,36,0
14,2001,2002-01-06,16,22.226,TEN,,CIN,L 21-23,*,,,,,,
15,2002,2002-09-08,1,23.106,TEN,,PHI,W 27-24,*,0,0,0.0,1,2,0
16,2002,2002-09-15,2,23.113,TEN,@,DAL,L 13-21,*,,,,,,
17,2002,2002-09-22,3,23.120,TEN,,CLE,L 28-31,*,1,6,0.0,1,16,1
18,2002,2002-09-29,4,23.127,TEN,@,OAK,L 25-52,*,,,,,,
19,2002,2002-10-06,5,23.134,TEN,,WAS,L 14-31,*,,,,,,
20,2002,2002-10-13,6,23.141,TEN,,JAX,W 23-14,*,0,0,0.0,1,9,0
21,2002,2002-10-27,7,23.155,TEN,@,CIN,W 30-24,*,,,,,,
22,2002,2002-11-03,8,23.162,TEN,@,IND,W 23-15,*,,,,,,
23,2002,2002-11-10,9,23.169,TEN,,HOU,W 17-10,*,0,0,1.0,0,0,0
24,2002,2002-11-17,10,23.176,TEN,,PIT,W 31-23,*,,,,,,
25,2002,2002-11-24,11,23.183,TEN,@,BAL,L 12-13,*,,,,,,
26,2002,2002-12-01,12,23.190,TEN,@,NYG,W 32-29,*,,,,,,
27,2002,2002-12-08,13,23.197,TEN,,IND,W 27-17,*,,,,,,
28,2002,2002-12-16,14,23.205,TEN,,NWE,W 24-7,*,,,,,,
29,2002,2002-12-22,15,23.211,TEN,@,JAX,W 28-10,*,,,,,,
30,2002,2002-12-29,16,23.218,TEN,@,HOU,W 13-3,*,,,,,,
31,2003,2003-09-07,1,24.105,TEN,,OAK,W 25-20,*,,,,,,
32,2003,2003-09-14,2,24.112,TEN,@,IND,L 7-33,*,,,,,,
33,2003,2003-09-21,3,24.119,TEN,,NOR,W 27-12,*,,,,,,
34,2003,2003-09-28,4,24.126,TEN,@,PIT,W 30-13,*,,,,,,
35,2003,2003-10-05,5,24.133,TEN,@,NWE,L 30-38,*,,,,,,
36,2003,2003-10-12,6,24.140,TEN,,HOU,W 38-17,*,1,6,0.0,1,51,1
37,2003,2003-10-19,7,24.147,TEN,@,CAR,W 37-17,*,,,,,,
38,2003,2003-10-26,8,24.154,TEN,@,JAX,W 30-17,*,0,0,0.0,1,0,0
39,2003,2003-11-09,9,24.168,TEN,,MIA,W 31-7,*,1,6,0.0,1,11,1
40,2003,2003-11-16,10,24.175,TEN,,JAX,W 10-3,*,,,,,,
41,2003,2003-11-23,11,24.182,TEN,@,ATL,W 38-31,*,,,,,,
42,2003,2003-12-01,12,24.190,TEN,@,NYJ,L 17-24,*,0,0,0.0,1,0,0
43,2003,2003-12-07,13,24.196,TEN,,IND,L 27-29,*,,,,,,
44,2003,2003-12-14,14,24.203,TEN,,BUF,W 28-26,*,,,,,,
45,2003,2003-12-21,15,24.210,TEN,@,HOU,W 27-24,*,,,,,,
46,2003,2003-12-28,16,24.217,TEN,,TAM,W 33-13,*,,,,,,
47,2004,2004-09-11,1,25.109,TEN,@,MIA,W 17-7,*,0,0,0.0,1,11,0
48,2004,2004-09-19,2,25.117,TEN,,IND,L 17-31,*,,,,,,
49,2004,2004-09-26,3,25.124,TEN,,JAX,L 12-15,*,,,,,,
50,2004,2004-10-03,4,25.131,TEN,@,SDG,L 17-38,*,,,,,,
51,2004,2004-10-11,5,25.139,TEN,@,GNB,W 48-27,*,,,,,,
52,2004,2004-10-17,6,25.145,TEN,,HOU,L 10-20,*,,,,,,
53,2004,2004-10-24,7,25.152,TEN,@,MIN,L 3-20,*,,,,,,
54,2004,2004-10-31,8,25.159,TEN,,CIN,W 27-20,*,0,0,0.0,1,16,0
55,2004,2004-11-14,9,25.173,TEN,,CHI,L 17-19,*,0,0,0.0,2,21,0
56,2004,2004-11-21,10,25.180,TEN,@,JAX,W 18-15,*,,,,,,
57,2004,2004-11-28,11,25.187,TEN,@,HOU,L 21-31,*,,,,,,
58,2004,2004-12-05,12,25.194,TEN,@,IND,L 24-51,*,0,0,0.0,1,44,0
59,2004,2004-12-13,13,25.202,TEN,,KAN,L 38-49,*,,,,,,
60,2004,2004-12-19,14,25.208,TEN,@,OAK,L 35-40,*,,,,,,
61,2004,2004-12-25,15,25.214,TEN,,DEN,L 16-37,*,,,,,,
62,2004,2005-01-02,16,25.222,TEN,,DET,W 24-19,*,0,0,0.0,1,43,0
63,2005,2005-09-11,1,26.109,SEA,@,JAX,L 14-26,*,,,,,,
64,2005,2005-09-18,2,26.116,SEA,,ATL,W 21-18,*,,,,,,
65,2005,2005-09-25,3,26.123,SEA,,ARI,W 37-12,*,,,,,,
66,2005,2005-10-02,4,26.130,SEA,@,WAS,L 17-20,*,,,,,,
67,2005,2005-10-09,5,26.137,SEA,@,STL,W 37-31,*,,,,,,
68,2005,2005-11-06,8,26.165,SEA,@,ARI,W 33-19,,,,,,,
69,2005,2005-11-13,9,26.172,SEA,,STL,W 31-16,,,,,,,
70,2005,2005-11-20,10,26.179,SEA,@,SFO,W 27-25,,,,,,,
71,2005,2005-11-27,11,26.186,SEA,,NYG,W 24-21,,,,,,,
72,2005,2005-12-05,12,26.194,SEA,@,PHI,W 42-0,*,1,6,0.0,1,72,1
73,2006,2006-09-10,1,27.108,NYJ,@,TEN,W 23-16,*,0,0,0.0,2,0,0
74,2006,2006-09-17,2,27.115,NYJ,,NWE,L 17-24,*,,,,,,
75,2006,2006-09-24,3,27.122,NYJ,@,BUF,W 28-20,*,,,,,,
76,2006,2006-10-01,4,27.129,NYJ,,IND,L 28-31,*,,,,,,
77,2006,2006-10-08,5,27.136,NYJ,@,JAX,L 0-41,*,,,,,,
78,2006,2006-10-15,6,27.143,NYJ,,MIA,W 20-17,*,0,0,0.0,1,-3,0
79,2006,2006-10-22,7,27.150,NYJ,,DET,W 31-24,*,,,,,,
80,2006,2006-10-29,8,27.157,NYJ,@,CLE,L 13-20,*,,,,,,
81,2006,2006-11-12,9,27.171,NYJ,@,NWE,W 17-14,*,,,,,,
82,2006,2006-11-19,10,27.178,NYJ,,CHI,L 0-10,*,,,,,,
83,2006,2006-11-26,11,27.185,NYJ,,HOU,W 26-11,*,,,,,,
84,2006,2006-12-03,12,27.192,NYJ,@,GNB,W 38-10,*,0,0,0.0,1,0,0
85,2006,2006-12-10,13,27.199,NYJ,,BUF,L 13-31,*,,,,,,
86,2006,2006-12-17,14,27.206,NYJ,@,MIN,W 26-13,*,,,,,,
87,2006,2006-12-25,15,27.214,NYJ,@,MIA,W 13-10,*,,,,,,
88,2007,2007-09-16,2,28.114,NYJ,@,BAL,L 13-20,,,,,,,
89,2007,2007-09-23,3,28.121,NYJ,,MIA,W 31-28,,,,,,,
90,2007,2007-09-30,4,28.128,NYJ,@,BUF,L 14-17,,0,0,0.0,1,0,0
91,2007,2007-10-07,5,28.135,NYJ,@,NYG,L 24-35,,,,,,,
92,2007,2007-10-14,6,28.142,NYJ,,PHI,L 9-16,,,,,,,
93,2007,2007-10-28,8,28.156,NYJ,,BUF,L 3-13,,,,,,,
94,2007,2007-11-04,9,28.163,NYJ,,WAS,L 20-23,,,,,,,
95,2007,2007-11-18,10,28.177,NYJ,,PIT,W 19-16,,,,,,,
96,2007,2007-11-22,11,28.181,NYJ,@,DAL,L 3-34,,,,,,,
