ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1972,1972-09-17,1,22.243,ATL,@,CHI,W 37-21,,,,,,,,,,,,,,,,
2,1972,1972-09-24,2,22.250,ATL,@,NWE,L 20-21,,,,,,,,,,,,,,,,
3,1972,1972-10-01,3,22.257,ATL,,RAM,W 31-3,,,,,,,,,,,,,,,,
4,1972,1972-10-08,4,22.264,ATL,,DET,L 23-26,,,,,,,,,,,,,,,,
5,1972,1972-10-15,5,22.271,ATL,@,NOR,W 21-14,,,,,,,,,,,,,,,,
6,1972,1972-10-22,6,22.278,ATL,@,GNB,W 10-9,,,,,,,,,,,,,,,,
7,1972,1972-10-29,7,22.285,ATL,,SFO,L 14-49,,1,11,9.09,12,0,2,0.0,0,0,1.09,-7.09,0,0,,0
8,1972,1972-11-05,8,22.292,ATL,@,RAM,L 7-20,,,,,,,,,,,,,,,,
9,1972,1972-11-12,9,22.299,ATL,,NOR,W 36-20,,2,8,25.00,32,0,1,4.2,0,0,4.00,-1.63,2,8,4.00,0
10,1972,1972-11-20,10,22.307,ATL,@,WAS,L 13-24,,,,,,,,,,,,,,,,
11,1972,1972-11-26,11,22.313,ATL,,DEN,W 23-20,,,,,,,,,,,,,,,,
12,1972,1972-12-03,12,22.320,ATL,,HOU,W 20-10,,,,,,,,,,,,,,,,
13,1972,1972-12-10,13,22.327,ATL,@,SFO,L 0-20,,,,,,,,,,,,,,,,
14,1972,1972-12-17,14,22.334,ATL,,KAN,L 14-17,,,,,,,,,,,,,,,,
15,1973,1973-10-14,5,23.269,ATL,,CHI,W 46-6,,6,7,85.71,76,0,0,111.9,0,0,10.86,10.86,0,0,,0
16,1973,1973-10-21,6,23.276,ATL,@,SDG,W 41-0,,2,2,100.00,27,0,0,118.7,0,0,13.50,13.50,0,0,,0
17,1973,1973-11-11,9,23.297,ATL,@,PHI,W 44-27,,1,2,50.00,21,1,0,127.1,0,0,10.50,20.50,0,0,,0
18,1973,1973-12-09,13,23.325,ATL,,STL,L 10-32,,5,15,33.33,51,0,0,44.0,0,0,3.40,3.40,3,19,6.33,0
19,1974,1974-09-15,1,24.240,ATL,,DAL,L 0-24,,4,6,66.67,44,0,1,48.6,0,0,7.33,-0.17,0,0,,0
20,1974,1974-09-29,3,24.254,ATL,@,NOR,L 13-14,*,7,20,35.00,74,0,1,25.8,0,0,3.70,1.45,3,19,6.33,0
21,1974,1974-10-20,6,24.275,ATL,,NOR,L 3-13,,12,24,50.00,122,0,1,47.6,0,0,5.08,3.21,0,0,,0
22,1974,1974-11-03,8,24.289,ATL,@,MIA,L 7-42,,5,11,45.45,59,0,1,24.4,0,0,5.36,1.27,0,0,,0
23,1974,1974-11-24,11,24.310,ATL,@,SFO,L 0-27,*,13,30,43.33,148,0,2,31.0,0,0,4.93,1.93,0,0,,0
24,1974,1974-12-01,12,24.317,ATL,,RAM,L 7-30,*,7,14,50.00,109,1,2,60.4,0,0,7.79,2.79,0,0,,0
25,1975,1975-10-12,4,25.267,ATL,@,SFO,W 17-3,,1,2,50.00,9,0,0,62.5,0,0,4.50,4.50,0,0,,0
26,1975,1975-10-19,5,25.274,ATL,@,RAM,L 7-22,,6,11,54.55,91,1,0,112.3,0,0,8.27,10.09,0,0,,0
27,1975,1975-10-26,6,25.281,ATL,,CIN,L 14-21,,0,5,0.00,0,0,2,0.0,0,0,0.00,-18.00,0,0,,0
28,1975,1975-11-02,7,25.288,ATL,@,NOR,L 7-23,,8,21,38.10,144,1,2,38.7,0,0,6.86,3.52,2,-4,-2.00,0
29,1975,1975-11-16,9,25.302,ATL,,RAM,L 7-16,*,13,28,46.43,136,1,1,58.0,0,0,4.86,3.96,3,10,3.33,0
30,1975,1975-12-21,14,25.337,ATL,@,GNB,L 13-22,,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,1,3,3.00,0
