ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1984,1984-11-11,11,22.249,SDG,,DEN,L 13-16,,,,,,,,,,
2,1984,1984-11-18,12,22.256,SDG,,MIA,W 34-28,,,,,,,,,,
3,1984,1984-11-25,13,22.263,SDG,@,PIT,L 24-52,,,,,,,,,,
4,1984,1984-12-03,14,22.271,SDG,,CHI,W 20-7,,,,,,,,,,
5,1984,1984-12-09,15,22.277,SDG,@,DEN,L 13-16,,,,,,,,,,
6,1984,1984-12-16,16,22.284,SDG,,KAN,L 21-42,,,,,,,,,,
7,1986,1986-11-16,11,24.254,DEN,,KAN,W 38-17,,,,,,,,,,
8,1986,1986-11-23,12,24.261,DEN,@,NYG,L 16-19,,,,,,,,,,
9,1986,1986-11-30,13,24.268,DEN,,CIN,W 34-28,,,,,,,,,,
10,1986,1986-12-07,14,24.275,DEN,@,KAN,L 10-37,,,,,,,,,,
11,1986,1986-12-20,16,24.288,DEN,@,SEA,L 16-41,,,,,,,,,,
12,1987,1987-09-13,1,25.190,DEN,,SEA,W 40-17,0,0,,0,0,0,,0,0,
13,1987,1987-09-20,2,25.197,DEN,@,GNB,T 17-17,0,0,,0,0,0,,0,0,
14,1987,1987-10-04,3,25.211,DEN,,HOU,L 10-40,9,69,7.67,0,4,8,2.00,0,0,0
15,1987,1987-10-12,4,25.219,DEN,,RAI,W 30-14,6,62,10.33,0,0,0,,0,0,0
16,1987,1987-10-18,5,25.225,DEN,@,KAN,W 26-17,9,105,11.67,2,0,0,,0,2,12
17,1987,1987-10-26,6,25.233,DEN,@,MIN,L 27-34,0,0,,0,0,0,,0,0,
18,1987,1987-11-01,7,25.239,DEN,,DET,W 34-0,0,0,,0,0,0,,0,0,
19,1987,1987-11-08,8,25.246,DEN,@,BUF,L 14-21,0,0,,0,0,0,,0,0,
20,1987,1987-11-16,9,25.254,DEN,,CHI,W 31-29,0,0,,0,0,0,,0,0,
21,1987,1987-11-22,10,25.260,DEN,@,RAI,W 23-17,0,0,,0,0,0,,0,0,
22,1987,1987-11-29,11,25.267,DEN,@,SDG,W 31-17,0,0,,0,0,0,,0,0,
23,1987,1987-12-06,12,25.274,DEN,,NWE,W 31-20,0,0,,0,0,0,,0,0,
24,1987,1987-12-13,13,25.281,DEN,@,SEA,L 21-28,1,6,6.00,0,0,0,,0,0,0
25,1987,1987-12-19,14,25.287,DEN,,KAN,W 20-17,0,0,,0,0,0,,0,0,
26,1987,1987-12-27,15,25.295,DEN,,SDG,W 24-0,0,0,,0,0,0,,0,0,
