ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2010,2010-09-12,1,22.257,ATL,@,PIT,L 9-15,*,0,0,0.0,7,1,0,0,0
2,2010,2010-09-19,2,22.264,ATL,,ARI,W 41-7,*,0,0,1.0,8,1,0,0,0
3,2010,2010-09-26,3,22.271,ATL,@,NOR,W 27-24,*,0,0,0.0,7,0,0,0,0
4,2010,2010-10-10,5,22.285,ATL,@,CLE,W 20-10,*,0,0,0.0,3,2,0,0,0
5,2010,2010-11-21,10,22.327,ATL,@,STL,W 34-17,,,,,,,,,
6,2010,2010-11-28,11,22.334,ATL,,GNB,W 20-17,,0,0,0.0,2,1,0,0,0
7,2010,2010-12-05,12,22.341,ATL,@,TAM,W 28-24,,0,0,0.0,1,0,0,0,0
8,2010,2010-12-12,13,22.348,ATL,@,CAR,W 31-10,,,,,,,,,
9,2010,2010-12-19,14,22.355,ATL,@,SEA,W 34-18,*,0,0,0.0,5,0,0,0,0
10,2010,2010-12-27,15,22.363,ATL,,NOR,L 14-17,,0,0,0.0,1,3,0,0,0
11,2010,2011-01-02,16,23.004,ATL,,CAR,W 31-10,,,,,,,,,
12,2011,2011-09-11,1,23.256,ATL,@,CHI,L 12-30,*,0,0,0.0,9,1,0,0,0
13,2011,2011-09-18,2,23.263,ATL,,PHI,W 35-31,*,0,0,0.0,6,3,0,0,0
14,2011,2011-09-25,3,23.270,ATL,@,TAM,L 13-16,*,0,0,0.0,10,1,0,0,0
15,2011,2011-10-02,4,23.277,ATL,@,SEA,W 30-28,*,0,0,0.0,4,3,0,0,0
16,2011,2011-10-09,5,23.284,ATL,,GNB,L 14-25,*,0,0,1.0,6,5,0,0,0
17,2011,2011-10-16,6,23.291,ATL,,CAR,W 31-17,*,0,0,0.0,4,1,0,0,0
18,2011,2011-10-23,7,23.298,ATL,@,DET,W 23-16,*,0,0,1.0,5,1,0,0,0
19,2011,2011-11-06,8,23.312,ATL,@,IND,W 31-7,*,0,0,0.0,4,6,0,0,0
20,2011,2011-11-13,9,23.319,ATL,,NOR,L 23-26,*,0,0,0.0,4,2,0,0,0
21,2011,2011-11-20,10,23.326,ATL,,TEN,W 23-17,*,0,0,0.0,3,0,0,0,0
22,2011,2011-11-27,11,23.333,ATL,,MIN,W 24-14,*,0,0,1.0,7,3,0,0,0
23,2011,2011-12-04,12,23.340,ATL,@,HOU,L 10-17,*,0,0,0.0,5,2,0,0,0
24,2011,2011-12-11,13,23.347,ATL,@,CAR,W 31-23,*,0,0,1.0,8,1,0,0,0
25,2011,2011-12-15,14,23.351,ATL,,JAX,W 41-14,*,0,0,0.0,2,0,0,0,0
26,2011,2011-12-26,15,23.362,ATL,@,NOR,L 16-45,*,0,0,0.0,1,1,0,0,0
27,2011,2012-01-01,16,24.003,ATL,,TAM,W 45-24,*,0,0,0.0,2,3,0,0,0
28,2012,2012-09-09,1,24.255,ATL,@,KAN,W 40-24,*,0,0,1.0,7,0,0,0,0
29,2012,2012-09-17,2,24.263,ATL,,DEN,W 27-21,*,0,0,0.0,5,5,0,0,0
30,2012,2012-09-23,3,24.269,ATL,@,SDG,W 27-3,*,0,0,0.0,5,0,0,0,0
31,2012,2012-09-30,4,24.276,ATL,,CAR,W 30-28,*,0,0,1.0,3,1,0,0,0
32,2012,2012-10-07,5,24.283,ATL,@,WAS,W 24-17,*,0,0,1.0,8,3,0,0,0
33,2012,2012-10-14,6,24.290,ATL,,OAK,W 23-20,*,0,0,0.0,7,2,0,0,0
34,2012,2012-10-28,7,24.304,ATL,@,PHI,W 30-17,*,0,0,0.0,5,1,0,0,0
35,2012,2012-11-25,11,24.332,ATL,@,TAM,W 24-23,*,0,0,0.0,6,0,0,0,0
36,2012,2012-11-29,12,24.336,ATL,,NOR,W 23-13,*,0,0,0.0,1,3,1,6,0
37,2012,2012-12-09,13,24.346,ATL,@,CAR,L 20-30,*,0,0,0.0,2,5,0,0,0
38,2012,2012-12-16,14,24.353,ATL,,NYG,W 34-0,*,0,0,0.0,6,3,0,0,0
39,2012,2012-12-22,15,24.359,ATL,@,DET,W 31-18,*,0,0,0.0,7,2,0,0,0
40,2012,2012-12-30,16,25.001,ATL,,TAM,L 17-22,*,0,0,0.0,8,0,0,0,0
41,2013,2013-09-08,1,25.253,ATL,@,NOR,L 17-23,*,0,0,0.0,5,2,0,0,0
42,2013,2013-09-15,2,25.260,ATL,,STL,W 31-24,*,0,0,0.0,3,0,0,0,0
43,2013,2013-11-17,10,25.323,ATL,@,TAM,L 28-41,*,0,0,0.0,7,2,0,0,0
44,2013,2013-11-21,11,25.327,ATL,,NOR,L 13-17,*,0,0,0.0,3,1,0,0,0
45,2013,2013-12-01,12,25.337,ATL,@,BUF,W 34-31,*,0,0,0.0,4,3,0,0,0
46,2013,2013-12-08,13,25.344,ATL,@,GNB,L 21-22,*,0,6,0.0,4,3,1,71,1
47,2013,2013-12-15,14,25.351,ATL,,WAS,W 27-26,*,0,0,0.0,0,1,0,0,0
48,2015,2015-09-13,1,27.258,ARI,,NOR,W 31-19,,0,0,0.0,2,1,0,0,0
49,2015,2015-09-20,2,27.265,ARI,@,CHI,W 48-23,,0,0,0.0,0,1,0,0,0
50,2015,2015-09-27,3,27.272,ARI,,SFO,W 47-7,,0,0,0.0,2,0,0,0,0
51,2015,2015-10-18,6,27.293,ARI,@,PIT,L 13-25,,0,0,0.0,0,0,0,0,0
52,2015,2015-10-26,7,27.301,ARI,,BAL,W 26-18,,0,0,0.0,0,0,0,0,0
53,2015,2015-11-01,8,27.307,ARI,@,CLE,W 34-20,,0,0,0.0,0,0,0,0,0
54,2015,2015-11-15,9,27.321,ARI,@,SEA,W 39-32,,0,0,0.0,0,0,0,0,0
55,2015,2015-11-22,10,27.328,ARI,,CIN,W 34-31,,0,0,0.0,0,0,0,0,0
56,2015,2015-11-29,11,27.335,ARI,@,SFO,W 19-13,,0,0,0.0,2,0,0,0,0
57,2015,2015-12-06,12,27.342,ARI,@,STL,W 27-3,,0,0,0.0,0,0,0,0,0
58,2015,2015-12-10,13,27.346,ARI,,MIN,W 23-20,,0,0,0.0,1,0,0,0,0
59,2015,2015-12-20,14,27.356,ARI,@,PHI,W 40-17,,0,0,0.0,1,0,0,0,0
60,2015,2015-12-27,15,27.363,ARI,,GNB,W 38-8,,0,0,0.0,0,0,0,0,0
61,2015,2016-01-03,16,28.005,ARI,,SEA,L 6-36,,0,0,0.0,1,0,0,0,0
62,2016,2016-09-11,1,28.257,ATL,,TAM,L 24-31,,0,0,0.0,3,1,0,0,0
63,2016,2016-09-18,2,28.264,ATL,@,OAK,W 35-28,*,0,0,0.0,8,1,0,0,0
64,2016,2016-09-26,3,28.272,ATL,@,NOR,W 45-32,*,0,0,0.0,8,2,0,0,0
65,2016,2016-10-02,4,28.278,ATL,,CAR,W 48-33,*,0,0,0.0,2,2,0,0,0
66,2017,2017-11-12,9,29.318,ATL,,DAL,W 27-7,,0,0,0.0,1,0,0,0,0
67,2017,2017-11-20,10,29.326,ATL,@,SEA,W 34-31,,0,0,0.0,0,0,0,0,0
