ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
37,2000,2000-12-17,15,24.095,DET,@,NYJ,W 10-7,,8,2,5,2.50,0,25.0%,0.63,0,0,,0,0,0
38,2000,2000-12-24,16,24.102,DET,,CHI,L 20-23,,8,2,19,9.50,0,25.0%,2.38,0,0,,0,0,0
39,2001,2001-09-09,1,24.361,DET,@,GNB,L 6-28,,2,,,,,0.0%,,,,,,,
40,2001,2001-09-23,2,25.010,DET,@,CLE,L 14-24,*,8,4,34,8.50,0,50.0%,4.25,1,6,6.00,0,0,0
41,2001,2001-10-08,3,25.025,DET,,STL,L 0-35,*,8,5,65,13.00,0,62.5%,8.13,0,0,,0,0,0
42,2001,2001-10-14,4,25.031,DET,@,MIN,L 26-31,*,11,9,125,13.89,1,81.8%,11.36,0,0,,0,1,6
43,2001,2001-10-21,5,25.038,DET,,TEN,L 24-27,*,9,4,65,16.25,1,44.4%,7.22,0,0,,0,1,6
44,2002,2002-10-20,6,26.037,DET,,CHI,W 23-20,,3,2,21,10.50,0,66.7%,7.00,0,0,,0,0,0
45,2002,2002-10-27,7,26.044,DET,@,BUF,L 17-24,,5,3,23,7.67,0,60.0%,4.60,0,0,,0,0,0
46,2002,2002-11-03,8,26.051,DET,,DAL,W 9-7,,,,,,,0.0%,,,,,,,
47,2002,2002-11-10,9,26.058,DET,@,GNB,L 14-40,,4,3,32,10.67,0,75.0%,8.00,0,0,,0,0,0
48,2002,2002-11-17,10,26.065,DET,,NYJ,L 14-31,*,5,3,15,5.00,0,60.0%,3.00,0,0,,0,0,0
49,2002,2002-11-24,11,26.072,DET,@,CHI,L 17-20,*,8,4,38,9.50,1,50.0%,4.75,0,0,,0,1,6
50,2002,2002-11-28,12,26.076,DET,,NWE,L 12-20,*,10,5,46,9.20,0,50.0%,4.60,0,0,,0,0,0
51,2002,2002-12-08,13,26.086,DET,@,ARI,L 20-23,*,5,1,19,19.00,0,20.0%,3.80,0,0,,0,0,0
52,2002,2002-12-15,14,26.093,DET,,TAM,L 20-23,*,5,1,7,7.00,0,20.0%,1.40,0,0,,0,0,0
53,2002,2002-12-22,15,26.100,DET,@,ATL,L 15-36,,2,,,,,0.0%,,,,,,,
