ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1986,1986-09-07,1,22.229,NOR,,ATL,L 10-31,15,51,3.40,1,,2,5,2.50,0,,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
2,1986,1986-09-14,2,22.236,NOR,,GNB,W 24-10,24,59,2.46,1,,1,1,1.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
3,1986,1986-09-21,3,22.243,NOR,@,SFO,L 17-26,7,44,6.29,0,,0,0,,0,,,1,1,100.00,29,1,0,158.3,0,0,29.00,49.00,0,0,,0,0,0
4,1986,1986-09-28,4,22.250,NOR,@,NYG,L 17-20,11,27,2.45,1,,1,4,4.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
5,1986,1986-10-05,5,22.257,NOR,,WAS,L 6-14,1,3,3.00,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
6,1986,1986-10-12,6,22.264,NOR,@,IND,W 17-14,7,27,3.86,0,,1,12,12.00,0,,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
7,1986,1986-10-19,7,22.271,NOR,,TAM,W 38-7,17,58,3.41,2,,1,2,2.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,2,12
8,1986,1986-10-26,8,22.278,NOR,@,NYJ,L 23-28,18,58,3.22,0,,3,27,9.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
9,1986,1986-11-02,9,22.285,NOR,,SFO,W 23-10,4,12,3.00,0,,1,4,4.00,0,,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
10,1986,1986-11-09,10,22.292,NOR,,RAM,W 6-0,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,,,,,0,
11,1986,1986-11-16,11,22.299,NOR,@,STL,W 16-7,7,40,5.71,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
12,1986,1986-11-23,12,22.306,NOR,@,RAM,L 13-26,2,12,6.00,0,,4,21,5.25,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
