ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1960,1960-09-25,1,22.160,WAS,@,BAL,L 0-20,,,,,2,0.0,0,0
2,1960,1960-10-09,2,22.174,WAS,,DAL,W 26-14,2,2,100.0,4,4,100.0,0,14
3,1960,1960-10-16,3,22.181,WAS,@,NYG,T 24-24,3,3,100.0,1,2,50.0,0,6
4,1960,1960-10-23,4,22.188,WAS,,PIT,T 27-27,3,3,100.0,2,3,66.7,0,9
5,1960,1960-10-30,5,22.195,WAS,,CLE,L 10-31,1,1,100.0,1,1,100.0,0,4
6,1960,1960-11-06,6,22.202,WAS,@,STL,L 7-44,1,1,100.0,,,,0,1
7,1960,1960-11-13,7,22.209,WAS,@,PHI,L 13-19,1,1,100.0,2,4,50.0,0,7
8,1960,1960-11-20,8,22.216,WAS,,STL,L 14-26,2,2,100.0,,,,0,2
9,1960,1960-11-27,9,22.223,WAS,@,PIT,L 10-22,1,1,100.0,1,1,100.0,0,4
10,1960,1960-12-04,10,22.230,WAS,@,CLE,L 16-27,1,1,100.0,3,3,100.0,0,10
11,1960,1960-12-11,11,22.237,WAS,,NYG,L 3-17,,,,1,1,100.0,0,3
12,1960,1960-12-18,12,22.244,WAS,,PHI,L 28-38,4,4,100.0,,2,0.0,0,4
13,1962,1962-09-16,1,24.151,WAS,@,DAL,T 35-35,5,5,100.0,,,,0,5
14,1962,1962-09-23,2,24.158,WAS,@,CLE,W 17-16,2,2,100.0,1,2,50.0,0,5
15,1962,1962-09-30,3,24.165,WAS,,STL,W 24-14,3,3,100.0,1,2,50.0,0,6
16,1962,1962-10-07,4,24.172,WAS,,RAM,W 20-14,2,2,100.0,2,6,33.3,0,8
17,1962,1962-10-14,5,24.179,WAS,@,STL,T 17-17,2,2,100.0,1,1,100.0,0,5
18,1962,1962-10-21,6,24.186,WAS,@,PHI,W 27-21,3,3,100.0,2,3,66.7,0,9
19,1962,1962-10-28,7,24.193,WAS,@,NYG,L 34-49,4,4,100.0,,1,0.0,0,4
20,1962,1962-11-04,8,24.200,WAS,,DAL,L 10-38,1,1,100.0,1,1,100.0,0,4
21,1962,1962-11-11,9,24.207,WAS,,CLE,W 17-9,2,2,100.0,1,1,100.0,0,5
22,1962,1962-11-18,10,24.214,WAS,@,PIT,L 21-23,3,3,100.0,,2,0.0,0,3
23,1962,1962-11-25,11,24.221,WAS,,NYG,L 24-42,3,3,100.0,1,1,100.0,0,6
24,1962,1962-12-02,12,24.228,WAS,,PHI,L 14-37,2,2,100.0,,1,0.0,0,2
25,1962,1962-12-08,13,24.234,WAS,@,BAL,L 21-34,3,3,100.0,,1,0.0,0,3
26,1962,1962-12-16,14,24.242,WAS,,PIT,L 24-27,3,3,100.0,1,3,33.3,0,6
27,1963,1963-09-15,1,25.150,WAS,@,CLE,L 14-37,2,2,100.0,,,,0,2
28,1963,1963-09-21,2,25.156,WAS,@,RAM,W 37-14,4,4,100.0,3,3,100.0,0,13
29,1963,1963-09-29,3,25.164,WAS,,DAL,W 21-17,3,3,100.0,,2,0.0,0,3
30,1963,1963-10-06,4,25.171,WAS,,NYG,L 14-24,2,2,100.0,,,,0,2
31,1963,1963-10-13,5,25.178,WAS,,PHI,L 24-37,3,3,100.0,1,1,100.0,0,6
32,1963,1963-10-20,6,25.185,WAS,@,PIT,L 27-38,3,3,100.0,2,2,100.0,0,9
33,1963,1963-10-27,7,25.192,WAS,,STL,L 7-21,1,1,100.0,,1,0.0,0,1
34,1963,1963-11-03,8,25.199,WAS,@,DAL,L 20-35,2,2,100.0,2,3,66.7,0,8
35,1963,1963-11-10,9,25.206,WAS,@,STL,L 20-24,2,2,100.0,2,3,66.7,0,8
36,1963,1963-11-17,10,25.213,WAS,,PIT,L 28-34,4,4,100.0,,2,0.0,0,4
37,1963,1963-11-24,11,25.220,WAS,@,PHI,W 13-10,1,1,100.0,2,2,100.0,0,7
38,1963,1963-12-01,12,25.227,WAS,,BAL,L 20-36,2,3,66.7,,1,0.0,0,2
39,1963,1963-12-08,13,25.234,WAS,@,NYG,L 14-44,2,2,100.0,,3,0.0,0,2
40,1963,1963-12-15,14,25.241,WAS,,CLE,L 20-27,2,3,66.7,,3,0.0,0,2
