ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2002,2002-09-08,1,23.249,OAK,,SEA,W 31-17,,,,,,,0.0%,,,
2,2002,2002-09-15,2,23.256,OAK,@,PIT,W 30-17,,1,1,15,15.00,0,100.0%,15.00,0,0
3,2002,2002-09-29,3,23.270,OAK,,TEN,W 52-25,,3,2,16,8.00,0,66.7%,5.33,0,0
4,2002,2002-10-06,4,23.277,OAK,@,BUF,W 49-31,,,,,,,0.0%,,,
5,2002,2002-10-13,5,23.284,OAK,@,STL,L 13-28,,0,,,,,0.0%,,,
6,2002,2002-10-20,6,23.291,OAK,,SDG,L 21-27,,4,2,11,5.50,0,50.0%,2.75,0,0
7,2002,2002-10-27,7,23.298,OAK,@,KAN,L 10-20,,2,2,4,2.00,1,100.0%,2.00,1,6
8,2002,2002-11-03,8,23.305,OAK,,SFO,L 20-23,*,1,,,,,0.0%,,,
9,2002,2002-11-11,9,23.313,OAK,@,DEN,W 34-10,,4,4,41,10.25,0,100.0%,10.25,0,0
10,2002,2002-11-17,10,23.319,OAK,,NWE,W 27-20,,3,3,58,19.33,0,100.0%,19.33,0,0
11,2002,2002-11-24,11,23.326,OAK,@,ARI,W 41-20,*,3,3,25,8.33,0,100.0%,8.33,0,0
12,2002,2002-12-02,12,23.334,OAK,,NYJ,W 26-20,,5,5,58,11.60,0,100.0%,11.60,0,0
13,2002,2002-12-08,13,23.340,OAK,@,SDG,W 27-7,,6,6,104,17.33,0,100.0%,17.33,0,0
14,2002,2002-12-15,14,23.347,OAK,@,MIA,L 17-23,,3,3,62,20.67,0,100.0%,20.67,0,0
15,2002,2002-12-22,15,23.354,OAK,,DEN,W 28-16,*,1,,,,,0.0%,,,
16,2002,2002-12-28,16,23.360,OAK,,KAN,W 24-0,,1,1,15,15.00,1,100.0%,15.00,1,6
17,2003,2003-09-07,1,24.248,OAK,@,TEN,L 20-25,*,7,5,33,6.60,0,71.4%,4.71,0,0
18,2003,2003-09-14,2,24.255,OAK,,CIN,W 23-20,*,4,1,8,8.00,0,25.0%,2.00,0,0
19,2003,2003-09-22,3,24.263,OAK,@,DEN,L 10-31,*,8,5,42,8.40,0,62.5%,5.25,0,0
20,2003,2003-09-28,4,24.269,OAK,,SDG,W 34-31,*,9,7,47,6.71,1,77.8%,5.22,1,6
21,2003,2003-10-05,5,24.276,OAK,@,CHI,L 21-24,*,8,5,35,7.00,0,62.5%,4.38,0,0
22,2003,2003-10-12,6,24.283,OAK,@,CLE,L 7-13,*,6,3,20,6.67,0,50.0%,3.33,0,0
23,2003,2003-10-20,7,24.291,OAK,,KAN,L 10-17,*,3,1,0,0.00,0,33.3%,0.00,0,0
24,2003,2003-11-02,8,24.304,OAK,@,DET,L 13-23,,1,,,,,0.0%,,,
25,2003,2003-11-09,9,24.311,OAK,,NYJ,L 24-27,,,,,,,0.0%,,,
26,2003,2003-11-16,10,24.318,OAK,,MIN,W 28-18,,1,1,25,25.00,0,100.0%,25.00,0,0
27,2003,2003-11-23,11,24.325,OAK,@,KAN,L 24-27,,1,1,11,11.00,0,100.0%,11.00,0,0
28,2003,2003-12-07,13,24.339,OAK,@,PIT,L 7-27,,,,,,,0.0%,,,
29,2003,2003-12-14,14,24.346,OAK,,BAL,W 20-12,*,4,1,26,26.00,0,25.0%,6.50,0,0
30,2003,2003-12-22,15,24.354,OAK,,GNB,L 7-41,,,,,,,0.0%,,,
31,2003,2003-12-28,16,24.360,OAK,@,SDG,L 14-21,*,2,1,3,3.00,0,50.0%,1.50,0,0
32,2004,2004-09-12,1,25.254,OAK,@,PIT,L 21-24,*,2,1,19,19.00,0,50.0%,9.50,0,0
33,2004,2004-09-19,2,25.261,OAK,,BUF,W 13-10,*,4,4,31,7.75,0,100.0%,7.75,0,0
34,2004,2004-09-26,3,25.268,OAK,,TAM,W 30-20,*,1,1,4,4.00,0,100.0%,4.00,0,0
35,2004,2004-10-03,4,25.275,OAK,@,HOU,L 17-30,*,4,2,12,6.00,0,50.0%,3.00,0,0
36,2004,2004-10-10,5,25.282,OAK,@,IND,L 14-35,*,1,1,12,12.00,0,100.0%,12.00,0,0
37,2004,2004-10-17,6,25.289,OAK,,DEN,L 3-31,,2,1,14,14.00,0,50.0%,7.00,0,0
38,2004,2004-10-24,7,25.296,OAK,,NOR,L 26-31,*,7,4,72,18.00,1,57.1%,10.29,1,6
39,2004,2004-10-31,8,25.303,OAK,@,SDG,L 14-42,*,3,3,22,7.33,1,100.0%,7.33,1,6
40,2004,2004-11-07,9,25.310,OAK,@,CAR,W 27-24,,4,2,41,20.50,0,50.0%,10.25,0,0
41,2004,2004-11-21,10,25.324,OAK,,SDG,L 17-23,*,5,2,22,11.00,0,40.0%,4.40,0,0
42,2004,2004-11-28,11,25.331,OAK,@,DEN,W 25-24,*,3,1,9,9.00,0,33.3%,3.00,0,0
43,2004,2004-12-05,12,25.338,OAK,,KAN,L 27-34,*,1,,,,,0.0%,,,
44,2004,2004-12-12,13,25.345,OAK,@,ATL,L 10-35,*,2,1,9,9.00,0,50.0%,4.50,0,0
45,2004,2004-12-19,14,25.352,OAK,,TEN,W 40-35,,2,1,4,4.00,0,50.0%,2.00,0,0
46,2004,2004-12-25,15,25.358,OAK,@,KAN,L 30-31,*,3,1,8,8.00,0,33.3%,2.67,0,0
47,2004,2005-01-02,16,26.000,OAK,,JAX,L 6-13,*,4,2,34,17.00,0,50.0%,8.50,0,0
48,2005,2005-09-11,1,26.252,NYJ,@,KAN,L 7-27,,3,2,18,9.00,0,66.7%,6.00,0,0
49,2005,2005-09-18,2,26.259,NYJ,,MIA,W 17-7,,1,0,0,,0,0.0%,0.00,0,0
50,2005,2005-09-25,3,26.266,NYJ,,JAX,L 20-26,,,0,0,,0,0.0%,,0,0
51,2005,2005-10-02,4,26.273,NYJ,@,BAL,L 3-13,,3,2,15,7.50,0,66.7%,5.00,0,0
52,2005,2005-10-09,5,26.280,NYJ,,TAM,W 14-12,*,3,3,46,15.33,0,100.0%,15.33,0,0
53,2005,2005-10-16,6,26.287,NYJ,@,BUF,L 17-27,,,0,0,,0,0.0%,,0,0
54,2005,2005-10-24,7,26.295,NYJ,@,ATL,L 14-27,,,,,,,0.0%,,,
55,2005,2005-11-06,8,26.308,NYJ,,SDG,L 26-31,,4,1,12,12.00,0,25.0%,3.00,0,0
56,2005,2005-11-13,9,26.315,NYJ,@,CAR,L 3-30,,4,2,25,12.50,0,50.0%,6.25,0,0
57,2005,2005-11-20,10,26.322,NYJ,@,DEN,L 0-27,*,2,1,4,4.00,0,50.0%,2.00,0,0
58,2005,2005-11-27,11,26.329,NYJ,,NOR,L 19-21,*,6,4,62,15.50,0,66.7%,10.33,0,0
59,2005,2005-12-04,12,26.336,NYJ,@,NWE,L 3-16,,3,2,26,13.00,0,66.7%,8.67,0,0
60,2005,2005-12-11,13,26.343,NYJ,,OAK,W 26-10,*,5,2,15,7.50,0,40.0%,3.00,0,0
61,2005,2005-12-18,14,26.350,NYJ,@,MIA,L 20-24,*,12,9,102,11.33,1,75.0%,8.50,1,6
62,2005,2005-12-26,15,26.358,NYJ,,NWE,L 21-31,*,2,0,0,,0,0.0%,0.00,0,0
63,2005,2006-01-01,16,26.364,NYJ,,BUF,W 30-26,*,2,1,-1,-1.00,0,50.0%,-0.50,0,0
64,2006,2006-09-10,1,27.251,TAM,,BAL,L 0-27,,1,0,0,,0,0.0%,0.00,0,0
65,2006,2006-09-17,2,27.258,TAM,@,ATL,L 3-14,,,0,0,,0,0.0%,,0,0
66,2006,2006-09-24,3,27.265,TAM,,CAR,L 24-26,,1,1,7,7.00,0,100.0%,7.00,0,0
67,2006,2006-10-08,4,27.279,TAM,@,NOR,L 21-24,,,0,0,,0,0.0%,,0,0
68,2006,2006-10-15,5,27.286,TAM,,CIN,W 14-13,,,0,0,,0,0.0%,,0,0
69,2006,2006-10-22,6,27.293,TAM,,PHI,W 23-21,,,0,0,,0,0.0%,,0,0
70,2006,2006-11-05,8,27.307,TAM,,NOR,L 14-31,,,0,0,,0,0.0%,,0,0
71,2006,2006-11-13,9,27.315,TAM,@,CAR,L 10-24,,,0,0,,0,0.0%,,0,0
72,2006,2006-11-19,10,27.321,TAM,,WAS,W 20-17,,,0,0,,0,0.0%,,0,0
73,2006,2006-11-23,11,27.325,TAM,@,DAL,L 10-38,,,0,0,,0,0.0%,,0,0
74,2006,2006-12-31,16,27.363,TAM,,SEA,L 7-23,,,0,0,,0,0.0%,,0,0
