ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1979,1979-09-02,1,31.099,RAM,,OAK,L 17-24,,0,0,,0,0,0,,0,0,,,0,0,,0,4,124,31.00,1
2,1979,1979-09-06,2,31.103,RAM,@,DEN,W 13-9,,0,0,,0,0,0,,0,0,,,0,0,,0,9,377,41.89,0
3,1979,1979-09-16,3,31.113,RAM,,SFO,W 27-24,,0,0,,0,0,0,,0,0,,,0,0,,0,6,233,38.83,0
4,1979,1979-09-23,4,31.120,RAM,@,TAM,L 6-21,,0,0,,0,0,0,,0,0,,,0,0,,0,8,320,40.00,0
5,1979,1979-09-30,5,31.127,RAM,,STL,W 21-0,,0,0,,0,0,0,,0,0,,,0,0,,0,6,241,40.17,0
6,1979,1979-10-07,6,31.134,RAM,@,NOR,W 35-17,,0,0,,0,0,0,,0,0,,,0,0,,0,7,279,39.86,0
7,1979,1979-10-14,7,31.141,RAM,@,DAL,L 6-30,,0,0,,0,0,0,,0,0,,,0,0,,0,7,304,43.43,0
8,1979,1979-10-21,8,31.148,RAM,,SDG,L 16-40,,0,0,,0,0,0,,0,0,,,0,0,,0,5,221,44.20,0
9,1979,1979-10-28,9,31.155,RAM,,NYG,L 14-20,,1,1,100.00,2,0,0,79.2,0,0,2.00,2.00,1,3,3.00,0,5,203,40.60,0
10,1979,1979-11-04,10,31.162,RAM,@,SEA,W 24-0,,0,0,,0,0,0,,0,0,,,0,0,,0,6,203,33.83,0
11,1979,1979-11-11,11,31.169,RAM,@,CHI,L 23-27,,0,0,,0,0,0,,0,0,,,0,0,,0,4,181,45.25,0
12,1979,1979-11-19,12,31.177,RAM,,ATL,W 20-14,,0,0,,0,0,0,,0,0,,,0,0,,0,5,206,41.20,0
13,1979,1979-11-25,13,31.183,RAM,@,SFO,W 26-20,,0,0,,0,0,0,,0,0,,,0,0,,0,5,191,38.20,0
14,1979,1979-12-02,14,31.190,RAM,,MIN,W 27-21,,1,1,100.00,30,0,0,118.7,0,0,30.00,30.00,0,0,,0,10,404,40.40,0
15,1979,1979-12-09,15,31.197,RAM,@,ATL,W 34-13,,0,0,,0,0,0,,0,0,,,0,0,,0,2,75,37.50,0
16,1979,1979-12-16,16,31.204,RAM,,NOR,L 14-29,,0,0,,0,0,0,,0,0,,,0,0,,0,4,169,42.25,1
