ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
38,1990,1990-12-02,13,26.283,DAL,,NOR,W 17-13,3,2,0.67,0,,1,7,7.00,0,,,0,0,,0,0,0,,,,,,0,0
39,1990,1990-12-16,14,26.297,DAL,,PHO,W 41-10,11,48,4.36,0,,3,24,8.00,0,,,0,0,,0,0,0,,,,,,0,0
40,1990,1990-12-23,15,26.304,DAL,@,PHI,L 3-17,0,0,,0,,3,31,10.33,0,,,0,0,,0,0,0,,,,,,0,0
41,1990,1990-12-30,16,26.311,DAL,@,ATL,L 7-26,1,3,3.00,0,,1,5,5.00,0,,,0,0,,0,0,0,,,,,,0,0
42,1991,1991-09-01,1,27.191,DAL,@,CLE,W 26-14,3,16,5.33,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0
43,1991,1991-09-09,2,27.199,DAL,,WAS,L 31-33,1,-2,-2.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0
44,1991,1991-09-15,3,27.205,DAL,,PHI,L 0-24,0,0,,0,,1,6,6.00,0,,,0,0,,0,0,0,,,,,,0,0
45,1991,1991-09-22,4,27.212,DAL,@,PHO,W 17-9,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,
46,1991,1991-09-29,5,27.219,DAL,,NYG,W 21-16,0,0,,0,,2,10,5.00,0,,,0,0,,0,0,0,,,,,,0,0
47,1991,1991-10-06,6,27.226,DAL,@,GNB,W 20-17,0,0,,0,,1,5,5.00,0,,,0,0,,0,0,0,,,,,,0,0
48,1991,1991-10-13,7,27.233,DAL,,CIN,W 35-23,1,-1,-1.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0
49,1991,1991-10-27,8,27.247,DAL,@,DET,L 10-34,1,0,0.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0
50,1991,1991-11-03,9,27.254,DAL,,PHO,W 27-7,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,
51,1991,1991-11-10,10,27.261,DAL,@,HOU,L 23-26,0,0,,0,,1,9,9.00,0,,,0,0,,0,0,0,,,,,,0,0
52,1991,1991-11-17,11,27.268,DAL,@,NYG,L 9-22,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,
53,1991,1991-11-24,12,27.275,DAL,@,WAS,W 24-21,0,0,,0,,1,7,7.00,0,,,0,0,,0,0,0,,,,,,0,0
54,1991,1991-11-28,13,27.279,DAL,,PIT,W 20-10,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,
55,1991,1991-12-08,14,27.289,DAL,,NOR,W 23-14,2,6,3.00,1,,0,0,,0,,,0,0,,0,0,0,,,,,,1,6
56,1991,1991-12-15,15,27.296,DAL,@,PHI,W 25-13,1,1,1.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0
57,1991,1991-12-22,16,27.303,DAL,,ATL,W 31-27,0,0,,0,,1,6,6.00,0,,,0,0,,0,0,0,,,,,,0,0
58,1992,1992-09-07,1,28.198,DAL,,WAS,W 23-10,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
59,1992,1992-09-13,2,28.204,DAL,@,NYG,W 34-28,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
60,1992,1992-09-20,3,28.211,DAL,,PHO,W 31-20,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
61,1992,1992-10-05,4,28.226,DAL,@,PHI,L 7-31,2,11,5.50,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,,,,,0,0
62,1992,1992-10-11,5,28.232,DAL,,SEA,W 27-0,3,10,3.33,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
63,1992,1992-10-18,6,28.239,DAL,,KAN,W 17-10,0,0,,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,0,0
64,1992,1992-10-25,7,28.246,DAL,@,RAI,W 28-13,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
65,1992,1992-11-01,8,28.253,DAL,,PHI,W 20-10,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
66,1992,1992-11-08,9,28.260,DAL,@,DET,W 37-3,1,1,1.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
67,1992,1992-11-15,10,28.267,DAL,,RAM,L 23-27,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
68,1992,1992-11-22,11,28.274,DAL,@,PHO,W 16-10,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
69,1992,1992-11-26,12,28.278,DAL,,NYG,W 30-3,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
70,1992,1992-12-06,13,28.288,DAL,@,DEN,W 31-27,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
71,1992,1992-12-13,14,28.295,DAL,@,WAS,L 17-20,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
72,1992,1992-12-21,15,28.303,DAL,@,ATL,W 41-17,1,2,2.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
73,1992,1992-12-27,16,28.309,DAL,,CHI,W 27-14,9,30,3.33,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,0,0
74,1993,1993-09-06,1,29.196,DAL,@,WAS,L 16-35,0,0,,0,,,,,,0.0%,,,,,,,,,,,,,,
75,1993,1993-09-12,2,29.202,DAL,,BUF,L 10-13,0,0,,0,,,,,,0.0%,,,,,,,,,,,,,,
76,1993,1993-09-19,3,29.209,DAL,@,PHO,W 17-10,0,0,,0,,,,,,0.0%,,,,,,,,,,,,,,
77,1993,1993-10-03,4,29.223,DAL,,GNB,W 36-14,0,0,,0,,,,,,0.0%,,,,,,,,,,,,,,
78,1993,1993-10-10,5,29.230,DAL,@,IND,W 27-3,2,7,3.50,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
79,1993,1993-10-17,6,29.237,DAL,,SFO,W 26-17,0,0,,0,,,,,,0.0%,,,,,,,,,,,,,,
80,1993,1993-10-31,7,29.251,DAL,@,PHI,W 23-10,0,0,,0,,,,,,0.0%,,,,,,,,,,,,,,
81,1993,1993-12-06,12,29.287,DAL,,PHI,W 23-17,0,0,,0,,,,,,0.0%,,,,,,,,,,,,,,
82,1993,1993-12-12,13,29.293,DAL,@,MIN,W 37-20,1,1,1.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
83,1993,1993-12-18,14,29.299,DAL,@,NYJ,W 28-7,1,1,1.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
84,1993,1993-12-26,15,29.307,DAL,,WAS,W 38-3,2,4,2.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
85,1993,1994-01-02,16,29.314,DAL,@,NYG,W 16-13,0,0,,0,,,,,,0.0%,,,,,,,,,,,,,,
86,1994,1994-09-11,2,30.201,DAL,,HOU,W 20-17,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
87,1994,1994-09-19,3,30.209,DAL,,DET,L 17-20,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
88,1994,1994-10-02,4,30.222,DAL,@,WAS,W 34-7,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
89,1994,1994-10-09,5,30.229,DAL,,ARI,W 38-3,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
90,1994,1994-10-16,6,30.236,DAL,,PHI,W 24-13,0,0,,0,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,0,
91,1994,1994-10-23,7,30.243,DAL,@,ARI,W 28-21,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
92,1994,1994-10-30,8,30.250,DAL,@,CIN,W 23-20,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
93,1994,1994-11-07,9,30.258,DAL,,NYG,W 38-10,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
94,1994,1994-11-13,10,30.264,DAL,@,SFO,L 14-21,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
95,1994,1994-11-20,11,30.271,DAL,,WAS,W 31-7,0,0,,0,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,0,
96,1994,1994-11-24,12,30.275,DAL,,GNB,W 42-31,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
97,1994,1994-12-04,13,30.285,DAL,@,PHI,W 31-19,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
98,1994,1994-12-10,14,30.291,DAL,,CLE,L 14-19,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
99,1994,1994-12-19,15,30.300,DAL,@,NOR,W 24-16,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
100,1994,1994-12-24,16,30.305,DAL,@,NYG,L 10-15,0,0,,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,,,,,0,0
