ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1993,1993-09-05,1,24.029,RAI,,MIN,W 24-7,15,25,1.67,1,2,2,12,6.00,0,100.0%,6.00,1,33,33.00,0,1,6
2,1993,1993-09-12,2,24.036,RAI,@,SEA,W 17-13,17,54,3.18,0,,0,0,,0,0.0%,,0,0,,0,0,0
3,1993,1993-09-19,3,24.043,RAI,,CLE,L 16-19,18,59,3.28,0,6,3,15,5.00,0,50.0%,2.50,1,20,20.00,0,0,0
4,1993,1993-10-03,4,24.057,RAI,@,KAN,L 9-24,10,29,2.90,0,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0
5,1993,1993-10-10,5,24.064,RAI,,NYJ,W 24-20,10,17,1.70,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0
6,1993,1993-10-18,6,24.072,RAI,@,DEN,W 23-20,9,27,3.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
7,1993,1993-10-31,7,24.085,RAI,,SDG,L 23-30,13,53,4.08,0,2,2,63,31.50,0,100.0%,31.50,1,4,4.00,0,0,0
8,1993,1993-11-07,8,24.092,RAI,@,CHI,W 16-14,12,70,5.83,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
9,1993,1993-11-14,9,24.099,RAI,,KAN,L 20-31,17,90,5.29,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0
10,1993,1993-11-21,10,24.106,RAI,@,SDG,W 12-7,21,89,4.24,0,4,2,13,6.50,0,50.0%,3.25,1,0,0.00,0,0,0
11,1993,1993-11-28,11,24.113,RAI,@,CIN,L 10-16,5,22,4.40,0,,0,0,,0,0.0%,,0,0,,0,0,0
12,1993,1993-12-05,12,24.120,RAI,@,BUF,W 25-24,9,56,6.22,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
13,1995,1995-11-26,12,26.111,STL,@,SFO,L 13-41,7,28,4.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
14,1995,1995-12-03,13,26.118,STL,@,NYJ,W 23-20,9,54,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
15,1995,1995-12-10,14,26.125,STL,,BUF,L 27-45,15,52,3.47,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
16,1995,1995-12-17,15,26.132,STL,,WAS,L 23-35,6,32,5.33,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
17,1995,1995-12-24,16,26.139,STL,,MIA,L 22-41,3,-1,-0.33,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0
18,1996,1996-09-01,1,27.025,STL,,CIN,W 26-16,3,-4,-1.33,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
19,1996,1996-09-08,2,27.032,STL,@,SFO,L 0-34,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
20,1996,1996-09-22,3,27.046,STL,,WAS,L 10-17,5,22,4.40,0,0,0,0,,0,0.0%,,0,0,,0,0,0
21,1996,1996-09-29,4,27.053,STL,@,ARI,L 28-31,0,0,,0,,0,0,,0,0.0%,,,,,,0,
22,1996,1996-10-06,5,27.060,STL,,SFO,L 11-28,0,0,,0,,0,0,,0,0.0%,,,,,,0,
23,1996,1996-10-13,6,27.067,STL,@,CAR,L 13-45,2,12,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
24,1996,1996-11-03,9,27.088,STL,@,PIT,L 6-42,6,25,4.17,0,0,0,0,,0,0.0%,,0,0,,0,0,0
25,1996,1996-11-10,10,27.095,STL,,ATL,W 59-16,8,56,7.00,1,0,0,0,,0,0.0%,,0,0,,0,1,6
26,1996,1996-11-17,11,27.102,STL,,CAR,L 10-20,0,0,,0,,0,0,,0,0.0%,,,,,,0,
27,1996,1996-11-24,12,27.109,STL,,GNB,L 9-24,0,0,,0,,0,0,,0,0.0%,,,,,,0,
28,1996,1996-12-01,13,27.116,STL,@,NOR,W 26-10,6,17,2.83,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
