ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2017,2017-12-03,12,23.354,DET,@,BAL,L 20-44,,11,51,4.64,1,0,0,0,,0,0.0%,,1,6
2,2017,2017-12-10,13,23.361,DET,@,TAM,W 24-21,,5,15,3.00,0,0,0,0,,0,0.0%,,0,0
3,2017,2017-12-16,14,24.002,DET,,CHI,W 20-10,,10,35,3.50,0,0,0,0,,0,0.0%,,0,0
4,2017,2017-12-24,15,24.010,DET,@,CIN,L 17-26,,7,43,6.14,1,0,0,0,,0,0.0%,,1,6
5,2017,2017-12-31,16,24.017,DET,,GNB,W 35-11,,9,21,2.33,0,2,2,14,7.00,0,100.0%,7.00,0,0
