ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1987,1987-10-04,3,24.120,WAS,,STL,W 28-21,0,0,,0,,,,,,
2,1987,1987-10-11,4,24.127,WAS,@,NYG,W 38-12,1,7,7.00,0,0,0,,0,0,0
3,1987,1987-10-19,5,24.135,WAS,@,DAL,W 13-7,1,22,22.00,0,0,0,,0,0,0
4,1987,1987-11-08,8,24.155,WAS,@,PHI,L 27-31,0,0,,0,,,,,,
5,1987,1987-11-15,9,24.162,WAS,,DET,W 20-13,0,0,,0,,,,,,
6,1987,1987-11-23,10,24.170,WAS,,RAM,L 26-30,0,0,,0,,,,,,
7,1987,1987-11-29,11,24.176,WAS,,NYG,W 23-19,0,0,,0,,,,,,
8,1987,1987-12-06,12,24.183,WAS,@,STL,W 34-17,0,0,,0,,,,,,
9,1987,1987-12-13,13,24.190,WAS,,DAL,W 24-20,0,0,,0,,,,,,
10,1987,1987-12-20,14,24.197,WAS,@,MIA,L 21-23,0,0,,0,,,,,,
11,1987,1987-12-26,15,24.203,WAS,@,MIN,W 27-24,0,0,,0,,,,,,
12,1988,1988-10-02,5,25.118,WAS,,NYG,L 23-24,0,0,,0,,,,,,
13,1988,1988-10-09,6,25.125,WAS,@,DAL,W 35-17,0,0,,0,,,,,,
14,1988,1988-10-16,7,25.132,WAS,,PHO,W 33-17,0,0,,0,,,,,,
15,1988,1988-10-23,8,25.139,WAS,@,GNB,W 20-17,0,0,,0,,,,,,
16,1988,1988-10-30,9,25.146,WAS,@,HOU,L 17-41,0,0,,0,,,,,,
17,1988,1988-11-06,10,25.153,WAS,,NOR,W 27-24,1,7,7.00,0,0,0,,0,0,0
18,1988,1988-11-13,11,25.160,WAS,,CHI,L 14-34,0,0,,0,,,,,,
19,1988,1988-11-21,12,25.168,WAS,@,SFO,L 21-37,1,8,8.00,0,0,0,,0,0,0
20,1988,1988-11-27,13,25.174,WAS,,CLE,L 13-17,0,0,,0,,,,,,
21,1988,1988-12-04,14,25.181,WAS,@,PHI,W 20-19,0,0,,0,,,,,,
22,1988,1988-12-11,15,25.188,WAS,,DAL,L 17-24,0,0,,0,,,,,,
23,1988,1988-12-17,16,25.194,WAS,@,CIN,L 17-20,0,0,,0,,,,,,
24,1989,1989-09-10,1,26.096,SDG,@,RAI,L 14-40,1,11,11.00,0,1,0,0.00,0,0,0
25,1989,1989-09-17,2,26.103,SDG,,HOU,L 27-34,0,0,,0,0,0,,0,0,
26,1989,1989-09-24,3,26.110,SDG,,KAN,W 21-6,1,5,5.00,0,0,0,,0,0,0
27,1989,1989-10-01,4,26.117,SDG,@,PHO,W 24-13,0,0,,0,0,0,,0,0,
28,1989,1989-10-08,5,26.124,SDG,@,DEN,L 10-16,0,0,,0,0,0,,0,0,
29,1989,1989-10-15,6,26.131,SDG,,SEA,L 16-17,5,38,7.60,0,0,0,,0,0,0
30,1989,1989-10-22,7,26.138,SDG,,NYG,L 13-20,1,-1,-1.00,0,0,0,,0,0,0
31,1989,1989-10-29,8,26.145,SDG,@,SEA,L 7-10,0,0,,0,0,0,,0,0,
32,1989,1989-11-05,9,26.152,SDG,,PHI,W 20-17,2,42,21.00,0,0,0,,0,0,0
33,1989,1989-11-12,10,26.159,SDG,,RAI,W 14-12,0,0,,0,0,0,,0,0,
34,1989,1989-11-19,11,26.166,SDG,@,PIT,L 17-20,0,0,,0,0,0,,0,0,
35,1989,1989-11-26,12,26.173,SDG,@,IND,L 6-10,0,0,,0,0,0,,0,0,
36,1990,1990-09-09,1,27.095,SDG,@,DAL,L 14-17,0,0,,0,,,,,,
37,1990,1990-09-16,2,27.102,SDG,,CIN,L 16-21,1,17,17.00,1,0,0,,0,1,6
38,1990,1990-09-23,3,27.109,SDG,@,CLE,W 24-14,0,0,,0,,,,,,
39,1990,1990-09-30,4,27.116,SDG,,HOU,L 7-17,0,0,,0,,,,,,
40,1990,1990-10-07,5,27.123,SDG,@,PIT,L 14-36,0,0,,0,,,,,,
41,1990,1990-10-14,6,27.130,SDG,@,NYJ,W 39-3,1,4,4.00,0,0,0,,0,0,0
42,1990,1990-10-21,7,27.137,SDG,,RAI,L 9-24,0,0,,0,,,,,,
