ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
12,1952,1952-11-02,6,28.168,WAS,,PIT,L 23-24,2,1,0.50,0,0,0,,1,0,0,,0,0,,,,,,
13,1952,1952-11-09,7,28.175,WAS,@,PHI,L 20-38,6,24,4.00,0,0,0,,0,0,0,,0,0,,,,,,
14,1952,1952-11-16,8,28.182,WAS,,SFO,L 17-23,1,1,1.00,0,0,0,,0,0,0,,0,0,,,,,,
15,1952,1952-11-30,10,28.196,WAS,,CLE,L 24-48,0,0,,0,2,17,8.50,0,0,0,,0,0,,,,,,
16,1952,1952-12-07,11,28.203,WAS,@,NYG,W 27-17,12,39,3.25,0,3,33,11.00,0,0,0,,0,0,,,,,,
17,1952,1952-12-14,12,28.210,WAS,,PHI,W 27-21,3,36,12.00,0,0,0,,0,0,0,,0,0,,,,,,
18,1953,1953-09-27,1,29.132,WAS,@,CRD,W 24-13,9,55,6.11,0,2,84,42.00,1,0,0,,0,0,,,,,,
19,1953,1953-10-02,2,29.137,WAS,@,PHI,T 21-21,8,28,3.50,0,2,30,15.00,0,0,0,,0,0,,,,,,
20,1953,1953-10-11,3,29.146,WAS,,NYG,W 13-9,10,77,7.70,0,1,50,50.00,0,0,0,,0,0,,,,,,
21,1953,1953-10-18,4,29.153,WAS,,CLE,L 14-30,13,79,6.08,0,0,0,,0,0,0,,0,0,,,,,,
22,1953,1953-10-25,5,29.160,WAS,@,BAL,L 17-27,11,74,6.73,1,2,17,8.50,0,0,0,,0,0,,,,,,
23,1953,1953-11-01,6,29.167,WAS,@,CLE,L 3-27,10,26,2.60,0,3,63,21.00,0,0,0,,0,0,,,,,,
24,1953,1953-11-08,7,29.174,WAS,,CRD,W 28-17,15,120,8.00,0,1,14,14.00,0,0,0,,0,0,,,,,,
25,1953,1953-11-15,8,29.181,WAS,,CHI,L 24-27,9,56,6.22,0,2,50,25.00,1,0,0,,0,0,,,,,,
26,1953,1953-11-22,9,29.188,WAS,@,NYG,W 24-21,7,24,3.43,1,3,71,23.67,0,0,0,,0,0,,,,,,
27,1953,1953-11-29,10,29.195,WAS,@,PIT,W 17-9,9,27,3.00,0,3,24,8.00,0,0,0,,0,0,,,,,,
28,1953,1953-12-06,11,29.202,WAS,,PHI,W 10-0,6,15,2.50,0,0,0,,0,0,0,,0,0,,,,,,
29,1953,1953-12-13,12,29.209,WAS,,PIT,L 13-14,8,35,4.38,0,0,0,,0,0,0,,0,0,,,,,,
30,1954,1954-09-26,1,30.131,WAS,@,SFO,L 7-41,9,55,6.11,0,1,19,19.00,0,0,0,,0,0,,,,,,
31,1954,1954-10-02,2,30.137,WAS,@,PIT,L 7-37,3,16,5.33,0,0,0,,0,0,0,,0,0,,,,,,
32,1954,1954-10-10,3,30.145,WAS,,NYG,L 21-51,7,40,5.71,0,0,0,,0,0,0,,0,0,,,,,,
33,1954,1954-10-17,4,30.152,WAS,,PHI,L 21-49,4,-2,-0.50,0,0,0,,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00
34,1954,1954-10-24,5,30.159,WAS,@,NYG,L 7-24,1,0,0.00,0,0,0,,0,0,0,,0,0,,,,,,
35,1954,1954-11-07,7,30.173,WAS,@,CLE,L 3-62,2,7,3.50,0,0,0,,0,0,0,,0,0,,,,,,
36,1954,1954-11-14,8,30.180,WAS,,PIT,W 17-14,5,14,2.80,0,0,0,,0,0,0,,0,0,,,,,,
37,1954,1954-11-21,9,30.187,WAS,@,CRD,L 16-38,5,7,1.40,0,3,84,28.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
38,1954,1954-11-28,10,30.194,WAS,@,PHI,L 33-41,3,61,20.33,1,3,15,5.00,0,0,0,,0,0,,,,,,
39,1954,1954-12-05,11,30.201,WAS,,CLE,L 14-34,9,15,1.67,0,2,85,42.50,1,0,0,,0,0,,,,,,
40,1954,1954-12-12,12,30.208,WAS,,CRD,W 37-20,8,41,5.13,0,2,39,19.50,1,0,0,,0,0,,,,,,
