ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1950,1950-10-22,5,26.157,WAS,,CRD,L 28-38,1,6,6.00,0,2,43,21.50,0,0,0,,0,0,,,,,,
2,1950,1950-10-29,6,26.164,WAS,@,PHI,L 3-35,8,90,11.25,0,2,1,0.50,0,0,0,,0,0,,,,,,
3,1950,1950-11-05,7,26.171,WAS,@,NYG,L 21-24,10,26,2.60,0,3,49,16.33,1,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
4,1950,1950-11-12,8,26.178,WAS,,PHI,L 0-33,7,16,2.29,0,3,15,5.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
5,1950,1950-11-19,9,26.185,WAS,@,CLE,L 14-20,12,56,4.67,0,5,32,6.40,0,1,1,100.00,15,0,0,118.7,0,0,15.00,15.00
6,1950,1950-11-26,10,26.192,WAS,,BAL,W 38-28,10,71,7.10,0,3,34,11.33,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
7,1950,1950-12-03,11,26.199,WAS,@,PIT,W 24-7,1,-2,-2.00,0,0,0,,0,0,0,,0,0,,,,,,
8,1950,1950-12-10,12,26.206,WAS,,CLE,L 21-45,10,22,2.20,0,1,6,6.00,1,0,0,,0,0,,,,,,
9,1952,1952-10-12,3,28.147,WAS,,CRD,L 6-17,6,23,3.83,0,0,0,,0,0,0,,0,0,,,,,,
10,1952,1952-10-19,4,28.154,WAS,@,PIT,W 28-24,2,-18,-9.00,0,0,0,,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00
11,1952,1952-10-26,5,28.161,WAS,@,CLE,L 15-19,4,23,5.75,0,1,15,15.00,0,0,0,,0,0,,,,,,
