ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1967,1967-10-29,7,25.139,PHI,,DAL,W 21-14,0,0,,0,1,0,0.00,0
2,1967,1967-11-05,8,25.146,PHI,@,NOR,L 24-31,4,99,24.75,0,0,0,,0
3,1967,1967-11-12,9,25.153,PHI,@,RAM,L 17-33,1,12,12.00,0,0,0,,0
