ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2004,2004-09-12,1,22.170,SDG,@,HOU,W 27-20,,3,3,100.0,2,2,100.0,0,9,0,0,,0
2,2004,2004-09-19,2,22.177,SDG,,NYJ,L 28-34,,4,4,100.0,,,,0,4,,,,
3,2004,2004-09-26,3,22.184,SDG,@,DEN,L 13-23,,1,1,100.0,2,2,100.0,0,7,0,0,,0
4,2004,2004-10-03,4,22.191,SDG,,TEN,W 38-17,,5,5,100.0,1,1,100.0,0,8,0,0,,0
5,2004,2004-10-10,5,22.198,SDG,,JAX,W 34-21,,4,4,100.0,2,2,100.0,0,10,0,0,,0
6,2004,2004-10-17,6,22.205,SDG,@,ATL,L 20-21,,2,2,100.0,2,2,100.0,0,8,0,0,,0
7,2004,2004-10-24,7,22.212,SDG,@,CAR,W 17-6,,2,2,100.0,1,2,50.0,0,5,0,0,,0
8,2004,2004-10-31,8,22.219,SDG,,OAK,W 42-14,,6,6,100.0,,,,0,6,,,,
9,2004,2004-11-07,9,22.226,SDG,,NOR,W 43-17,,5,5,100.0,2,2,100.0,0,11,0,0,,0
10,2004,2004-11-21,10,22.240,SDG,@,OAK,W 23-17,,2,3,66.7,1,2,50.0,0,5,0,0,,0
11,2004,2004-11-28,11,22.247,SDG,@,KAN,W 34-31,,4,4,100.0,2,4,50.0,0,10,0,0,,0
12,2004,2004-12-05,12,22.254,SDG,,DEN,W 20-17,,2,2,100.0,2,2,100.0,0,8,0,0,,0
13,2004,2004-12-12,13,22.261,SDG,,TAM,W 31-24,,4,4,100.0,1,2,50.0,0,7,0,0,,0
14,2004,2004-12-19,14,22.268,SDG,@,CLE,W 21-0,,3,3,100.0,,,,0,3,,,,
15,2004,2004-12-26,15,22.275,SDG,@,IND,L 31-34,,4,4,100.0,1,1,100.0,0,7,0,0,,0
16,2004,2005-01-02,16,22.282,SDG,,KAN,W 24-17,,3,3,100.0,1,1,100.0,0,6,0,0,,0
17,2005,2005-09-11,1,23.169,SDG,,DAL,L 24-28,,3,3,100.0,1,1,100.0,0,6,0,0,,0
18,2005,2005-09-18,2,23.176,SDG,@,DEN,L 17-20,,2,2,100.0,1,1,100.0,0,5,0,0,,0
19,2005,2005-09-25,3,23.183,SDG,,NYG,W 45-23,,6,6,100.0,1,1,100.0,0,9,0,0,,0
20,2005,2005-10-02,4,23.190,SDG,@,NWE,W 41-17,,5,5,100.0,2,2,100.0,0,11,0,0,,0
21,2005,2005-10-10,5,23.198,SDG,,PIT,L 22-24,,1,1,100.0,3,3,100.0,0,10,0,0,,0
22,2005,2005-10-16,6,23.204,SDG,@,OAK,W 27-14,,3,3,100.0,2,2,100.0,0,9,0,0,,0
23,2005,2005-10-23,7,23.211,SDG,@,PHI,L 17-20,,2,2,100.0,1,2,50.0,0,5,0,0,,0
24,2005,2005-10-30,8,23.218,SDG,,KAN,W 28-20,,4,4,100.0,,,,0,4,,,,
25,2005,2005-11-06,9,23.225,SDG,@,NYJ,W 31-26,,4,4,100.0,1,1,100.0,0,7,0,0,,0
26,2005,2005-11-20,10,23.239,SDG,,BUF,W 48-10,,6,6,100.0,2,2,100.0,0,12,0,0,,0
27,2005,2005-11-27,11,23.246,SDG,@,WAS,W 23-17,,2,2,100.0,1,3,33.3,0,5,0,0,,0
28,2005,2005-12-04,12,23.253,SDG,,OAK,W 34-10,,4,4,100.0,2,2,100.0,0,10,0,0,,0
29,2005,2005-12-11,13,23.260,SDG,,MIA,L 21-23,,3,3,100.0,,,,0,3,,,,
30,2005,2005-12-18,14,23.267,SDG,@,IND,W 26-17,,2,2,100.0,4,4,100.0,0,14,0,0,,0
31,2005,2005-12-24,15,23.273,SDG,@,KAN,L 7-20,,1,1,100.0,,,,0,1,,,,
32,2005,2005-12-31,16,23.280,SDG,,DEN,L 7-23,,1,1,100.0,,,,0,1,,,,
33,2006,2006-09-11,1,24.169,SDG,@,OAK,W 27-0,,3,3,100.0,2,2,100.0,0,9,0,0,,0
34,2006,2006-09-17,2,24.175,SDG,,TEN,W 40-7,,4,4,100.0,4,4,100.0,0,16,0,0,,0
35,2006,2006-10-01,3,24.189,SDG,@,BAL,L 13-16,,1,1,100.0,2,3,66.7,0,7,0,0,,0
36,2006,2006-10-08,4,24.196,SDG,,PIT,W 23-13,,2,2,100.0,3,3,100.0,0,11,0,0,,0
37,2006,2006-10-15,5,24.203,SDG,@,SFO,W 48-19,,6,6,100.0,2,2,100.0,0,12,0,0,,0
38,2006,2006-10-22,6,24.210,SDG,@,KAN,L 27-30,,3,3,100.0,2,3,66.7,0,9,0,0,,0
39,2006,2006-10-29,7,24.217,SDG,,STL,W 38-24,,5,5,100.0,1,1,100.0,0,8,0,0,,0
40,2006,2006-11-05,8,24.224,SDG,,CLE,W 32-25,,3,3,100.0,1,1,100.0,0,6,0,0,,0
41,2006,2006-11-12,9,24.231,SDG,@,CIN,W 49-41,,7,7,100.0,,,,0,7,,,,
