ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2003,2003-10-12,5,23.358,TAM,@,WAS,W 35-13,,,,,,,,,,,
2,2003,2003-10-19,6,24.000,TAM,@,SFO,L 7-24,,,,,,,,,,,
3,2003,2003-10-26,7,24.007,TAM,,DAL,W 16-0,,,,,,,,,,,
4,2003,2003-11-02,8,24.014,TAM,,NOR,L 14-17,,,,,,,,,,,
5,2003,2003-11-09,9,24.021,TAM,@,CAR,L 24-27,,,,,,,,,,,
6,2003,2003-11-16,10,24.028,TAM,,GNB,L 13-20,,,,,,,,,,,
7,2003,2003-11-24,11,24.036,TAM,,NYG,W 19-13,,,,,,,,,,,
8,2003,2003-11-30,12,24.042,TAM,@,JAX,L 10-17,,,,,,,,,,,
9,2003,2003-12-07,13,24.049,TAM,@,NOR,W 14-7,,,,,,,,,,,
10,2003,2003-12-14,14,24.056,TAM,,HOU,W 16-3,,,,,,,,,,,
11,2003,2003-12-20,15,24.062,TAM,,ATL,L 28-30,,1,7,7.00,0,0.0,,,0,0,0
12,2003,2003-12-28,16,24.070,TAM,@,TEN,L 13-33,*,,,,,,,,,,
13,2004,2004-09-12,1,24.329,TAM,@,WAS,L 10-16,,,,,,,,,,,
14,2004,2004-09-19,2,24.336,TAM,,SEA,L 6-10,,,,,,,,,,,
15,2004,2004-09-26,3,24.343,TAM,@,OAK,L 20-30,,,,,,,,,,,
16,2004,2004-10-03,4,24.350,TAM,,DEN,L 13-16,,,,,,,,,,,
17,2004,2004-10-10,5,24.357,TAM,@,NOR,W 20-17,,,,,,,,,,,
18,2004,2004-10-18,6,24.365,TAM,@,STL,L 21-28,,,,,,,,,,,
19,2004,2004-10-24,7,25.005,TAM,,CHI,W 19-7,,0,0,,0,1.0,,,0,0,0
20,2004,2004-11-07,8,25.019,TAM,,KAN,W 34-31,,0,0,,0,1.0,,,0,0,0
21,2004,2004-11-14,9,25.026,TAM,@,ATL,L 14-24,,0,0,,0,1.0,,,0,0,0
22,2004,2004-11-21,10,25.033,TAM,,SFO,W 35-3,,0,0,,0,0.5,,,0,0,0
23,2004,2004-11-28,11,25.040,TAM,@,CAR,L 14-21,,0,0,,0,1.0,,,0,0,0
24,2004,2004-12-05,12,25.047,TAM,,ATL,W 27-0,,0,0,,0,1.0,,,0,0,0
25,2004,2004-12-12,13,25.054,TAM,@,SDG,L 24-31,,,,,,,,,,,
26,2004,2004-12-19,14,25.061,TAM,,NOR,L 17-21,*,0,0,,0,0.5,,,0,0,0
27,2004,2004-12-26,15,25.068,TAM,,CAR,L 20-37,*,1,9,9.00,0,0.0,,,0,0,0
28,2004,2005-01-02,16,25.075,TAM,@,ARI,L 7-12,*,,,,,,,,,,
29,2005,2005-09-11,1,25.327,TAM,@,MIN,W 24-13,,,,,,,,,,,
30,2005,2005-09-18,2,25.334,TAM,,BUF,W 19-3,,,,,,,,,,,
31,2005,2005-09-25,3,25.341,TAM,@,GNB,W 17-16,,,,,,,,,,,
32,2005,2005-10-02,4,25.348,TAM,,DET,W 17-13,,,,,,,,,,,
33,2005,2005-10-09,5,25.355,TAM,@,NYJ,L 12-14,,,,,,,,,,,
34,2005,2005-10-16,6,25.362,TAM,,MIA,W 27-13,,0,0,,0,1.0,,,0,0,0
35,2005,2005-10-30,7,26.011,TAM,@,SFO,L 10-15,*,,,,,,,,,,
36,2005,2005-11-06,8,26.018,TAM,,CAR,L 14-34,,0,0,,0,1.0,,,0,0,0
37,2005,2005-11-13,9,26.025,TAM,,WAS,W 36-35,,,,,,,,,,,
38,2005,2005-11-20,10,26.032,TAM,@,ATL,W 30-27,,,,,,,,,,,
39,2005,2005-11-27,11,26.039,TAM,,CHI,L 10-13,,,,,,,,,,,
40,2005,2005-12-04,12,26.046,TAM,@,NOR,W 10-3,,,,,,,,,,,
