ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1964,1964-09-13,1,22.224,PHI,,NYG,W 38-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,8,4.00,0,0,0
2,1964,1964-09-20,2,22.231,PHI,,SFO,L 24-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,53,53.00,0,1,6,6.00,0,0,0
3,1964,1964-09-27,3,22.238,PHI,,CLE,L 20-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,11,11.00,0,1,4,4.00,0,0,0
4,1964,1964-10-04,4,22.245,PHI,,PIT,W 21-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,20,20.00,0,0,0,,0,0,0
5,1964,1964-10-11,5,22.252,PHI,@,WAS,L 20-35,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,53,26.50,0,1,0,0.00,0,0,0
6,1964,1964-10-18,6,22.259,PHI,@,NYG,W 23-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,49,49.00,0,1,8,8.00,0,0,0
7,1964,1964-11-08,9,22.280,PHI,@,RAM,L 10-20,2,1,0.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,27,27.00,0,0,0,,0,0,0
8,1964,1964-11-15,10,22.287,PHI,@,DAL,W 17-14,2,1,0.50,0,1,14,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
9,1964,1964-11-22,11,22.294,PHI,,STL,L 13-38,4,7,1.75,0,1,9,9.00,0,0,0,,0,0,0,,0,0,,,4,76,19.00,0,0,0,,0,0,0
10,1964,1964-11-29,12,22.301,PHI,@,CLE,L 24-38,3,28,9.33,0,4,46,11.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
11,1964,1964-12-06,13,22.308,PHI,,DAL,W 24-14,1,0,0.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,34,34.00,0,0,0,,0,0,0
