ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
20,1995,1995-10-22,8,23.293,KAN,@,DEN,W 21-7,5,2,29,14.50,1,40.0%,5.80,0,0,,0,1,6
21,1995,1995-11-05,9,23.307,KAN,,WAS,W 24-3,5,3,29,9.67,0,60.0%,5.80,0,0,,0,0,0
22,1995,1995-11-12,10,23.314,KAN,@,SDG,W 22-7,4,3,30,10.00,0,75.0%,7.50,0,0,,0,0,0
23,1995,1995-11-19,11,23.321,KAN,,HOU,W 20-13,4,1,12,12.00,0,25.0%,3.00,0,0,,0,0,0
24,1995,1995-11-23,12,23.325,KAN,@,DAL,L 12-24,7,3,61,20.33,1,42.9%,8.71,0,0,,0,1,6
25,1995,1995-12-03,13,23.335,KAN,@,OAK,W 29-23,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0
26,1995,1995-12-11,14,23.343,KAN,@,MIA,L 6-13,,0,0,,0,0.0%,,0,0,,0,0,
27,1995,1995-12-17,15,23.349,KAN,,DEN,W 20-17,5,5,58,11.60,0,100.0%,11.60,0,0,,0,0,0
28,1995,1995-12-24,16,23.356,KAN,,SEA,W 26-3,6,4,39,9.75,0,66.7%,6.50,0,0,,0,0,0
29,1996,1996-09-01,1,24.243,KAN,@,HOU,W 20-19,5,3,54,18.00,1,60.0%,10.80,0,0,,0,1,6
30,1996,1996-09-08,2,24.250,KAN,,OAK,W 19-3,2,0,0,,0,0.0%,0.00,,,,,,
31,1996,1996-09-15,3,24.257,KAN,@,SEA,W 35-17,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0
32,1996,1996-09-22,4,24.264,KAN,,DEN,W 17-14,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0
33,1997,1997-08-31,1,25.241,KAN,@,DEN,L 3-19,3,2,30,15.00,0,66.7%,10.00,0,0,,0,0,0
34,1997,1997-09-08,2,25.249,KAN,@,OAK,W 28-27,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0
35,1997,1997-10-16,7,25.287,KAN,,SDG,W 31-3,4,2,22,11.00,0,50.0%,5.50,0,0,,0,0,0
36,1997,1997-10-26,8,25.297,KAN,@,STL,W 28-20,5,2,33,16.50,1,40.0%,6.60,0,0,,0,1,6
37,1997,1997-11-03,9,25.305,KAN,,PIT,W 13-10,5,2,19,9.50,0,40.0%,3.80,0,0,,0,0,0
38,1997,1997-11-09,10,25.311,KAN,@,JAX,L 10-24,8,6,49,8.17,0,75.0%,6.13,0,0,,0,0,0
39,1997,1997-11-23,12,25.325,KAN,@,SEA,W 19-14,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0
40,1997,1997-11-30,13,25.332,KAN,,SFO,W 44-9,3,2,38,19.00,0,66.7%,12.67,0,0,,0,0,0
41,1997,1997-12-07,14,25.339,KAN,,OAK,W 30-0,1,0,0,,0,0.0%,0.00,,,,,,
42,1997,1997-12-14,15,25.346,KAN,@,SDG,W 29-7,3,2,48,24.00,1,66.7%,16.00,0,0,,0,1,6
43,1997,1997-12-21,16,25.353,KAN,,NOR,W 25-13,0,0,0,,0,0.0%,,,,,,,
