ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1966,1966-09-02,1,22.181,MIA,,OAK,L 14-23,0,0,,0,2,6,3.00,0,1,22,0
2,1966,1966-09-09,2,22.188,MIA,,NYJ,L 14-19,0,0,,0,1,15,15.00,0,0,0,0
3,1966,1966-10-09,5,22.218,MIA,@,OAK,L 10-21,0,0,,0,1,0,0.00,0,0,0,0
4,1966,1966-10-23,7,22.232,MIA,@,HOU,W 20-13,1,25,25.00,0,2,11,5.50,0,0,0,0
5,1966,1966-11-06,8,22.246,MIA,,BUF,L 0-29,1,30,30.00,0,0,0,,0,0,0,0
6,1966,1966-11-13,9,22.253,MIA,@,KAN,L 16-34,3,124,41.33,0,1,7,7.00,0,0,0,0
7,1966,1966-11-20,10,22.260,MIA,@,NYJ,L 13-30,3,76,25.33,0,1,11,11.00,0,0,0,0
8,1966,1966-11-27,11,22.267,MIA,,BOS,L 14-20,1,6,6.00,0,1,1,1.00,0,0,0,0
9,1966,1966-12-04,12,22.274,MIA,@,DEN,L 7-17,3,38,12.67,0,0,0,,0,0,0,0
10,1966,1966-12-11,13,22.281,MIA,,KAN,L 18-19,1,26,26.00,0,1,9,9.00,0,0,0,0
11,1966,1966-12-18,14,22.288,MIA,,HOU,W 29-28,2,51,25.50,0,0,0,,0,0,0,0
12,1967,1967-10-22,6,23.231,MIA,,NYJ,L 14-33,2,33,16.50,0,1,2,2.00,0,0,0,0
13,1967,1967-11-05,7,23.245,MIA,@,BUF,L 13-35,1,69,69.00,0,1,3,3.00,0,0,0,0
14,1967,1967-11-12,8,23.252,MIA,@,SDG,L 0-24,0,0,,0,0,0,,0,1,17,0
15,1967,1967-11-19,9,23.259,MIA,@,OAK,L 17-31,1,17,17.00,0,3,29,9.67,0,0,0,0
16,1967,1967-11-26,10,23.266,MIA,,BUF,W 17-14,2,52,26.00,0,0,0,,0,0,0,0
17,1967,1967-12-03,11,23.273,MIA,@,HOU,L 14-17,1,19,19.00,0,0,0,,0,0,0,0
18,1967,1967-12-10,12,23.280,MIA,,SDG,W 41-24,2,59,29.50,0,0,0,,0,0,0,0
19,1967,1967-12-17,13,23.287,MIA,,BOS,W 41-32,2,26,13.00,0,0,0,,0,0,0,0
20,1967,1967-12-23,14,23.293,MIA,,HOU,L 10-41,4,76,19.00,0,1,0,0.00,0,0,0,0
21,1968,1968-09-14,1,24.193,MIA,,HOU,L 10-24,2,121,60.50,0,1,0,0.00,0,0,0,0
22,1968,1968-09-28,3,24.207,MIA,,KAN,L 3-48,1,22,22.00,0,4,48,12.00,0,0,0,0
23,1968,1968-10-06,4,24.215,MIA,@,HOU,W 24-7,1,21,21.00,0,3,23,7.67,0,0,0,0
24,1968,1968-10-12,5,24.221,MIA,,BUF,T 14-14,1,26,26.00,0,0,0,,0,0,0,0
