ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1969,1969-10-12,4,24.195,WAS,,STL,W 33-17,0,0,,0,0,0,1,0,0
2,1969,1969-12-07,12,24.251,WAS,@,PHI,W 34-29,0,0,,0,0,0,1,0,0
3,1969,1969-12-14,13,24.258,WAS,,NOR,W 17-14,0,0,,0,0,0,1,31,0
4,1970,1970-09-20,1,25.173,WAS,@,SFO,L 17-26,,,,,,,,,
5,1970,1970-09-27,2,25.180,WAS,@,STL,L 17-27,0,0,,0,0,0,1,22,0
6,1970,1970-10-04,3,25.187,WAS,@,PHI,W 33-21,,,,,,,,,
7,1970,1970-10-11,4,25.194,WAS,,DET,W 31-10,1,0,0.00,0,0,0,0,0,0
8,1970,1970-10-19,5,25.202,WAS,@,OAK,L 20-34,0,0,,0,0,0,1,9,0
9,1970,1970-10-25,6,25.208,WAS,,CIN,W 20-0,,,,,,,,,
10,1970,1970-11-01,7,25.215,WAS,@,DEN,W 19-3,0,0,,0,0,0,2,6,0
11,1970,1970-11-08,8,25.222,WAS,,MIN,L 10-19,,,,,,,,,
12,1970,1970-11-15,9,25.229,WAS,@,NYG,L 33-35,,,,,,,,,
13,1970,1970-11-22,10,25.236,WAS,,DAL,L 21-45,,,,,,,,,
14,1970,1970-11-29,11,25.243,WAS,,NYG,L 24-27,,,,,,,,,
15,1970,1970-12-06,12,25.250,WAS,@,DAL,L 0-34,,,,,,,,,
16,1970,1970-12-13,13,25.257,WAS,,PHI,W 24-6,,,,,,,,,
17,1970,1970-12-20,14,25.264,WAS,,STL,W 28-27,,,,,,,,,
18,1971,1971-09-19,1,26.172,WAS,@,STL,W 24-17,,,,,,,,,
19,1971,1971-09-26,2,26.179,WAS,@,NYG,W 30-3,,,,,,,,,
20,1971,1971-10-03,3,26.186,WAS,@,DAL,W 20-16,,,,,,,,,
21,1971,1971-10-10,4,26.193,WAS,,HOU,W 22-13,0,0,,0,0,0,1,0,0
22,1971,1971-10-17,5,26.200,WAS,,STL,W 20-0,0,0,,0,0,0,1,2,0
23,1971,1971-10-24,6,26.207,WAS,@,KAN,L 20-27,1,15,15.00,0,0,0,1,0,0
24,1971,1971-10-31,7,26.214,WAS,,NOR,W 24-14,2,29,14.50,0,0,0,0,0,0
25,1971,1971-11-07,8,26.221,WAS,,PHI,T 7-7,0,0,,0,0,0,1,13,0
26,1971,1971-11-14,9,26.228,WAS,@,CHI,L 15-16,,,,,,,,,
27,1971,1971-11-21,10,26.235,WAS,,DAL,L 0-13,,,,,,,,,
28,1971,1971-11-28,11,26.242,WAS,@,PHI,W 20-13,1,17,17.00,0,1,6,1,38,1
29,1971,1971-12-05,12,26.249,WAS,,NYG,W 23-7,0,0,,0,0,0,1,25,0
30,1971,1971-12-13,13,26.257,WAS,@,RAM,W 38-24,0,0,,0,0,0,1,0,0
31,1971,1971-12-19,14,26.263,WAS,,CLE,L 13-20,0,0,,0,0,0,1,0,0
32,1972,1972-09-18,1,27.171,WAS,@,MIN,W 24-21,,,,,,,,,
33,1972,1972-09-24,2,27.177,WAS,,STL,W 24-10,,,,,,,,,
34,1972,1972-10-01,3,27.184,WAS,@,NWE,L 23-24,1,21,21.00,0,0,0,1,29,0
35,1972,1972-10-08,4,27.191,WAS,,PHI,W 14-0,,,,,,,,,
36,1972,1972-10-15,5,27.198,WAS,@,STL,W 33-3,0,0,,0,0,0,1,0,0
37,1972,1972-10-22,6,27.205,WAS,,DAL,W 24-20,,,,,,,,,
38,1972,1972-10-29,7,27.212,WAS,@,NYG,W 23-16,1,1,1.00,0,0,0,0,0,0
39,1972,1972-11-05,8,27.219,WAS,@,NYJ,W 35-17,,,,,,,,,
40,1972,1972-11-12,9,27.226,WAS,,NYG,W 27-13,,,,,,,,,
41,1972,1972-11-20,10,27.234,WAS,,ATL,W 24-13,0,0,,0,0,0,1,24,0
42,1972,1972-11-26,11,27.240,WAS,,GNB,W 21-16,,,,,,,,,
43,1972,1972-12-03,12,27.247,WAS,@,PHI,W 23-7,,,,,,,,,
44,1972,1972-12-09,13,27.253,WAS,@,DAL,L 24-34,,,,,,,,,
45,1972,1972-12-17,14,27.261,WAS,,BUF,L 17-24,,,,,,,,,
46,1973,1973-09-16,1,28.169,WAS,,SDG,W 38-0,,,,,,,,,
47,1973,1973-09-23,2,28.176,WAS,@,STL,L 27-34,,,,,,,,,
