ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2002,2002-12-01,12,23.150,ARI,@,KAN,L 0-49,,4,12,33.33,45,0,1,10.8,3,27,3.75,0.00,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,
2,2002,2002-12-29,16,23.178,ARI,@,DEN,L 7-37,,3,6,50.00,21,0,1,18.7,2,23,3.50,-4.00,1,20,20.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
3,2003,2003-09-14,2,24.072,ARI,,SEA,L 0-38,,18,32,56.25,150,0,2,42.4,2,12,4.69,1.88,6,33,5.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,
4,2003,2003-09-21,3,24.079,ARI,,GNB,W 20-13,,,,,,,,,,,,,,,,,,,,,,0.0%,,,,,,,
5,2003,2003-09-28,4,24.086,ARI,@,STL,L 13-37,,3,4,75.00,47,0,0,113.5,0,0,11.75,11.75,1,8,8.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
6,2003,2003-11-02,8,24.121,ARI,,CIN,W 17-14,,,,,,,,,,,,,,,,,,,,,,0.0%,,,,,,,
7,2003,2003-11-16,10,24.135,ARI,@,CLE,L 6-44,,4,11,36.36,31,0,2,5.3,0,0,2.82,-5.36,2,9,4.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,
8,2003,2003-11-23,11,24.142,ARI,,STL,L 27-30,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,,0,0.0%,,,0,,,,
9,2003,2003-12-07,13,24.156,ARI,@,SFO,L 14-50,,11,20,55.00,120,2,0,106.2,2,13,6.00,8.00,2,-5,-2.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,
10,2003,2003-12-14,14,24.163,ARI,,CAR,L 17-20,*,14,25,56.00,172,0,1,60.7,5,26,6.88,5.08,6,48,8.00,1,0,0,0,,0,0.0%,,,1,6,0.0,,
11,2003,2003-12-21,15,24.170,ARI,@,SEA,L 10-28,*,25,40,62.50,274,1,0,91.0,8,54,6.85,7.35,8,38,4.75,0,0,0,0,,0,0.0%,,,0,0,0.0,,
