ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2007,2007-12-23,15,24.157,ATL,@,ARI,L 27-30,,,,,,,,,,,,,
2,2007,2007-12-30,16,24.164,ATL,,SEA,W 44-41,,,,,,,,,,,,,
3,2008,2008-09-07,1,25.050,ATL,,DET,W 34-21,*,0,0,,0,0,0,0.0,6,0,0,0,0
4,2008,2008-09-14,2,25.057,ATL,@,TAM,L 9-24,*,0,0,,0,0,0,0.0,2,1,0,0,0
5,2008,2008-09-21,3,25.064,ATL,,KAN,W 38-14,*,0,0,,0,0,0,0.0,1,0,1,25,0
6,2008,2008-09-28,4,25.071,ATL,@,CAR,L 9-24,*,0,0,,0,0,0,0.0,9,1,0,0,0
7,2008,2008-10-05,5,25.078,ATL,@,GNB,W 27-24,*,0,0,,0,0,0,0.0,5,0,0,0,0
8,2008,2008-10-12,6,25.085,ATL,,CHI,W 22-20,*,0,0,,0,0,0,0.0,5,0,0,0,0
9,2008,2008-10-26,7,25.099,ATL,@,PHI,L 14-27,,0,0,,0,0,0,0.0,0,0,0,0,0
10,2008,2008-11-02,8,25.106,ATL,@,OAK,W 24-0,,,,,,,,,,,,,
11,2008,2008-11-09,9,25.113,ATL,,NOR,W 34-20,,,,,,,,,,,,,
12,2008,2008-11-23,11,25.127,ATL,,CAR,W 45-28,,0,0,,0,0,0,0.0,0,2,0,0,0
13,2008,2008-12-21,15,25.155,ATL,@,MIN,W 24-17,,,,,,,,,,,,,
14,2008,2008-12-28,16,25.162,ATL,,STL,W 31-27,,,,,,,,,,,,,
15,2009,2009-09-13,1,26.056,ATL,,MIA,W 19-7,,0,0,,0,0,0,0.0,3,0,0,0,0
16,2009,2009-09-20,2,26.063,ATL,,CAR,W 28-20,,0,0,,0,0,0,0.0,0,1,0,0,0
17,2009,2009-09-27,3,26.070,ATL,@,NWE,L 10-26,,0,0,,0,0,0,0.0,1,0,0,0,0
18,2009,2009-10-11,4,26.084,ATL,@,SFO,W 45-10,*,0,0,,0,0,0,0.0,2,0,0,0,0
19,2009,2009-10-18,5,26.091,ATL,,CHI,W 21-14,*,0,0,,0,0,0,0.0,3,1,0,0,0
20,2009,2009-10-25,6,26.098,ATL,@,DAL,L 21-37,*,0,0,,0,0,0,0.0,3,0,0,0,0
21,2009,2009-11-02,7,26.106,ATL,@,NOR,L 27-35,,0,0,,0,0,0,0.0,7,0,1,0,0
22,2009,2009-11-08,8,26.112,ATL,,WAS,W 31-17,,0,0,,0,0,0,0.0,1,0,0,0,0
23,2009,2009-11-15,9,26.119,ATL,@,CAR,L 19-28,,0,0,,0,0,0,0.0,5,0,0,0,0
24,2009,2009-11-22,10,26.126,ATL,@,NYG,L 31-34,*,0,0,,0,0,0,0.0,5,2,1,9,0
25,2009,2009-11-29,11,26.133,ATL,,TAM,W 20-17,,0,0,,0,0,0,0.0,1,0,0,0,0
26,2009,2009-12-06,12,26.140,ATL,,PHI,L 7-34,,0,0,,0,0,0,0.0,2,0,0,0,0
27,2009,2009-12-13,13,26.147,ATL,,NOR,L 23-26,*,0,0,,0,0,0,0.0,7,0,0,0,0
28,2009,2009-12-20,14,26.154,ATL,@,NYJ,W 10-7,*,0,0,,0,0,0,0.0,5,0,2,-3,0
29,2009,2009-12-27,15,26.161,ATL,,BUF,W 31-3,*,0,0,,0,0,0,0.0,9,0,1,11,0
30,2009,2010-01-03,16,26.168,ATL,@,TAM,W 20-10,*,0,0,,0,0,0,0.0,2,0,1,0,0
31,2010,2010-09-12,1,27.055,ATL,@,PIT,L 9-15,*,0,0,,0,0,0,0.0,1,2,0,0,0
32,2010,2010-09-19,2,27.062,ATL,,ARI,W 41-7,*,0,0,,0,0,0,0.0,2,0,0,0,0
33,2010,2010-09-26,3,27.069,ATL,@,NOR,W 27-24,*,0,0,,0,0,0,0.0,4,1,1,36,0
34,2010,2010-10-03,4,27.076,ATL,,SFO,W 16-14,*,0,0,,0,0,0,0.0,2,0,0,0,0
35,2010,2010-10-10,5,27.083,ATL,@,CLE,W 20-10,*,0,0,,0,0,0,0.0,4,2,0,0,0
36,2010,2010-10-17,6,27.090,ATL,@,PHI,L 17-31,*,0,0,,0,0,0,0.0,10,2,0,0,0
37,2010,2010-10-24,7,27.097,ATL,,CIN,W 39-32,*,0,0,,0,0,0,0.0,4,0,0,0,0
38,2010,2010-11-07,8,27.111,ATL,,TAM,W 27-21,*,0,0,,0,0,0,0.0,5,0,1,4,0
39,2010,2010-11-11,9,27.115,ATL,,BAL,W 26-21,*,0,0,,0,0,0,0.0,6,0,1,0,0
40,2010,2010-11-21,10,27.125,ATL,@,STL,W 34-17,*,0,0,,0,0,0,0.0,4,0,0,0,0
41,2010,2010-11-28,11,27.132,ATL,,GNB,W 20-17,*,0,0,,0,0,0,0.0,6,0,0,0,0
