ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1978,1978-11-12,11,23.030,SFO,,STL,L 10-16,0,0,,0,0,0,,0,3,-2,-0.67,0,0,0
2,1978,1978-11-19,12,23.037,SFO,,RAM,L 28-31,0,0,,0,0,0,,0,1,-2,-2.00,0,0,0
3,1978,1978-11-27,13,23.045,SFO,,PIT,L 7-24,,,,,,,,,,,,,,
4,1978,1978-12-03,14,23.051,SFO,@,NOR,L 13-24,,,,,,,,,,,,,,
5,1978,1978-12-10,15,23.058,SFO,,TAM,W 6-3,0,0,,0,0,0,,0,1,8,8.00,0,0,0
6,1978,1978-12-17,16,23.065,SFO,@,DET,L 14-33,0,0,,0,0,0,,0,3,36,12.00,0,0,0
7,1979,1979-09-02,1,23.324,SFO,@,MIN,L 22-28,3,22,7.33,0,0,0,,0,0,0,,0,0,0
8,1979,1979-09-09,2,23.331,SFO,,DAL,L 13-21,4,44,11.00,0,0,0,,0,0,0,,0,0,0
9,1979,1979-09-16,3,23.338,SFO,@,RAM,L 24-27,5,37,7.40,2,1,19,19.00,0,0,0,,0,2,12
10,1979,1979-09-23,4,23.345,SFO,,NOR,L 21-30,3,35,11.67,0,0,0,,0,0,0,,0,0,0
11,1979,1979-09-30,5,23.352,SFO,@,SDG,L 9-31,2,13,6.50,0,0,0,,0,0,0,,0,0,0
12,1979,1979-10-07,6,23.359,SFO,,SEA,L 24-35,1,10,10.00,0,0,0,,0,0,0,,0,0,0
13,1979,1979-10-14,7,24.001,SFO,@,NYG,L 16-32,2,23,11.50,1,0,0,,0,0,0,,0,1,6
14,1979,1979-10-21,8,24.008,SFO,,ATL,W 20-15,4,39,9.75,0,0,0,,0,0,0,,0,0,0
15,1979,1979-10-28,9,24.015,SFO,,CHI,L 27-28,2,48,24.00,0,0,0,,0,0,0,,0,0,0
16,1979,1979-11-04,10,24.022,SFO,@,OAK,L 10-23,,,,,,,,,,,,,,
17,1979,1979-11-11,11,24.029,SFO,@,NOR,L 20-31,2,30,15.00,0,0,0,,0,0,0,,0,0,0
18,1979,1979-11-18,12,24.036,SFO,,DEN,L 28-38,,,,,,,,,,,,,,
19,1979,1979-11-25,13,24.043,SFO,,RAM,L 20-26,2,30,15.00,0,0,0,,0,0,0,,0,0,0
20,1979,1979-12-02,14,24.050,SFO,@,STL,L 10-13,1,13,13.00,0,0,0,,0,0,0,,0,0,0
21,1979,1979-12-09,15,24.057,SFO,,TAM,W 23-7,4,61,15.25,1,0,0,,0,0,0,,0,1,6
22,1979,1979-12-16,16,24.064,SFO,@,ATL,L 21-31,4,47,11.75,0,0,0,,0,0,0,,0,0,0
23,1980,1980-11-02,9,25.020,TAM,,NYG,W 30-13,2,47,23.50,1,0,0,,0,0,0,,0,1,6
24,1980,1980-11-09,10,25.027,TAM,,PIT,L 21-24,1,17,17.00,0,0,0,,0,0,0,,0,0,0
25,1980,1980-11-16,11,25.034,TAM,@,MIN,L 30-38,,,,,,,,,,,,,,
26,1980,1980-11-30,13,25.048,TAM,@,GNB,W 20-17,,,,,,,,,,,,,,
27,1980,1980-12-14,15,25.062,TAM,@,DET,L 14-27,1,11,11.00,0,0,0,,0,0,0,,0,0,0
28,1980,1980-12-20,16,25.068,TAM,,CHI,L 13-14,,,,,,,,,,,,,,
29,1981,1981-09-20,3,25.342,SFO,@,ATL,L 17-34,0,0,,0,,,,,,,,,,
30,1981,1981-09-27,4,25.349,SFO,,NOR,W 21-14,0,0,,0,,,,,,,,,,
31,1981,1981-10-04,5,25.356,SFO,@,WAS,W 30-17,0,0,,0,,,,,,,,,,
32,1981,1981-10-11,6,25.363,SFO,,DAL,W 45-14,0,0,,0,,,,,,,,,,
33,1981,1981-10-18,7,26.005,SFO,@,GNB,W 13-3,0,0,,0,,,,,,,,,,
34,1981,1981-10-25,8,26.012,SFO,,RAM,W 20-17,0,0,,0,,,,,,,,,,
35,1981,1981-11-01,9,26.019,SFO,@,PIT,W 17-14,0,0,,0,,,,,,,,,,
36,1981,1981-11-08,10,26.026,SFO,,ATL,W 17-14,0,0,,0,,,,,,,,,,
37,1981,1981-11-15,11,26.033,SFO,,CLE,L 12-15,1,8,8.00,0,0,0,,0,0,0,,0,0,0
38,1981,1981-11-22,12,26.040,SFO,@,RAM,W 33-31,1,7,7.00,0,0,0,,0,0,0,,0,0,0
39,1981,1981-11-29,13,26.047,SFO,,NYG,W 17-10,0,0,,0,,,,,,,,,,
40,1981,1981-12-06,14,26.054,SFO,@,CIN,W 21-3,1,6,6.00,0,0,0,,0,0,0,,0,0,0
41,1981,1981-12-13,15,26.061,SFO,,HOU,W 28-6,0,0,,0,,,,,,,,,,
42,1982,1982-11-28,4,27.046,STL,@,ATL,W 23-20,0,0,,0,,,,,,,,,,
43,1982,1982-12-05,5,27.053,STL,@,PHI,W 23-20,0,0,,0,,,,,,,,,,
44,1982,1982-12-12,6,27.060,STL,,WAS,L 7-12,2,32,16.00,0,0,0,,0,0,0,,0,0,0
45,1982,1982-12-19,7,27.067,STL,@,CHI,W 10-7,0,0,,0,,,,,,,,,,
46,1982,1982-12-26,8,27.074,STL,,NYG,W 24-21,1,8,8.00,0,0,0,,0,0,0,,0,0,0
47,1982,1983-01-02,9,27.081,STL,@,WAS,L 0-28,2,18,9.00,0,0,0,,0,0,0,,0,0,0
48,1983,1983-09-04,1,27.326,STL,@,NOR,L 17-28,2,41,20.50,0,0,0,,0,0,0,,0,0,0
49,1983,1983-09-11,2,27.333,STL,,DAL,L 17-34,3,35,11.67,0,0,0,,0,0,0,,0,0,0
50,1983,1983-09-18,3,27.340,STL,,SFO,L 27-42,0,0,,0,,,,,,,,,,
51,1983,1983-09-25,4,27.347,STL,@,PHI,W 14-11,1,17,17.00,0,0,0,,0,0,0,,0,0,0
52,1983,1983-10-02,5,27.354,STL,@,KAN,L 14-38,1,11,11.00,0,0,0,,0,0,0,,0,0,0
53,1983,1983-10-09,6,27.361,STL,,WAS,L 14-38,2,26,13.00,0,0,0,,0,0,0,,0,0,0
54,1983,1983-10-16,7,28.003,STL,@,TAM,W 34-27,0,0,,0,,,,,,,,,,
