ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1991,1991-09-08,2,22.206,PIT,@,BUF,L 34-52,,,0,0,,0,,,0,0,,0,0,0,,0,,
2,1991,1991-09-15,3,22.213,PIT,,NWE,W 20-6,,,0,0,,0,,,0,0,,0,0,0,,0,,
3,1991,1991-09-22,4,22.220,PIT,@,PHI,L 14-23,,,0,0,,0,,,0,0,,0,1,0,0.00,0,0,0
4,1991,1991-10-06,5,22.234,PIT,@,IND,W 21-3,,,0,0,,0,,,0,0,,0,1,13,13.00,0,0,0
5,1991,1991-10-14,6,22.242,PIT,,NYG,L 20-23,,,1,15,15.00,0,,,0,0,,0,0,0,,0,0,0
6,1991,1991-10-20,7,22.248,PIT,,SEA,L 7-27,,,0,0,,0,,,0,0,,0,0,0,,0,,
7,1991,1991-11-10,10,22.269,PIT,@,CIN,W 33-27,,,0,0,,0,,,0,0,,0,0,0,,0,,
8,1991,1991-11-17,11,22.276,PIT,,WAS,L 14-41,,,0,0,,0,,,0,0,,0,0,0,,0,,
9,1991,1991-11-24,12,22.283,PIT,,HOU,W 26-14,,,1,6,6.00,0,,,0,0,,0,3,16,5.33,0,0,0
10,1991,1991-11-28,13,22.287,PIT,@,DAL,L 10-20,,,0,0,,0,,,0,0,,0,1,9,9.00,0,0,0
11,1991,1991-12-08,14,22.297,PIT,@,HOU,L 6-31,,,0,0,,0,,,3,48,16.00,0,2,8,4.00,0,0,0
12,1991,1991-12-15,15,22.304,PIT,,CIN,W 17-10,,,0,0,,0,,,0,0,,0,0,0,,0,,
13,1991,1991-12-22,16,22.311,PIT,,CLE,W 17-10,,,0,0,,0,,,0,0,,0,0,0,,0,,
14,1992,1992-09-06,1,23.205,PIT,@,HOU,W 29-24,,9,7,89,12.71,1,77.8%,9.89,0,0,,0,0,0,,0,1,6
15,1992,1992-09-13,2,23.212,PIT,,NYJ,W 27-10,,8,6,146,24.33,0,75.0%,18.25,0,0,,0,0,0,,0,0,0
16,1992,1992-09-20,3,23.219,PIT,@,SDG,W 23-6,,5,3,67,22.33,0,60.0%,13.40,0,0,,0,0,0,,0,0,0
17,1992,1992-09-27,4,23.226,PIT,@,GNB,L 3-17,,10,3,32,10.67,0,30.0%,3.20,0,0,,0,0,0,,0,0,0
18,1992,1992-10-11,5,23.240,PIT,@,CLE,L 9-17,,11,8,87,10.88,0,72.7%,7.91,0,0,,0,0,0,,0,0,0
19,1992,1992-10-19,6,23.248,PIT,,CIN,W 20-0,,9,7,115,16.43,0,77.8%,12.78,0,0,,0,0,0,,0,0,0
20,1992,1992-10-25,7,23.254,PIT,@,KAN,W 27-3,,1,0,0,,0,0.0%,0.00,,,,,,,,,,
21,1992,1992-11-01,8,23.261,PIT,,HOU,W 21-20,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0
22,1992,1992-11-08,9,23.268,PIT,@,BUF,L 20-28,,2,0,0,,0,0.0%,0.00,,,,,,,,,,
23,1992,1992-11-29,12,23.289,PIT,@,CIN,W 21-9,,10,5,60,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0
24,1992,1992-12-06,13,23.296,PIT,,SEA,W 20-14,,7,2,30,15.00,0,28.6%,4.29,0,0,,0,0,0,,0,0,0
25,1992,1992-12-13,14,23.303,PIT,@,CHI,L 6-30,,13,3,30,10.00,0,23.1%,2.31,0,0,,0,0,0,,0,0,0
26,1992,1992-12-20,15,23.310,PIT,,MIN,L 3-6,,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0,0,,0,0,0
27,1992,1992-12-27,16,23.317,PIT,,CLE,W 23-13,,6,3,24,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0
28,1993,1993-09-05,1,24.203,PIT,,SFO,L 13-24,,5,0,0,,0,0.0%,0.00,,,,,,,,,,
29,1993,1993-09-12,2,24.210,PIT,@,RAM,L 0-27,,3,3,35,11.67,0,100.0%,11.67,0,0,,0,0,0,,0,0,0
30,1993,1993-09-27,4,24.225,PIT,@,ATL,W 45-17,,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,0,0
31,1993,1993-10-10,5,24.238,PIT,,SDG,W 16-3,,8,4,33,8.25,0,50.0%,4.13,0,0,,0,0,0,,0,0,0
32,1993,1993-10-17,6,24.245,PIT,,NOR,W 37-14,,4,0,0,,0,0.0%,0.00,,,,,,,,,,
33,1993,1993-10-24,7,24.252,PIT,@,CLE,L 23-28,,7,5,89,17.80,0,71.4%,12.71,0,0,,0,0,0,,0,0,0
34,1993,1993-11-07,8,24.266,PIT,@,CIN,W 24-16,,7,2,17,8.50,0,28.6%,2.43,0,0,,0,0,0,,0,0,0
35,1993,1993-11-15,9,24.274,PIT,,BUF,W 23-0,,5,3,44,14.67,0,60.0%,8.80,0,0,,0,0,0,,0,0,0
36,1993,1993-11-21,10,24.280,PIT,@,DEN,L 13-37,,5,1,10,10.00,0,20.0%,2.00,0,0,,0,0,0,,0,0,0
37,1993,1993-11-28,11,24.287,PIT,@,HOU,L 3-23,,12,8,102,12.75,0,66.7%,8.50,0,0,,0,0,0,,0,0,0
38,1993,1993-12-05,12,24.294,PIT,,NWE,W 17-14,,4,1,5,5.00,0,25.0%,1.25,0,0,,0,0,0,,0,0,0
39,1993,1993-12-13,13,24.302,PIT,@,MIA,W 21-20,,1,0,0,,0,0.0%,0.00,,,,,,,,,,
40,1993,1993-12-19,14,24.308,PIT,,HOU,L 17-26,,17,7,192,27.43,0,41.2%,11.29,0,0,,0,0,0,,0,0,0
41,1993,1993-12-26,15,24.315,PIT,@,SEA,L 6-16,,2,1,17,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,0,0
42,1993,1994-01-02,16,24.322,PIT,,CLE,W 16-9,,6,2,16,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0
43,1994,1994-09-04,1,25.202,CHI,,TAM,W 21-9,,3,3,58,19.33,0,100.0%,19.33,0,0,,0,0,0,,0,0,0
44,1994,1994-09-12,2,25.210,CHI,@,PHI,L 22-30,,3,3,29,9.67,0,100.0%,9.67,0,0,,0,0,0,,0,0,0
45,1994,1994-09-18,3,25.216,CHI,,MIN,L 14-42,,7,5,51,10.20,0,71.4%,7.29,0,0,,0,0,0,,0,0,0
46,1994,1994-09-25,4,25.223,CHI,@,NYJ,W 19-7,,4,2,19,9.50,0,50.0%,4.75,0,0,,0,0,0,,0,0,0
47,1994,1994-10-02,5,25.230,CHI,,BUF,W 20-13,,6,5,63,12.60,0,83.3%,10.50,0,0,,0,0,0,,0,0,0
48,1994,1994-10-09,6,25.237,CHI,,NOR,W 17-7,,8,3,61,20.33,1,37.5%,7.63,0,0,,0,0,0,,0,1,6
49,1994,1994-10-23,7,25.251,CHI,@,DET,L 16-21,,8,7,136,19.43,1,87.5%,17.00,0,0,,0,0,0,,0,1,6
50,1994,1994-10-31,8,25.259,CHI,,GNB,L 6-33,,8,4,26,6.50,1,50.0%,3.25,0,0,,0,0,0,,0,1,6
51,1994,1994-11-06,9,25.265,CHI,@,TAM,W 20-6,,7,3,31,10.33,0,42.9%,4.43,0,0,,0,0,0,,0,0,0
52,1994,1994-11-13,10,25.272,CHI,@,MIA,W 17-14,,5,3,32,10.67,0,60.0%,6.40,0,0,,0,0,0,,0,0,0
53,1994,1994-11-20,11,25.279,CHI,,DET,W 20-10,,6,5,53,10.60,1,83.3%,8.83,0,0,,0,2,11,5.50,0,1,6
54,1994,1994-11-27,12,25.286,CHI,@,ARI,W 19-16,,10,8,154,19.25,0,80.0%,15.40,0,0,,0,2,22,11.00,0,0,0
55,1994,1994-12-01,13,25.290,CHI,@,MIN,L 27-33,,5,4,37,9.25,0,80.0%,7.40,0,0,,0,3,73,24.33,1,1,6
56,1994,1994-12-11,14,25.300,CHI,@,GNB,L 3-40,,9,6,90,15.00,0,66.7%,10.00,0,0,,0,0,0,,0,0,0
57,1994,1994-12-18,15,25.307,CHI,,RAM,W 27-13,,4,4,66,16.50,0,100.0%,16.50,0,0,,0,4,10,2.50,0,0,0
58,1994,1994-12-24,16,25.313,CHI,,NWE,L 3-13,,7,3,38,12.67,0,42.9%,5.43,0,0,,0,4,24,6.00,0,0,0
59,1995,1995-09-03,1,26.201,CHI,,MIN,W 31-14,,12,8,107,13.38,0,66.7%,8.92,0,0,,0,3,17,5.67,0,0,0
60,1995,1995-09-11,2,26.209,CHI,,GNB,L 24-27,,7,2,21,10.50,0,28.6%,3.00,0,0,,0,0,0,,0,0,0
61,1995,1995-09-17,3,26.215,CHI,@,TAM,W 25-6,,6,4,53,13.25,0,66.7%,8.83,0,0,,0,3,14,4.67,0,0,0
62,1995,1995-09-24,4,26.222,CHI,@,STL,L 28-34,,7,6,145,24.17,1,85.7%,20.71,0,0,,0,2,10,5.00,0,1,6
63,1995,1995-10-08,5,26.236,CHI,,CAR,W 31-27,,6,3,44,14.67,0,50.0%,7.33,0,0,,0,3,24,8.00,0,0,0
64,1995,1995-10-15,6,26.243,CHI,@,JAX,W 30-27,,6,3,52,17.33,0,50.0%,8.67,0,0,,0,1,1,1.00,0,0,0
65,1995,1995-10-22,7,26.250,CHI,,HOU,W 35-32,,16,9,137,15.22,1,56.3%,8.56,1,12,12.00,0,2,21,10.50,0,1,6
66,1995,1995-10-30,8,26.258,CHI,@,MIN,W 14-6,,7,5,73,14.60,0,71.4%,10.43,0,0,,0,3,17,5.67,0,0,0
67,1995,1995-11-05,9,26.264,CHI,,PIT,L 34-37,,8,5,111,22.20,0,62.5%,13.88,0,0,,0,1,16,16.00,0,0,0
68,1995,1995-11-12,10,26.271,CHI,@,GNB,L 28-35,,10,7,108,15.43,0,70.0%,10.80,0,0,,0,2,7,3.50,0,0,0
69,1995,1995-11-19,11,26.278,CHI,,DET,L 17-24,,8,5,109,21.80,0,62.5%,13.63,0,0,,0,0,0,,0,0,0
70,1995,1995-11-26,12,26.285,CHI,@,NYG,W 27-24,,11,6,56,9.33,1,54.5%,5.09,0,0,,0,0,0,,0,1,6
71,1995,1995-12-04,13,26.293,CHI,@,DET,L 7-27,,6,4,45,11.25,0,66.7%,7.50,0,0,,0,2,51,25.50,0,0,0
72,1995,1995-12-10,14,26.299,CHI,@,CIN,L 10-16,,9,3,63,21.00,0,33.3%,7.00,0,0,,0,0,0,,0,0,0
73,1995,1995-12-17,15,26.306,CHI,,TAM,W 31-10,,6,5,102,20.40,1,83.3%,17.00,0,0,,0,1,5,5.00,0,1,6
74,1995,1995-12-24,16,26.313,CHI,,PHI,W 20-14,,13,7,75,10.71,0,53.8%,5.77,0,0,,0,0,0,,0,0,0
75,1996,1996-09-01,1,27.200,NYJ,@,DEN,L 6-31,,5,2,26,13.00,0,40.0%,5.20,0,0,,0,0,0,,0,0,0
76,1996,1996-09-08,2,27.207,NYJ,,IND,L 7-21,,5,2,5,2.50,0,40.0%,1.00,0,0,,0,0,0,,0,0,0
77,1996,1996-09-15,3,27.214,NYJ,@,MIA,L 27-36,,11,5,136,27.20,1,45.5%,12.36,0,0,,0,0,0,,0,1,6
78,1996,1996-09-22,4,27.221,NYJ,,NYG,L 6-13,,8,5,49,9.80,0,62.5%,6.13,0,0,,0,0,0,,0,0,0
79,1996,1996-09-29,5,27.228,NYJ,@,WAS,L 16-31,,9,7,95,13.57,0,77.8%,10.56,0,0,,0,0,0,,0,0,0
80,1996,1996-10-06,6,27.235,NYJ,,OAK,L 13-34,,5,4,35,8.75,0,80.0%,7.00,0,0,,0,0,0,,0,0,0
