ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
81,1996,1996-10-27,9,27.256,NYJ,@,ARI,W 31-21,,3,3,34,11.33,0,100.0%,11.33,0,0,,0,0,0,,0,0,0
82,1996,1996-11-10,10,27.270,NYJ,,NWE,L 27-31,,10,6,95,15.83,1,60.0%,9.50,0,0,,0,0,0,,0,1,6
83,1996,1996-11-17,11,27.277,NYJ,@,IND,L 29-34,,17,9,189,21.00,3,52.9%,11.12,0,0,,0,0,0,,0,3,18
84,1996,1996-11-24,12,27.284,NYJ,@,BUF,L 10-35,,12,7,124,17.71,1,58.3%,10.33,0,0,,0,0,0,,0,1,6
85,1996,1996-12-01,13,27.291,NYJ,,HOU,L 10-35,,,0,0,,0,0.0%,,,,,,,,,,,
86,1997,1997-08-31,1,28.198,NYJ,@,SEA,W 41-3,,6,3,100,33.33,2,50.0%,16.67,0,0,,0,0,0,,0,2,12
87,1997,1997-09-07,2,28.205,NYJ,,BUF,L 22-28,,4,0,0,,0,0.0%,0.00,,,,,,,,,,
88,1997,1997-09-14,3,28.212,NYJ,@,NWE,L 24-27,,12,5,54,10.80,0,41.7%,4.50,0,0,,0,0,0,,0,0,0
89,1997,1997-09-21,4,28.219,NYJ,,OAK,W 23-22,,7,2,54,27.00,0,28.6%,7.71,0,0,,0,0,0,,0,0,0
90,1997,1997-09-28,5,28.226,NYJ,@,CIN,W 31-14,,5,3,32,10.67,0,60.0%,6.40,0,0,,0,0,0,,0,0,0
91,1997,1997-10-05,6,28.233,NYJ,@,IND,W 16-12,,4,0,0,,0,0.0%,0.00,,,,,,,,,,
92,1997,1997-10-12,7,28.240,NYJ,,MIA,L 20-31,,13,7,77,11.00,0,53.8%,5.92,0,0,,0,0,0,,0,0,0
93,1997,1997-10-19,8,28.247,NYJ,,NWE,W 24-19,,7,6,79,13.17,0,85.7%,11.29,0,0,,0,0,0,,0,0,0
94,1997,1997-11-02,9,28.261,NYJ,,BAL,W 19-16,,4,2,13,6.50,0,50.0%,3.25,0,0,,0,0,0,,0,0,0
95,1997,1997-11-09,10,28.268,NYJ,@,MIA,L 17-24,,7,3,31,10.33,0,42.9%,4.43,0,0,,0,0,0,,0,0,0
96,1997,1997-11-16,11,28.275,NYJ,@,CHI,W 23-15,,4,3,19,6.33,0,75.0%,4.75,0,0,,0,0,0,,0,0,0
97,1997,1997-11-23,12,28.282,NYJ,,MIN,W 23-21,,2,0,0,,0,0.0%,0.00,,,,,,,,,,
98,1997,1997-11-30,13,28.289,NYJ,@,BUF,L 10-20,,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,0,0
99,1997,1997-12-07,14,28.296,NYJ,,IND,L 14-22,,5,2,14,7.00,0,40.0%,2.80,0,0,,0,0,0,,0,0,0
100,1997,1997-12-14,15,28.303,NYJ,,TAM,W 31-0,,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,0
101,1997,1997-12-21,16,28.310,NYJ,@,DET,L 10-13,,5,2,26,13.00,0,40.0%,5.20,0,0,,0,0,0,,0,0,0
102,1998,1998-09-06,1,29.204,PHI,,SEA,L 0-38,,5,3,30,10.00,0,60.0%,6.00,0,0,,0,0,0,,0,0,0
103,1998,1998-09-13,2,29.211,PHI,@,ATL,L 12-17,,3,2,52,26.00,0,66.7%,17.33,0,0,,0,0,0,,0,0,0
104,1998,1998-09-20,3,29.218,PHI,@,ARI,L 3-17,,13,4,40,10.00,0,30.8%,3.08,0,0,,0,0,0,,0,0,0
105,1998,1998-09-27,4,29.225,PHI,,KAN,L 21-24,,6,5,79,15.80,0,83.3%,13.17,0,0,,0,0,0,,0,0,0
106,1998,1998-10-04,5,29.232,PHI,@,DEN,L 16-41,,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,0,0
107,1998,1998-10-11,6,29.239,PHI,,WAS,W 17-12,,6,2,17,8.50,0,33.3%,2.83,0,0,,0,0,0,,0,0,0
108,1998,1998-10-18,7,29.246,PHI,@,SDG,L 10-13,,8,3,42,14.00,0,37.5%,5.25,0,0,,0,0,0,,0,0,0
109,1998,1998-11-08,9,29.267,PHI,,DET,W 10-9,,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,0,,0,0,0
110,1998,1998-11-15,10,29.274,PHI,@,WAS,L 3-28,,3,3,32,10.67,0,100.0%,10.67,0,0,,0,0,0,,0,0,0
111,1998,1998-11-22,11,29.281,PHI,@,NYG,L 0-20,,4,2,17,8.50,0,50.0%,4.25,0,0,,0,0,0,,0,0,0
112,1998,1998-11-29,12,29.288,PHI,@,GNB,L 16-24,,9,6,56,9.33,2,66.7%,6.22,0,0,,0,0,0,,0,2,12
113,1998,1998-12-03,13,29.292,PHI,,STL,W 17-14,,5,2,34,17.00,0,40.0%,6.80,0,0,,0,0,0,,0,0,0
114,1998,1998-12-13,14,29.302,PHI,,ARI,L 17-20,,8,3,63,21.00,0,37.5%,7.88,0,0,,0,0,0,,0,0,0
115,1998,1998-12-20,15,29.309,PHI,@,DAL,L 9-13,,13,6,71,11.83,0,46.2%,5.46,0,0,,0,0,0,,0,0,0
116,1998,1998-12-27,16,29.316,PHI,,NYG,L 10-20,,2,1,25,25.00,0,50.0%,12.50,0,0,,0,0,0,,0,0,0
117,1999,1999-09-19,1,30.217,SDG,@,CIN,W 34-7,*,3,2,45,22.50,1,66.7%,15.00,0,0,,0,0,0,,0,1,6
118,1999,1999-09-26,2,30.224,SDG,,IND,L 19-27,*,11,4,48,12.00,0,36.4%,4.36,0,0,,0,0,0,,0,0,0
119,1999,1999-10-03,3,30.231,SDG,,KAN,W 21-14,*,5,,,,,0.0%,,,,,,,,,,,
120,1999,1999-10-10,4,30.238,SDG,@,DET,W 20-10,*,2,,,,,0.0%,,,,,,,,,,,
121,1999,1999-10-17,5,30.245,SDG,,SEA,W 13-10,,8,6,92,15.33,0,75.0%,11.50,0,0,,0,0,0,,0,0,0
122,1999,1999-10-24,6,30.252,SDG,,GNB,L 3-31,*,13,2,39,19.50,0,15.4%,3.00,0,0,,0,0,0,,0,0,0
123,1999,1999-10-31,7,30.259,SDG,@,KAN,L 0-34,*,6,3,26,8.67,0,50.0%,4.33,0,0,,0,0,0,,0,0,0
124,1999,1999-11-07,8,30.266,SDG,,DEN,L 17-33,*,5,2,11,5.50,0,40.0%,2.20,0,0,,0,0,0,,0,0,0
125,1999,1999-11-14,9,30.273,SDG,@,OAK,L 9-28,*,7,3,66,22.00,0,42.9%,9.43,0,0,,0,0,0,,0,0,0
126,1999,1999-11-21,10,30.280,SDG,,CHI,L 20-23,*,8,5,83,16.60,0,62.5%,10.38,0,0,,0,0,0,,0,0,0
127,1999,1999-11-28,11,30.287,SDG,@,MIN,L 27-35,,8,6,141,23.50,0,75.0%,17.63,0,0,,0,0,0,,0,0,0
128,1999,1999-12-05,12,30.294,SDG,,CLE,W 23-10,,5,5,82,16.40,0,100.0%,16.40,0,0,,0,0,0,,0,0,0
129,1999,1999-12-12,13,30.301,SDG,@,SEA,W 19-16,*,13,9,114,12.67,0,69.2%,8.77,0,0,,0,0,0,,0,0,0
130,1999,1999-12-19,14,30.308,SDG,@,MIA,L 9-12,,5,1,6,6.00,0,20.0%,1.20,0,0,,0,0,0,,0,0,0
131,1999,1999-12-26,15,30.315,SDG,,OAK,W 23-20,,6,3,113,37.67,1,50.0%,18.83,0,0,,0,0,0,,0,1,6
132,1999,2000-01-02,16,30.322,SDG,@,DEN,W 12-6,*,9,6,102,17.00,0,66.7%,11.33,0,0,,0,0,0,,0,0,0
133,2000,2000-09-03,1,31.202,SDG,@,OAK,L 6-9,*,12,4,62,15.50,0,33.3%,5.17,0,0,,0,2,7,3.50,0,0,0
134,2000,2000-09-10,2,31.209,SDG,,NOR,L 27-28,,4,3,46,15.33,0,75.0%,11.50,0,0,,0,0,0,,0,0,0
135,2000,2000-09-24,4,31.223,SDG,,SEA,L 12-20,,,,,,,0.0%,,,,,,,,,,,
136,2000,2000-10-01,5,31.230,SDG,@,STL,L 31-57,*,9,7,107,15.29,0,77.8%,11.89,0,0,,0,0,0,,0,0,0
137,2000,2000-10-08,6,31.237,SDG,,DEN,L 7-21,*,12,2,41,20.50,0,16.7%,3.42,0,0,,0,0,0,,0,0,0
138,2000,2000-10-15,7,31.244,SDG,@,BUF,L 24-27,,9,9,113,12.56,1,100.0%,12.56,0,0,,0,0,0,,0,1,6
139,2000,2000-10-29,8,31.258,SDG,,OAK,L 13-15,,7,4,30,7.50,0,57.1%,4.29,0,0,,0,0,0,,0,0,0
140,2000,2000-11-05,9,31.265,SDG,@,SEA,L 15-17,,5,5,67,13.40,0,100.0%,13.40,0,0,,0,0,0,,0,0,0
141,2000,2000-11-12,10,31.272,SDG,,MIA,L 7-17,*,7,2,10,5.00,0,28.6%,1.43,0,0,,0,1,0,0.00,0,0,0
142,2000,2000-11-19,11,31.279,SDG,@,DEN,L 37-38,,10,4,144,36.00,2,40.0%,14.40,0,0,,0,0,0,,0,2,12
143,2000,2000-11-26,12,31.286,SDG,,KAN,W 17-16,,8,3,48,16.00,0,37.5%,6.00,0,0,,0,0,0,,0,0,0
144,2000,2000-12-03,13,31.293,SDG,,SFO,L 17-45,,11,4,67,16.75,0,36.4%,6.09,0,0,,0,0,0,,0,0,0
145,2000,2000-12-17,15,31.307,SDG,@,CAR,L 22-30,*,10,3,59,19.67,0,30.0%,5.90,0,0,,0,0,0,,0,0,0
146,2000,2000-12-24,16,31.314,SDG,,PIT,L 21-34,,8,5,113,22.60,1,62.5%,14.13,0,0,,0,0,0,,0,1,6
147,2001,2001-09-09,1,32.207,SDG,,WAS,W 30-3,*,1,,,,,0.0%,,,,,,,,,,,
148,2001,2001-09-23,2,32.221,SDG,@,DAL,W 32-21,*,9,6,94,15.67,0,66.7%,10.44,0,0,,0,0,0,,0,0,0
149,2001,2001-09-30,3,32.228,SDG,,CIN,W 28-14,,4,3,49,16.33,0,75.0%,12.25,0,0,,0,0,0,,0,0,0
150,2001,2001-10-07,4,32.235,SDG,@,CLE,L 16-20,*,11,5,49,9.80,0,45.5%,4.45,0,0,,0,0,0,,0,0,0
151,2001,2001-10-14,5,32.242,SDG,@,NWE,L 26-29,*,9,4,43,10.75,0,44.4%,4.78,0,0,,0,0,0,,0,0,0
152,2001,2001-10-21,6,32.249,SDG,,DEN,W 27-10,*,11,7,107,15.29,2,63.6%,9.73,0,0,,0,0,0,,0,2,12
153,2001,2001-10-28,7,32.256,SDG,,BUF,W 27-24,*,6,3,44,14.67,0,50.0%,7.33,0,0,,0,0,0,,0,0,0
154,2001,2001-11-04,8,32.263,SDG,,KAN,L 20-25,*,8,5,94,18.80,0,62.5%,11.75,0,0,,0,0,0,,0,0,0
155,2001,2001-11-11,9,32.270,SDG,@,DEN,L 16-26,*,6,,,,,0.0%,,,,,,,,,,,
156,2001,2001-11-18,10,32.277,SDG,@,OAK,L 24-34,,8,1,16,16.00,0,12.5%,2.00,0,0,,0,0,0,,0,0,0
157,2001,2001-11-25,11,32.284,SDG,,ARI,L 17-20,*,11,7,98,14.00,1,63.6%,8.91,0,0,,0,0,0,,0,1,6
158,2001,2001-12-02,12,32.291,SDG,@,SEA,L 10-13,*,7,2,36,18.00,0,28.6%,5.14,0,0,,0,0,0,,0,0,0
159,2001,2001-12-09,13,32.298,SDG,@,PHI,L 14-24,,8,5,110,22.00,2,62.5%,13.75,0,0,,0,0,0,,0,2,12
160,2001,2001-12-15,14,32.304,SDG,,OAK,L 6-13,*,11,4,71,17.75,0,36.4%,6.45,0,0,,0,0,0,,0,0,0
