ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1990,1990-09-09,1,27.073,CLE,,PIT,W 13-3,0,0,,0,1,1,100.0,2,3,66.7,0,7
2,1990,1990-09-16,2,27.080,CLE,@,NYJ,L 21-24,0,0,,0,3,3,100.0,,,,0,3
3,1990,1990-09-23,3,27.087,CLE,,SDG,L 14-24,0,0,,0,2,2,100.0,,,,0,2
4,1990,1990-09-30,4,27.094,CLE,@,KAN,L 0-34,,,,,,,,,,,,
5,1990,1990-10-08,5,27.102,CLE,@,DEN,W 30-29,0,0,,0,3,4,75.0,1,1,100.0,0,6
6,1990,1990-10-14,6,27.108,CLE,@,NOR,L 20-25,0,0,,0,2,2,100.0,2,2,100.0,0,8
7,1990,1990-10-22,7,27.116,CLE,,CIN,L 13-34,0,0,,0,1,1,100.0,2,3,66.7,0,7
8,1990,1990-10-28,8,27.122,CLE,@,SFO,L 17-20,1,21,21.00,0,2,2,100.0,1,1,100.0,0,5
9,1990,1990-11-04,9,27.129,CLE,,BUF,L 0-42,0,0,,0,,,,,1,0.0,0,0
10,1990,1990-11-18,10,27.143,CLE,,HOU,L 23-35,0,0,,0,2,3,66.7,1,1,100.0,0,5
11,1990,1990-11-25,11,27.150,CLE,,MIA,L 13-30,0,0,,0,1,1,100.0,2,3,66.7,0,7
12,1990,1990-12-02,12,27.157,CLE,,RAM,L 23-38,0,0,,0,2,3,66.7,1,1,100.0,0,5
13,1990,1990-12-09,13,27.164,CLE,@,HOU,L 14-58,0,0,,0,2,2,100.0,,,,0,2
14,1990,1990-12-16,14,27.171,CLE,,ATL,W 13-10,0,0,,0,1,1,100.0,2,3,66.7,0,7
15,1990,1990-12-23,15,27.178,CLE,@,PIT,L 0-35,,,,,,,,,,,,
16,1990,1990-12-30,16,27.185,CLE,@,CIN,L 14-21,0,0,,0,2,2,100.0,,1,0.0,0,2
