ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2008,2008-09-07,1,21.341,KAN,@,NWE,L 10-17,,,,,,,,,,,,,,,,,
2,2008,2008-09-21,3,21.355,KAN,@,ATL,L 14-38,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
3,2008,2008-09-28,4,21.362,KAN,,DEN,W 33-19,,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
4,2008,2008-10-05,5,22.003,KAN,@,CAR,L 0-34,,1,30,30.00,0,0,0,,0,0,0,0.0,0,0,0,0,0
5,2008,2008-10-19,6,22.017,KAN,,TEN,L 10-34,,1,20,20.00,0,0,0,,0,0,0,0.0,0,0,0,0,0
6,2008,2008-10-26,7,22.024,KAN,@,NYJ,L 24-28,,0,0,,0,0,0,,0,0,0,0.0,0,1,0,0,0
7,2008,2008-11-02,8,22.031,KAN,,TAM,L 27-30,,0,0,,0,0,0,,0,0,0,0.0,7,0,0,0,0
8,2008,2008-11-09,9,22.038,KAN,@,SDG,L 19-20,*,0,0,,0,0,0,,0,0,0,0.0,4,1,0,0,0
9,2008,2008-11-16,10,22.045,KAN,,NOR,L 20-30,*,0,0,,0,0,0,,0,0,0,0.0,7,0,0,0,0
10,2008,2008-11-23,11,22.052,KAN,,BUF,L 31-54,,3,53,17.67,0,0,0,,0,0,0,0.0,6,0,0,0,0
11,2008,2008-11-30,12,22.059,KAN,@,OAK,W 20-13,,0,0,,0,0,0,,0,1,6,0.0,4,1,0,0,0
12,2008,2008-12-07,13,22.066,KAN,@,DEN,L 17-24,*,0,0,,0,0,0,,0,1,6,0.0,1,2,1,27,1
13,2009,2009-09-13,1,22.346,KAN,@,BAL,L 24-38,*,0,0,,0,1,0,0.00,0,0,0,0.0,8,0,0,0,0
14,2009,2009-09-20,2,22.353,KAN,,OAK,L 10-13,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
15,2009,2009-09-27,3,22.360,KAN,@,PHI,L 14-34,,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
16,2009,2009-10-04,4,23.002,KAN,,NYG,L 16-27,,0,0,,0,0,0,,0,0,0,0.0,1,1,0,0,0
17,2009,2009-10-11,5,23.009,KAN,,DAL,L 20-26,,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
18,2009,2009-10-18,6,23.016,KAN,@,WAS,W 14-6,,,,,,,,,,,,,,,,,
19,2009,2009-10-25,7,23.023,KAN,,SDG,L 7-37,,,,,,,,,,,,,,,,,
20,2009,2009-11-08,8,23.037,KAN,@,JAX,L 21-24,,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
21,2009,2009-11-15,9,23.044,KAN,@,OAK,W 16-10,,0,0,,0,4,13,3.25,0,0,0,0.0,1,0,0,0,0
22,2009,2009-11-22,10,23.051,KAN,,PIT,W 27-24,,,,,,,,,,,,,,,,,
