ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1983,1983-09-04,1,23.041,HOU,,GNB,L 38-41,
2,1983,1983-09-11,2,23.048,HOU,@,RAI,L 6-20,0.5
3,1983,1983-09-18,3,23.055,HOU,,PIT,L 28-40,
4,1983,1983-09-25,4,23.062,HOU,@,BUF,L 13-30,
5,1983,1983-10-02,5,23.069,HOU,@,PIT,L 10-17,
6,1983,1983-10-09,6,23.076,HOU,,DEN,L 14-26,
7,1983,1983-10-16,7,23.083,HOU,@,MIN,L 14-34,
8,1983,1983-10-23,8,23.090,HOU,,KAN,L 10-13,
9,1983,1983-10-30,9,23.097,HOU,@,CLE,L 19-25,2.0
10,1983,1983-11-06,10,23.104,HOU,,CIN,L 14-55,
11,1983,1983-11-13,11,23.111,HOU,,DET,W 27-17,1.0
12,1983,1983-11-20,12,23.118,HOU,@,CIN,L 10-38,
13,1983,1983-11-27,13,23.125,HOU,@,TAM,L 24-33,
14,1983,1983-12-04,14,23.132,HOU,,MIA,L 17-24,
15,1983,1983-12-11,15,23.139,HOU,,CLE,W 34-27,
16,1983,1983-12-18,16,23.146,HOU,@,BAL,L 10-20,
17,1984,1984-09-02,1,24.039,HOU,,RAI,L 14-24,
18,1984,1984-09-09,2,24.046,HOU,,IND,L 21-35,
19,1984,1984-09-16,3,24.053,HOU,@,SDG,L 14-31,
20,1984,1984-11-11,11,24.109,HOU,@,KAN,W 17-16,
21,1984,1984-11-18,12,24.116,HOU,,NYJ,W 31-20,1.0
22,1984,1984-11-25,13,24.123,HOU,@,CLE,L 10-27,
23,1984,1984-12-02,14,24.130,HOU,,PIT,W 23-20,
24,1984,1984-12-09,15,24.137,HOU,@,RAM,L 16-27,
25,1984,1984-12-16,16,24.144,HOU,,CLE,L 20-27,
26,1986,1986-09-07,1,26.044,MIA,@,SDG,L 28-50,1.0
27,1986,1986-09-14,2,26.051,MIA,,IND,W 30-10,1.0
28,1986,1986-09-21,3,26.058,MIA,@,NYJ,L 45-51,
29,1986,1986-09-28,4,26.065,MIA,,SFO,L 16-31,
30,1986,1986-10-05,5,26.072,MIA,@,NWE,L 7-34,
31,1986,1986-10-12,6,26.079,MIA,,BUF,W 27-14,1.0
32,1986,1986-10-19,7,26.086,MIA,,RAI,L 28-30,
33,1986,1986-10-26,8,26.093,MIA,@,IND,W 17-13,
34,1986,1986-11-02,9,26.100,MIA,,HOU,W 28-7,
35,1986,1986-11-10,10,26.108,MIA,@,CLE,L 16-26,
36,1986,1986-11-16,11,26.114,MIA,@,BUF,W 34-24,
37,1986,1986-11-24,12,26.122,MIA,,NYJ,W 45-3,
38,1986,1986-11-30,13,26.128,MIA,,ATL,L 14-20,
39,1986,1986-12-07,14,26.135,MIA,@,NOR,W 31-27,
40,1986,1986-12-21,16,26.149,NYJ,@,CIN,L 21-52,
41,1987,1987-12-07,12,27.135,NYJ,@,MIA,L 28-37,
42,1987,1987-12-13,13,27.141,NYJ,@,NWE,L 20-42,
43,1987,1987-12-20,14,27.148,NYJ,,PHI,L 27-38,
44,1987,1987-12-27,15,27.155,NYJ,@,NYG,L 7-20,
